,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Revenue,"1,366","1,497","1,352","1,345","1,401","1,557","1,390","1,345","1,426","1,600","1,443","1,406","1,477","1,647","1,500","1,416","1,517","1,691","1,563","1,473","1,551","1,627","1,506","1,449","1,783","1,983","1,916","1,842","1,781","1,802","1,806","1,691","1,809","1,801","1,740","1,715","1,915","2,019","1,386","1,990"
Revenue Growth (YoY),-3.33%,2.75%,0.67%,2.83%,2.56%,4.01%,2.81%,0%,1.78%,2.76%,3.81%,4.54%,3.58%,2.94%,3.95%,0.71%,2.71%,2.67%,4.20%,4.03%,2.24%,-3.78%,-3.65%,-1.63%,14.96%,21.88%,27.22%,27.12%,-0.11%,-9.13%,-5.74%,-8.20%,1.57%,-0.06%,-3.65%,1.42%,5.86%,12.10%,-20.34%,16.03%
Cost of Revenue,791,855,774,773,796,847,765,745,780,873,803,777,827,895,827,807,868,947,885,830,878,893,843,810,951,"1,054",996,"1,005","1,007","1,134","1,136","1,133","1,160","1,133","1,114","1,095","1,115","1,157",854,"1,124"
Gross Profit,575,642,578,572,605,710,625,600,646,727,640,629,650,752,673,609,649,744,678,643,673,734,663,639,832,929,920,837,774,668,670,558,649,668,626,620,800,862,532,866
"Selling, General & Admin",298,324,301,318,330,372,309,317,350,417,328,325,362,394,338,337,358,374,351,356,377,384,348,350,453,493,417,456,437,484,418,408,386,451,422,438,517,540,441,508
Research & Development,28,35,30,33,34,39,30,34,35,42,31,32,35,37,32,31,32,37,32,32,34,38,30,34,39,42,32,40,32,45,33,34,31,34,32,33,35,38,29,32
Other Operating Expenses,0,-10,3,-2,-1,-13,-1,-3,2,-5,-5,23,-16,4,3,-6,-3,3,3,7,-2,-5,2,-5,19,-26,-80,-15,339,13,9,0,11,17,34,-4,469,26,12,164
Operating Expenses,326,349,334,349,363,398,338,348,387,454,354,380,381,435,373,362,387,414,386,395,409,417,380,379,511,509,369,481,808,542,460,442,428,502,488,467,"1,021",604,482,704
Operating Income,249,293,244,223,242,312,287,252,259,273,286,249,269,317,300,247,262,330,292,248,264,317,283,260,321,420,551,356,-34,126,210,116,221,166,138,153,-221,258,50,162
Interest Expense / Income,25,26,26,26,25,23,23,22,22,21,22,22,22,22,21,20,20,24,24,24,24,25,25,25,24,25,25,24,25,25,25,23,21,37,22,23,24,21,21,26
Other Expense / Income,12,5,55,3,-30,-2,1,2,-3,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,3,1,3,2,3,2,3,2,5,3,3
Pretax Income,212,262,163,194,247,291,263,228,240,252,264,226,247,294,279,227,242,306,268,224,240,292,258,235,297,395,524,330,-61,98,184,90,198,126,114,127,-247,232,26,133
Income Tax,75,92,73,69,73,100,91,79,78,87,85,77,75,93,87,-6,61,89,58,42,53,51,55,50,56,85,109,71,0,1,42,21,48,25,29,28,-36,56,4,40
Net Income,137,170,90,125,174,191,172,149,162,165,179,149,172,201,192,233,181,217,210,182,187,241,203,185,241,310,415,259,-61,97,142,69,150,101,85,99,-211,176,22,93
Net Income Growth,3.01%,-7.10%,-33.82%,8.70%,27.01%,12.35%,91.11%,19.20%,-6.90%,-13.61%,4.07%,0%,6.17%,21.82%,7.26%,56.38%,5.23%,7.96%,9.38%,-21.89%,3.31%,11.06%,-3.33%,1.65%,28.88%,28.63%,104.43%,40.00%,-,-68.71%,-65.78%,-73.36%,-,4.12%,-40.14%,43.48%,-,74.26%,-74.12%,-6.06%
Shares Outstanding (Basic),129,129,129,131,132,130,129,130,130,129,129,128,129,129,129,129,130,129,128,128,128,127,126,125,126,126,126,126,126,124,123,123,123,123,123,124,124,124,124,124
Shares Outstanding (Diluted),132,131,131,133,134,132,131,132,132,132,132,131,131,132,132,132,132,131,130,130,130,129,127,127,127,129,129,128,126,125,124,124,124,124,124,124,124,126,125,125
Shares Change,-1.44%,-2.26%,-0.66%,0.41%,1.95%,0.67%,-0.11%,-0.96%,-1.84%,0.06%,0.74%,-0.59%,-0.22%,0.12%,-0.52%,0.67%,0.41%,-0.65%,-1.19%,-1.19%,-1.24%,-2.06%,-1.91%,-2.47%,-2.26%,0.36%,0.99%,0.99%,-1.35%,-3.00%,-3.64%,-3.30%,-1.38%,-1.05%,-0.10%,0.06%,-0.18%,1.93%,0.59%,0.51%
EPS (Basic),1.05,1.32,0.70,0.96,1.31,1.47,1.33,1.15,1.25,1.28,1.39,1.16,1.34,1.55,1.49,1.81,1.39,1.68,1.65,1.42,1.46,1.89,1.61,1.48,1.92,2.45,3.28,2.06,-0.49,0.80,1.15,0.56,1.22,0.82,0.69,0.81,-1.71,1.43,0.17,0.75
EPS (Diluted),1.04,1.29,0.68,0.95,1.30,1.44,1.31,1.13,1.23,1.25,1.36,1.14,1.31,1.52,1.46,1.77,1.37,1.66,1.62,1.40,1.44,1.87,1.59,1.46,1.89,2.42,3.22,2.03,-0.49,0.80,1.14,0.56,1.21,0.82,0.68,0.80,-1.71,1.42,0.17,0.75
EPS Growth,4.00%,-5.15%,-33.98%,9.20%,25.00%,11.63%,92.65%,18.95%,-5.38%,-13.19%,3.82%,0.88%,6.50%,21.60%,7.35%,55.26%,4.58%,9.21%,10.96%,-20.90%,5.11%,12.65%,-1.85%,4.29%,31.25%,29.41%,102.52%,39.04%,-,-66.94%,-64.60%,-72.41%,-,2.50%,-40.35%,42.86%,-,73.17%,-75.00%,-6.25%
Free Cash Flow,196,287,214,3,195,337,119,-2,217,272,111,42,168,313,211,24,215,332,223,140,105,318,217,170,261,644,314,164,183,284,-11,124,166,256,132,167,285,346,-4,101
Free Cash Flow Per Share,1.52,2.23,1.66,0.02,1.48,2.60,0.92,-0.01,1.67,2.10,0.86,0.33,1.30,2.42,1.64,0.19,1.66,2.57,1.75,1.09,0.82,2.51,1.73,1.35,2.08,5.09,2.48,1.30,1.46,2.29,-0.09,1.01,1.35,2.08,1.07,1.35,2.31,2.79,-0.03,0.81
Dividend Per Share,0.710,0.710,0.740,0.740,0.740,0.740,0.770,0.770,0.770,0.770,0.800,0.800,0.800,0.800,0.840,0.840,0.840,0.960,0.960,0.960,0.960,0.960,1.060,1.060,1.060,1.060,1.110,1.110,1.110,1.110,1.160,1.160,1.160,1.160,1.180,1.180,1.180,1.180,1.200,1.200
