,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"22,743","21,753","22,127","24,716","26,128","24,890","25,964","28,123","27,955","30,471","32,090","33,608","35,643","39,029","40,429","41,279","42,228","42,602","42,945","42,907","43,285","48,459","51,709","51,536","44,691","50,126","54,355","64,710","62,731","66,800","64,661","77,057","74,232","52,499","50,457","57,302","58,283","63,310","61,644","73,509","76,828"
Market Cap Growth,91.96%,68.16%,67.43%,50.73%,14.89%,14.42%,17.34%,13.79%,6.99%,22.42%,23.60%,19.50%,27.50%,28.09%,25.99%,22.83%,18.47%,9.16%,6.22%,3.94%,2.50%,13.75%,20.41%,20.11%,3.25%,3.44%,5.12%,25.56%,40.37%,33.27%,18.96%,19.08%,18.33%,-21.41%,-21.97%,-25.64%,-21.49%,20.59%,22.17%,28.28%,-
Enterprise Value,"26,314","23,283","24,070","26,812","28,198","27,092","28,398","34,118","33,571","35,865","37,284","38,599","40,767","43,742","45,294","45,811","47,462","47,838","48,969","48,476","49,197","54,483","57,832","57,448","51,300","56,527","69,221","79,576","74,861","78,930","76,791","89,187","84,255","62,522","60,480","67,325","68,020","72,426","83,021","93,971","97,290"
PE Ratio,59.85,48.13,42.80,25.19,25.25,22.79,21.78,22.07,21.05,21.73,22.29,23.50,22.79,24.00,24.46,16.34,16.98,16.89,16.45,21.58,21.56,23.93,24.67,26.66,21.29,23.31,27.03,30.98,30.09,23.74,21.15,18.99,18.24,15.57,19.80,39.63,40.36,37.51,25.47,31.04,32.73
PS Ratio,9.32,7.05,5.89,5.68,5.85,5.47,5.49,6.01,5.53,5.58,5.64,5.63,6.05,6.64,6.85,7.07,7.10,7.09,7.11,6.84,6.89,7.62,7.89,7.87,6.31,6.76,7.08,7.85,7.33,7.66,7.13,8.40,8.07,5.54,5.26,5.95,6.04,6.61,6.41,7.42,7.76
PB Ratio,1.76,1.64,1.75,2.00,2.13,2.01,2.10,1.90,1.86,1.99,2.07,2.14,2.26,2.46,2.53,2.43,2.49,2.54,2.55,2.49,2.53,2.83,3.01,2.99,2.64,2.96,2.79,3.32,2.76,2.94,2.85,3.39,3.27,2.31,2.22,2.52,2.52,2.66,2.42,2.86,2.99
P/FCF Ratio,25.16,21.39,24.32,19.55,21.86,22.52,22.58,27.20,23.89,22.64,20.18,18.84,19.93,21.84,23.78,23.89,24.77,22.34,20.14,19.04,18.66,20.42,21.93,21.89,20.08,21.42,24.46,26.19,23.87,25.65,23.72,28.85,27.43,18.58,16.79,18.65,19.51,20.08,19.37,24.08,25.16
P/OCF Ratio,20.60,17.49,19.31,16.32,17.90,17.87,18.14,21.45,19.37,18.53,16.64,15.64,16.48,18.20,19.71,19.80,20.63,19.17,17.82,16.94,16.56,18.09,19.29,19.38,17.70,18.88,20.97,22.46,20.27,21.48,20.23,24.67,23.60,16.20,14.60,16.12,16.89,17.42,16.82,20.75,21.69
Debt / Equity Ratio,0.38,0.30,0.33,0.35,0.34,0.26,0.28,0.49,0.45,0.43,0.41,0.40,0.40,0.37,0.38,0.36,0.41,0.41,0.46,0.43,0.46,0.47,0.47,0.47,0.51,0.51,0.86,0.86,0.62,0.62,0.62,0.62,0.81,0.81,0.81,0.81,0.79,0.77,0.93,0.89,0.89
Quick Ratio,0.04,0.06,0.05,0.05,0.06,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.04,0.04,0.05,0.05,0.04,0.05,0.03,0.04,0.04,0.04,0.02,0.02,0.02,0.02,0.06,0.06,0.06,0.06,0.10,0.12,0.04,0.05,0.05
Current Ratio,1.00,1.01,1.00,1.00,0.99,0.99,0.99,0.97,0.98,0.98,0.99,0.98,0.98,0.99,1.01,0.99,0.98,0.98,1.00,1.01,1.01,1.00,1.00,0.99,0.99,1.01,0.99,0.99,1.01,1.01,1.01,1.01,1.05,1.05,1.05,1.05,1.08,1.10,1.00,1.00,1.00
Interest Coverage,14.41,14.87,14.45,18.65,19.83,18.04,20.95,13.93,12.57,12.59,10.93,13.20,16.93,13.42,12.85,14.30,12.67,11.98,9.29,11.28,9.70,9.76,9.78,9.20,12.50,8.95,7.51,7.00,8.75,19.22,8.59,21.66,8.98,5.52,-0.95,4.12,5.72,5.75,4.22,2.99,4.50
Return on Capital (ROIC),Upgrade,4.26%,4.82%,5.41%,6.17%,6.56%,7.40%,7.90%,6.18%,6.58%,6.92%,7.16%,6.98%,7.02%,7.41%,7.43%,10.23%,10.26%,10.48%,10.57%,8.36%,8.37%,8.36%,8.68%,8.31%,8.92%,9.15%,5.99%,6.35%,6.26%,6.09%,6.78%,6.86%,6.39%,6.74%,7.32%,7.39%,7.25%,7.74%,6.20%,6.30%
Dividend Yield,0.70%,1.00%,1.30%,1.20%,1.10%,1.20%,1.20%,1.10%,1.30%,1.30%,1.20%,1.20%,1.20%,1.10%,1.10%,1.10%,1.20%,1.20%,1.20%,1.30%,1.30%,1.20%,1.20%,1.20%,1.40%,1.30%,1.20%,1.00%,1.10%,1.10%,1.10%,1.00%,1.00%,1.50%,1.60%,1.50%,1.50%,1.40%,1.50%,1.30%,1.31%
Payout Ratio,28.50%,33.20%,35.90%,25.50%,23.10%,29.40%,27.10%,22.60%,27.40%,28.30%,29.30%,28.30%,23.50%,28.20%,31.70%,9.50%,30.00%,30.40%,30.00%,22.40%,32.40%,32.70%,28.90%,34.40%,25.40%,31.20%,42.30%,31.90%,28.70%,14.80%,29.50%,12.10%,32.50%,38.40%,-111.80%,50.00%,35.90%,29.40%,43.80%,65.60%,42.96%
Buyback Yield / Dilution,-58.90%,-58.90%,-54.05%,-43.54%,3.45%,3.45%,2.63%,1.94%,-6.79%,-6.96%,-8.11%,-7.73%,-0.17%,0.67%,1.33%,1.34%,2.17%,2.35%,2.70%,3.05%,2.73%,2.58%,2.26%,1.92%,2.63%,3.00%,2.13%,-0.36%,-1.80%,-2.91%,-2.72%,-0.18%,0.18%,0.88%,1.06%,0.71%,0.53%,-0.18%,-0.89%,-2.32%,-0.71%
Total Shareholder Return,-58.20%,-57.90%,-52.75%,-42.34%,4.55%,4.65%,3.83%,3.04%,-5.49%,-5.66%,-6.91%,-6.53%,1.03%,1.77%,2.43%,2.44%,3.37%,3.55%,3.90%,4.35%,4.03%,3.78%,3.46%,3.12%,4.03%,4.30%,3.33%,0.64%,-0.70%,-1.81%,-1.62%,0.82%,1.18%,2.38%,2.66%,2.21%,2.03%,1.22%,0.61%,-1.02%,0.60%
