,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Cash & Equivalents,259.99,319.45,241.82,197.44,207.22,151.48,187.4,167.1,187.53,179.97,307.22,349.62,217.42,337.49,330.04,289.5,286.96,149.72,342.59,211.86,283.99,649.1,781.55,696.82,741.9,620.61,"1,275","1,341",990.96,621.86,788.7,642.71,695.91,497.83,756.52,370.94,404.86,209.64,557.3,601.81
Cash & Cash Equivalents,259.99,319.45,241.82,197.44,207.22,151.48,187.4,167.1,187.53,179.97,307.22,349.62,217.42,337.49,330.04,289.5,286.96,149.72,342.59,211.86,283.99,649.1,781.55,696.82,741.9,620.61,"1,275","1,341",990.96,621.86,788.7,642.71,695.91,497.83,756.52,370.94,404.86,209.64,557.3,601.81
Cash Growth,-25.80%,-17.10%,-43.40%,-51.03%,-20.30%,-52.58%,-22.51%,-15.37%,-9.50%,18.81%,63.94%,109.23%,15.94%,87.52%,7.43%,-17.20%,31.99%,-55.64%,3.80%,-26.82%,-1.03%,333.53%,128.13%,228.91%,161.24%,-4.39%,63.16%,92.49%,33.57%,0.20%,-38.15%,-52.08%,-29.77%,-19.95%,-4.08%,-42.29%,-41.82%,-57.89%,-26.33%,62.24%
Receivables,916.74,897.54,820.71,844.75,857.31,867.44,847.96,845.18,892.29,952.8,872.66,902.49,991.81,"1,074","1,026","1,045","1,134","1,275","1,165","1,322","1,330","1,408","1,321","1,428","1,459","1,522","1,468","1,421","1,412","1,673","1,512","1,618","1,623","1,828","1,656","1,808","1,775","2,100","2,010","1,968"
Other Current Assets,79.25,83.76,116.2,112.36,84.14,110,112.26,121.9,109.95,77.46,91.94,106.67,85.25,95.52,92.76,90.37,71.31,86.57,93.99,127.91,84.99,59.58,60.75,98.13,126.82,101.38,68.27,59.36,233.32,182.18,119.63,93.94,126.78,94.95,305.75,106.65,108.37,98.15,133.41,107.04
Total Current Assets,"1,256","1,301","1,179","1,155","1,149","1,129","1,148","1,134","1,190","1,210","1,272","1,359","1,294","1,507","1,449","1,425","1,492","1,512","1,602","1,662","1,699","2,116","2,163","2,223","2,328","2,244","2,811","2,821","2,636","2,477","2,420","2,355","2,446","2,421","2,718","2,285","2,288","2,408","2,701","2,677"
"Property, Plant & Equipment",129.43,117.93,110.03,105.54,111.37,111.88,115.47,126.05,130.17,128.81,128.27,133.79,139.17,138.91,151.72,166.5,152.36,152.05,152.26,153.72,172.45,435.15,438.29,438.73,448.2,435.73,443.31,441.07,444.02,433.85,429.36,424.56,429.46,408.42,389.9,383.35,382.98,366.44,348.55,337.29
Goodwill and Intangibles,"1,495","1,492","1,489","1,522","1,524","1,521","1,519","1,585","1,583","1,579","1,576","1,573","1,843","1,839","1,835","1,847","1,860","1,867","1,869","1,869","1,868","1,873","1,875","1,879","1,882","1,885","1,885","1,885","1,888","2,535","2,705","2,687","2,669","2,649","2,622","3,052","3,024","3,002","2,982","2,963"
Other Long-Term Assets,60.74,52.71,51.01,50.24,80.33,91.85,92.17,121.7,107.66,123.18,117.19,100.72,96.39,90.56,93.57,101.1,102.63,101.36,112.12,113.74,91.84,89.32,91.71,89.7,135.43,140.09,145.62,220.44,531.13,539.36,471.41,477.77,481.83,483.99,475.58,624.57,855.6,990.55,"1,132",497.56
Total Long-Term Assets,"1,685","1,663","1,650","1,678","1,715","1,724","1,727","1,832","1,820","1,831","1,822","1,808","2,079","2,069","2,080","2,114","2,115","2,121","2,133","2,136","2,133","2,397","2,405","2,408","2,466","2,460","2,474","2,547","2,863","3,508","3,606","3,589","3,580","3,541","3,488","4,060","4,263","4,359","4,462","3,798"
