,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,Current
Market Capitalization,"8,407","8,302","8,852","9,102","9,752","11,112","11,554","11,491","13,195","13,567","15,281","16,060","14,159","16,389","16,520","12,758","14,160","14,152","15,049","15,722","11,229","14,303","16,340","17,005","16,966","14,482","20,864","19,057","23,458","22,059","29,149","30,876","35,721","28,946","22,360","20,983","23,798","24,845","28,858","22,480","31,800"
Market Cap Growth,29.89%,19.69%,24.54%,25.39%,15.99%,33.84%,30.53%,26.25%,35.30%,22.09%,32.26%,39.76%,7.31%,20.80%,8.10%,-20.56%,0.00%,-13.65%,-8.90%,23.23%,-20.70%,1.07%,8.58%,8.16%,51.09%,1.25%,27.68%,12.07%,38.26%,52.33%,39.71%,62.02%,52.28%,31.22%,-23.29%,-32.04%,-33.38%,-14.17%,29.06%,7.13%,-
Enterprise Value,"9,613","9,835","10,316","10,541","11,150","12,541","12,951","12,715","14,289","16,539","18,131","18,792","16,702","18,935","18,948","15,149","16,528","16,531","17,354","18,101","13,641","16,896","19,070","20,044","19,948","17,620","23,892","21,898","26,151","25,673","32,572","34,321","40,791","34,559","27,822","26,623","29,300","30,416","34,366","28,069","37,389"
PE Ratio,23.90,24.81,26.28,26.30,26.54,29.89,29.63,27.68,30.75,30.63,33.02,33.62,28.97,30.35,28.76,23.71,24.11,26.96,29.84,35.22,36.17,-42.53,-39.44,-45.76,-44.17,50.16,64.77,40.59,45.10,36.47,40.50,44.32,48.00,37.87,29.82,29.55,34.18,42.34,55.02,43.15,61.16
PS Ratio,3.65,3.58,3.77,3.81,4.00,4.44,4.50,4.38,4.95,4.95,5.32,5.34,4.50,5.05,5.01,3.84,4.21,4.17,4.41,4.60,3.29,4.22,4.81,4.95,4.84,4.00,5.61,4.87,5.68,5.03,6.29,6.45,7.26,5.71,4.34,4.05,4.65,4.91,5.70,4.38,6.19
PB Ratio,3.65,3.53,3.68,3.90,4.43,5.18,5.33,5.16,5.71,5.45,6.01,5.85,5.32,5.68,5.47,4.12,4.46,4.32,4.67,4.94,3.61,5.58,6.43,6.76,6.58,6.07,7.74,6.51,7.40,6.65,8.42,8.72,9.97,7.55,5.88,5.58,6.02,6.11,6.89,5.24,7.41
P/FCF Ratio,17.31,16.90,17.49,17.52,18.41,19.92,20.01,18.43,21.18,22.26,25.29,27.09,21.80,25.81,24.92,18.56,23.69,23.28,24.89,35.26,32.06,70.42,106.31,-99.10,-197.74,-244.62,-577.94,40.01,44.69,36.02,38.80,38.50,41.26,60.25,71.76,98.74,179.47,51.74,62.34,44.22,62.55
P/OCF Ratio,14.78,14.45,14.98,15.04,15.83,17.17,16.96,15.54,17.16,17.52,19.64,20.68,17.20,20.02,19.35,14.38,17.35,17.01,17.88,22.00,16.71,24.51,28.90,68.60,54.07,46.18,59.99,21.66,24.79,20.83,23.99,24.77,26.76,29.15,25.99,25.68,31.43,22.45,26.40,20.07,28.39
Debt / Equity Ratio,0.63,0.69,0.65,0.67,0.69,0.71,0.68,0.60,0.51,1.23,1.16,1.04,1.00,0.92,0.94,0.87,0.85,0.80,0.82,0.83,0.85,1.06,1.13,1.27,1.31,1.47,1.62,1.49,1.38,1.32,1.12,1.55,1.48,1.52,1.49,1.56,1.46,1.43,1.35,1.40,1.40
Quick Ratio,0.82,0.55,0.58,0.57,0.57,0.58,0.58,0.67,0.73,0.30,0.54,0.42,0.45,0.49,0.64,0.58,0.47,0.48,1.18,0.97,0.84,0.42,0.43,0.46,0.69,0.85,1.17,0.90,0.93,0.63,0.61,1.44,0.42,0.45,0.42,0.54,0.57,0.64,1.01,0.87,0.87
Current Ratio,0.98,0.66,0.73,0.72,0.72,0.74,0.75,0.84,0.93,0.36,0.65,0.51,0.53,0.59,0.75,0.67,0.60,0.60,1.40,1.19,1.09,0.57,0.54,0.57,0.89,1.00,1.27,0.97,1.00,0.71,0.71,1.53,0.49,0.54,0.51,0.64,0.68,0.77,1.20,1.01,1.01
Interest Coverage,7.88,8.52,9.55,9.08,9.96,9.47,10.69,11.83,11.61,8.65,9.44,8.74,8.51,9.00,10.77,7.16,8.53,6.03,7.37,2.40,2.43,-23.12,4.17,4.40,2.41,6.03,4.50,9.16,3.47,8.18,8.92,8.55,4.56,8.63,7.35,5.64,3.57,3.62,4.15,4.00,3.85
Return on Capital (ROIC),Upgrade,10.61%,9.86%,10.03%,10.40%,11.08%,11.31%,12.17%,12.94%,13.50%,8.81%,9.19%,9.55%,10.47%,11.06%,11.09%,10.55%,11.30%,10.16%,9.97%,9.22%,6.71%,-6.45%,-7.79%,-6.70%,-6.71%,5.44%,5.15%,5.66%,6.95%,8.48%,10.36%,9.11%,10.21%,9.52%,9.61%,9.16%,8.16%,7.14%,6.53%,6.53%
Dividend Yield,1.30%,1.30%,1.30%,1.30%,1.20%,1.10%,1.10%,1.20%,1.00%,1.00%,1.00%,1.00%,1.10%,1.00%,1.00%,1.40%,1.30%,1.30%,1.20%,1.20%,1.70%,1.30%,1.20%,1.10%,1.10%,1.30%,0.90%,1.00%,0.80%,0.90%,0.70%,0.60%,0.50%,0.70%,0.90%,0.90%,0.80%,0.80%,0.70%,0.90%,0.60%
Payout Ratio,35.50%,36.20%,32.90%,32.50%,30.90%,39.20%,30.90%,29.00%,31.20%,38.40%,30.00%,29.70%,32.00%,30.50%,28.50%,48.70%,27.10%,51.30%,32.50%,121.90%,130.00%,-8.50%,70.90%,58.20%,195.00%,40.60%,47.00%,20.70%,63.90%,23.50%,22.00%,23.20%,39.00%,21.40%,23.80%,28.90%,44.30%,42.40%,34.50%,29.50%,36.97%
Buyback Yield / Dilution,-0.98%,-1.06%,-0.57%,0.32%,0.16%,2.17%,2.74%,2.35%,2.11%,0.74%,-0.17%,-0.58%,-0.17%,-0.91%,-0.66%,-0.08%,-0.33%,0.49%,0.41%,-0.16%,0.08%,-0.25%,-0.49%,-0.58%,-0.49%,-0.82%,-0.57%,-0.57%,-0.66%,-0.49%,-0.65%,-0.57%,-0.65%,-0.24%,0.16%,0.32%,0.24%,-0.33%,-0.41%,-0.49%,-0.49%
Total Shareholder Return,0.32%,0.24%,0.73%,1.62%,1.36%,3.27%,3.84%,3.55%,3.11%,1.74%,0.83%,0.42%,0.93%,0.09%,0.34%,1.32%,0.97%,1.79%,1.61%,1.04%,1.78%,1.05%,0.71%,0.52%,0.61%,0.48%,0.33%,0.43%,0.14%,0.41%,0.05%,0.03%,-0.15%,0.46%,1.06%,1.22%,1.04%,0.47%,0.29%,0.41%,0.12%
