,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Net Income,988.7,941.3,266.6,"1,001","1,310","1,422","1,778","2,214","1,374","1,607"
Depreciation & Amortization,95.6,113.5,126.7,158,192,200,220,257,331,373
Share-Based Compensation,21.7,87.2,98.1,123,130,136,154,175,169,193
Other Operating Activities,-87.4,56.1,767.8,-527,-171,-83,-6,-641,-400,-22
Operating Cash Flow,"1,019","1,198","1,259",755,"1,461","1,675","2,146","2,005","1,474","2,151"
Operating Cash Flow Growth,9.91%,17.62%,5.10%,-40.04%,93.51%,14.65%,28.12%,-6.57%,-26.48%,45.93%
Capital Expenditures,-74.6,-89,-115.2,-91,-91,-69,-103,-139,-283,-271
Acquisitions,-239.7,-7.6,-79.3,"-3,511",-283,64,-897,"-2,443",-169,5
Change in Investments,-272.3,-35.1,292.7,69,-32,29,-79,-74,-30,19
Other Investing Activities,21.7,39.7,3.8,113,-,12,2,37,220,-
Investing Cash Flow,-564.9,-92,102,"-3,420",-406,36,"-1,077","-2,619",-262,-247
Dividends Paid,-236,-272.1,-285.1,-290,-337,-378,-420,-463,-515,-564
Share Issuance / Repurchase,"-1,122.5","-1,068.4",-705.4,-193,-218,"-1,023",-556,-795,"-1,044",-511
Debt Issued / Paid,447.7,852.8,-0.1,"2,095",148,-147,649,"1,141",352,-500
Other Financing Activities,-153.7,-17.8,-52.3,-12,-5,-15,-24,-5,-1,-9
Financing Cash Flow,"-1,064.5",-505.5,"-1,042.9","1,600",-412,"-1,563",-351,-122,"-1,208","-1,584"
Exchange Rate Effect,-89.2,-62.7,-24.2,85,-30,-1,47,-50,-46,41
Net Cash Flow,-700,537.9,294.1,-980,613,147,765,-786,-42,361
Free Cash Flow,944,"1,109","1,144",664,"1,370","1,606","2,043","1,866","1,191","1,880"
Free Cash Flow Growth,6.73%,17.49%,3.15%,-41.96%,106.33%,17.23%,27.21%,-8.66%,-36.17%,57.85%
Free Cash Flow Margin,28.31%,31.83%,31.74%,15.79%,30.84%,33.26%,38.04%,30.01%,21.78%,31.78%
Free Cash Flow Per Share,4.48,5.54,5.94,3.48,7.15,8.48,10.89,10.01,6.48,10.26
