,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"19,986","19,837","18,024","28,208","26,832","44,823","54,507","72,609","51,043","71,472","67,849"
Market Cap Growth,18.41%,-0.74%,-9.14%,56.50%,-4.88%,67.05%,21.61%,33.21%,-29.70%,40.02%,-
Enterprise Value,"20,856","20,986","19,163","32,565","30,690","49,048","58,754","78,680","57,047","76,694","73,071"
PE Ratio,20.21,21.07,67.61,28.18,20.48,31.52,30.66,32.80,37.15,44.48,42.47
PS Ratio,5.99,5.69,5.00,6.71,6.04,9.28,10.15,11.68,9.34,12.08,11.47
PB Ratio,-106.42,-35.11,-14.71,-86.08,58.46,73.24,34.74,26.63,20.26,21.54,20.45
P/FCF Ratio,21.17,17.89,15.76,42.48,19.59,27.91,26.68,38.91,42.86,38.02,36.09
P/OCF Ratio,19.62,16.56,14.31,37.36,18.37,26.76,25.40,36.21,34.63,33.23,31.54
EV/Sales Ratio,6.25,6.02,5.32,7.75,6.91,10.16,10.94,12.65,10.43,12.96,12.35
EV/EBITDA Ratio,12.59,13.12,23.01,15.17,14.83,22.18,22.13,24.72,24.57,29.98,28.57
EV/EBIT Ratio,13.36,14.12,27.14,16.37,16.35,24.39,24.13,26.89,28.65,35.10,33.44
EV/FCF Ratio,22.09,18.92,16.75,49.04,22.40,30.54,28.76,42.16,47.90,40.79,38.87
Debt / Equity Ratio,-13.56,-5.98,-2.75,-16.91,12.37,10.06,4.43,2.92,3.12,2.23,2.23
Debt / EBITDA Ratio,1.54,2.11,4.04,2.58,2.74,2.78,2.62,2.50,3.39,2.90,2.90
Debt / FCF Ratio,2.70,3.05,2.94,8.34,4.14,3.83,3.40,4.27,6.60,3.94,3.94
Quick Ratio,2.06,2.49,1.28,1.13,1.48,1.75,1.86,1.45,1.48,1.54,1.54
Current Ratio,2.24,2.66,1.34,1.25,1.61,1.92,2.03,1.61,1.72,1.74,1.74
Asset Turnover,0.71,0.70,0.70,0.58,0.50,0.50,0.46,0.46,0.38,0.41,0.41
Interest Coverage,13.36,12.91,4.49,9.52,8.73,9.67,11.88,17.11,8.62,8.71,8.71
Return on Equity (ROE),442.60%,-216.40%,-35.90%,-173.80%,402.60%,364.50%,151.70%,94.50%,58.10%,51.20%,51.20%
Return on Assets (ROA),21.00%,19.00%,5.20%,13.90%,14.70%,14.60%,15.20%,16.40%,9.60%,11.00%,11.00%
Return on Capital (ROIC),41.77%,35.92%,14.79%,19.65%,24.00%,23.29%,22.37%,21.36%,14.16%,16.54%,16.54%
Earnings Yield,4.95%,4.75%,1.48%,3.55%,4.88%,3.17%,3.26%,3.05%,2.69%,2.25%,2.37%
FCF Yield,4.72%,5.59%,6.35%,2.35%,5.11%,3.58%,3.75%,2.57%,2.33%,2.63%,2.77%
Dividend Yield,1.20%,1.40%,1.60%,1.00%,1.30%,0.80%,0.80%,0.60%,1.30%,0.80%,0.92%
Payout Ratio,23.90%,28.90%,107.20%,29.00%,25.70%,26.60%,23.60%,20.90%,46.90%,35.10%,38.95%
Buyback Yield / Dilution,3.94%,5.26%,3.93%,0.61%,-0.10%,1.44%,1.20%,0.74%,1.70%,0.38%,0.38%
Total Shareholder Return,5.14%,6.66%,5.53%,1.61%,1.20%,2.24%,2.00%,1.34%,3.00%,1.18%,1.30%
