,2014-01-25,2014-04-30,2014-08-02,2014-11-01,2015-01-31,2015-04-30,2015-08-01,2015-10-31,2016-01-30,2016-04-30,2016-07-30,2016-10-29,2017-01-28,2017-04-30,2017-07-29,2017-10-28,2018-01-27,2018-04-30,2018-07-28,2018-10-27,2019-01-26,2019-04-30,2019-07-27,2019-10-26,2020-01-25,2020-04-30,2020-08-01,2020-10-31,2021-01-30,2021-04-30,2021-07-31,2021-10-30,2022-01-29,2022-04-30,2022-07-30,2022-10-29,2023-01-28,2023-04-30,2023-07-29,2023-10-28
Net Income,11.22,8.06,-3.61,-2.9,2.33,7.08,-6.98,4.42,6.16,5.36,-11.64,-4.17,-2.18,31.1,-5.86,7.72,-0.78,16.78,27.33,6.06,8.37,5.68,17.11,7.5,-1.01,17.47,10.08,2.09,0.21,10.95,-13.98,2.53,0.01,7.26,-8.4,-6.67,-0.68,-160.47,21.9,17.84
Depreciation & Amortization,2.3,2.36,2.19,2.11,2.07,2,1.4,1.36,1.78,-0.69,1.65,1.75,1.79,-0.13,1.41,1.38,1.49,1.71,1.75,1.84,1.95,2.14,2.08,4.66,3.82,3.9,3.97,4.12,4.16,12.17,15.33,18.05,19.09,15.17,15.59,20.46,17.93,54.07,9.14,10.74
Share-Based Compensation,1,2.29,0.54,0.86,0.98,1.27,1.14,1.14,1.19,0.65,1.01,0.82,0.92,0.63,1.33,1.21,1.17,1.25,1.29,1.23,3.08,1.39,1.57,1.42,1.77,1.48,1.6,1.91,1.25,2.18,1.92,0.42,1.62,1.43,2.22,2.19,2.71,3.66,3.2,5.04
Other Operating Activities,-1.37,17.83,16.6,-3.45,-0.51,11.85,-6.87,-18.53,8.07,0.93,7.73,-3.43,-8.67,-27.67,24.41,-7.47,2.11,21.36,-31.94,-12.08,-9.22,18.09,-17.64,-8.78,2.57,-12.82,11.2,23.63,14.76,-17.72,-18.58,-9.03,-40.55,-10.3,6.48,0.07,-43.09,105.34,-51.3,-42.15
Operating Cash Flow,13.15,30.53,15.73,-3.37,4.86,22.2,-11.3,-11.61,17.21,6.25,-1.24,-5.04,-8.15,3.93,21.28,2.84,4,41.09,-1.57,-2.96,4.18,27.3,3.11,4.81,7.15,10.03,26.84,31.75,20.37,7.57,-15.3,11.96,-19.83,13.56,15.89,16.05,-23.13,2.6,-17.06,-8.53
Operating Cash Flow Growth,4645.49%,26.28%,-,-,-63.04%,-27.30%,-,-,254.26%,-71.84%,-,-,-,-37.20%,-,-,-,946.96%,-,-,4.53%,-33.57%,-,-,71.06%,-63.26%,762.22%,560.67%,185.00%,-24.53%,-,-62.33%,-,79.10%,-,34.16%,-,-80.83%,-,-
Capital Expenditures,-1.45,0.36,-0.03,-1.04,-1.41,-2.8,-0.91,-1.9,-1.46,-1.86,-2.63,-1.88,-3.07,-1.44,-2.71,-2.75,-2.26,-1.85,-1.42,-2.71,-2.67,-2.09,-1.82,-4.95,-1.65,-2.72,-4.07,-1.99,-2.42,-2.79,-5.43,-7.72,-3.92,-5.23,-5.39,-2.19,-2.53,-4.75,-3.63,-6.47
Acquisitions,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.43,0,0,0,0,31.99,0,0,0,-18.64,0,0,0,0,0,0,-385.61,-46.15,0,0,0,0,-5.74,0,0,0,-24.16
Change in Investments,13.45,-2.23,4.39,-17.34,-3.81,-1.64,14.67,-1.09,-21.22,-2.18,1.73,-26.42,-4.68,2.3,17.92,-0.48,-6.78,-7.5,-0.49,-13.64,-3.29,5.86,-12.69,-6.14,-4.47,112.25,-29.41,3.52,28.16,15.83,15.23,9.05,1.69,-10.05,9.18,7.57,0,-2.89,0,-1.88
Other Investing Activities,0.75,-0.75,-,-,-,-0.15,-,-,-,-0.63,-,-,-,-0.84,-0.27,-0.31,-0.16,-0.48,-0.43,-0.02,-,0.45,-,-,-,-,-,-,-,-,-,0.22,0,-0,-,-,-,-0.25,-,-1.5
Investing Cash Flow,12.75,-2.62,4.36,-18.38,-5.22,-4.59,13.76,-2.99,-22.68,-4.67,-0.89,-28.3,-7.75,-0.41,14.95,-3.54,-9.2,-9.83,29.65,-16.37,-5.96,4.23,-33.15,-11.08,-6.13,109.53,-33.47,1.53,25.74,-372.57,-36.35,1.56,-2.22,-15.28,3.79,-0.37,-2.53,-7.89,-3.63,-34
Share Issuance / Repurchase,0.73,5.83,0.68,0,0.04,0.01,0.52,-3.73,0.48,0.1,0.26,0,0.4,3.21,1.64,0.52,0.53,0.01,0.07,0,0,0,0.09,0,0,0.01,0.09,0,0,1.44,0.12,0,2.66,0,0,12.46,8.51,85.96,0,88.44
Debt Issued / Paid,0,0,0,0,0,0,0,0,-0.34,-0.13,-0.1,-0.1,-0.1,-0.1,-0.09,-0.08,-0.06,-0.06,-0.06,-0.05,-0.04,-0.01,0,0,0,0,0,0,0,196.12,-2.5,-2.5,-2.5,-2.79,-2.5,-20,0,-32.5,-5.01,-50
Other Financing Activities,-,0.49,0.31,0.04,-0.04,-0.18,0.07,-0.1,-,0.04,-,-,-,-0.01,-0.21,-0.1,-0.08,-0.01,-0.82,-0.16,-0.06,-0.06,-0.67,-0.08,-0.27,-0.92,-1.76,-0.02,-1.67,-0.04,-7.18,-0.01,-0.01,-1.9,-0.83,-0.04,-0.01,-0.22,-1.31,-0.58
Financing Cash Flow,0.73,6.31,0.99,0.04,-0.01,-0.17,0.58,-3.82,0.14,0,0.16,-0.1,0.3,3.11,1.34,0.34,0.39,-0.05,-0.81,-0.21,-0.1,-0.07,-0.58,-0.08,-0.27,-0.91,-1.67,-0.02,-1.67,197.52,-9.56,-2.51,0.15,-4.69,-3.33,-7.58,8.51,53.24,-6.32,37.86
Exchange Rate Effect,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.11,-0.16,-0.34,-0.71,-0.39,0.13,0.95,-0.3,0.02,-0.29
Net Cash Flow,26.62,34.22,21.08,-21.71,-0.36,17.43,3.04,-18.42,-5.33,1.58,-1.97,-33.44,-15.6,6.63,37.57,-0.36,-4.81,31.21,27.27,-19.53,-1.89,23.34,-30.61,-6.35,0.75,118.65,-8.3,33.26,44.44,-167.48,-61.32,10.85,-22.24,-7.12,15.95,8.23,-16.2,47.65,-26.99,-4.96
Free Cash Flow,11.69,30.89,15.7,-4.41,3.45,19.39,-12.21,-13.5,15.76,4.39,-3.87,-6.92,-11.22,2.49,18.58,0.09,1.74,39.24,-3,-5.67,1.51,25.21,1.29,-0.14,5.49,7.32,22.77,29.77,17.95,4.78,-20.73,4.24,-23.75,8.33,10.49,13.85,-25.66,-2.15,-20.69,-15
Free Cash Flow Growth,-,63.68%,-,-,-70.47%,-37.22%,-,-,356.40%,-77.37%,-,-,-,-43.32%,-,-,-,1477.93%,-,-,-13.34%,-35.76%,-,-,264.50%,-70.98%,1662.69%,-,226.76%,-34.67%,-,-85.75%,-,74.37%,-,226.60%,-,-,-,-
Free Cash Flow Margin,16.89%,42.03%,30.27%,-8.38%,5.05%,22.43%,-25.95%,-20.86%,23.32%,8.07%,-10.69%,-13.80%,-21.10%,2.66%,54.06%,0.13%,3.18%,34.54%,-3.84%,-7.77%,2.00%,28.67%,1.49%,-0.17%,8.88%,5.41%,26.04%,32.12%,22.78%,3.51%,-20.52%,3.48%,-26.36%,6.28%,9.67%,12.41%,-19.09%,-1.16%,-13.58%,-8.30%
Free Cash Flow Per Share,0.52,1.37,0.69,-0.19,0.15,0.85,-0.53,-0.59,0.69,0.19,-0.17,-0.30,-0.49,0.11,0.80,0.00,0.07,1.67,-0.13,-0.24,0.06,1.06,0.05,-0.01,0.23,0.31,0.95,1.24,0.75,0.20,-0.84,0.17,-0.96,0.34,0.42,0.56,-1.03,-0.09,-0.79,-0.56
