,2014-01-25,2014-04-30,2014-08-02,2014-11-01,2015-01-31,2015-04-30,2015-08-01,2015-10-31,2016-01-30,2016-04-30,2016-07-30,2016-10-29,2017-01-28,2017-04-30,2017-07-29,2017-10-28,2018-01-27,2018-04-30,2018-07-28,2018-10-27,2019-01-26,2019-04-30,2019-07-27,2019-10-26,2020-01-25,2020-04-30,2020-08-01,2020-10-31,2021-01-30,2021-04-30,2021-07-31,2021-10-30,2022-01-29,2022-04-30,2022-07-30,2022-10-29,2023-01-28,2023-04-30,2023-07-29,2023-10-28,Current
Market Capitalization,664,769,725,716,597,597,608,543,595,675,662,554,607,670,896,"1,225","1,269","1,303","1,723","2,153","1,883","1,641","1,298","1,362","1,630","1,446","1,842","1,841","2,766","2,724","2,505","2,211","1,334","2,001","2,161","2,253","2,229","2,544","2,491","2,995","3,501"
Market Cap Growth,29.13%,77.32%,41.43%,19.50%,-10.09%,-22.38%,-16.04%,-24.14%,-0.26%,12.94%,8.82%,2.03%,2.00%,-0.66%,35.29%,121.08%,109.04%,94.42%,92.39%,75.73%,48.38%,25.94%,-24.68%,-36.73%,-13.46%,-11.88%,41.90%,35.15%,69.75%,88.36%,35.99%,20.12%,-51.76%,-26.53%,-13.72%,1.88%,67.03%,27.12%,15.26%,32.97%,-
Enterprise Value,496,572,500,508,393,368,391,337,375,447,438,347,413,470,671,997,"1,047","1,046","1,434","1,863","1,589","1,318","1,008","1,079","1,359","1,154","1,539","1,507","2,406","2,766","2,618","2,321","1,465","2,116","2,268","2,344","2,347","2,574","2,542","3,006","3,511"
PE Ratio,136.41,56.09,41.85,56.09,154.13,206.31,-1275.63,79.36,55.73,75.23,153.80,-129.27,-48.06,51.15,47.44,39.80,39.43,72.94,33.76,43.59,32.17,34.59,34.88,35.23,55.65,35.20,54.11,64.27,92.66,116.74,-3431.56,-7394.47,-2668.91,-477.82,1546.06,-288.97,-262.81,-14.44,-17.07,-24.67,-24.67
PS Ratio,2.86,3.06,2.79,2.90,2.42,2.30,2.39,2.04,2.24,2.89,2.97,2.66,3.13,2.88,3.87,4.96,5.11,4.85,5.52,6.74,5.54,5.22,4.02,4.08,5.09,3.94,5.01,4.88,7.02,6.90,6.13,5.05,2.97,4.49,4.77,5.09,4.58,4.71,4.26,4.58,5.36
PB Ratio,2.05,2.25,2.13,2.12,1.75,1.71,1.76,1.57,1.68,1.87,1.88,1.59,1.75,1.75,2.35,3.15,3.25,3.19,3.94,4.85,4.13,3.55,2.70,2.78,3.32,2.84,3.54,3.51,5.27,4.45,4.19,3.69,2.22,3.29,3.60,3.71,3.59,4.62,4.34,3.77,4.41
P/FCF Ratio,44.72,28.64,12.04,13.29,13.08,17.50,97.78,-189.41,63.08,-121.10,239.03,59.21,-34.47,-34.34,305.63,123.31,55.45,21.84,45.27,66.61,58.69,90.90,58.11,48.87,51.16,103.59,51.98,28.17,35.56,36.18,78.87,354.49,-37.63,-62.72,-3173.86,252.27,317.60,-733.52,-71.88,-47.16,-47.16
P/OCF Ratio,24.01,22.63,11.52,12.78,12.50,15.15,49.15,130.98,36.08,1224.23,62.39,32.25,-74.28,-63.83,74.49,61.56,39.61,18.83,37.18,53.07,46.22,60.89,41.04,34.57,38.47,57.61,37.73,24.29,31.09,31.47,56.44,89.89,-85.51,-208.06,100.19,87.79,99.69,223.14,-115.61,-64.94,-64.94
Debt / Equity Ratio,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-,-,-,-,-,0.02,0.02,0.02,0.02,0.03,0.03,0.02,0.36,0.38,0.37,0.36,0.36,0.35,0.32,0.32,0.30,0.27,0.14,0.14
Quick Ratio,6.08,6.37,7.74,5.68,5.72,5.99,7.13,8.25,8.21,6.53,7.62,6.35,6.12,5.88,7.08,7.30,6.72,5.33,8.90,9.37,9.09,9.08,9.08,8.83,6.37,6.75,9.40,8.39,8.21,3.27,2.96,2.53,2.59,2.63,2.58,2.17,2.07,2.69,2.73,2.90,2.90
Current Ratio,8.04,8.13,9.49,7.21,7.10,7.04,8.74,10.17,10.03,7.43,9.10,7.97,8.14,7.37,9.21,9.45,8.76,6.43,10.07,10.68,10.46,10.47,10.56,10.18,7.56,7.53,10.51,9.49,9.29,4.18,4.17,3.59,4.05,3.64,3.73,3.44,3.36,3.93,4.49,4.79,4.79
Interest Coverage,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9.42,-10.72,-4.07,-9.19,18.83,-2.61,-6.42,0.57,-62.02,12.56,10.73,-12.36
Return on Capital (ROIC),Upgrade,4.22%,2.72%,2.92%,0.67%,-0.75%,-0.20%,-0.95%,1.51%,2.56%,2.70%,0.92%,-1.61%,-3.81%,3.27%,5.24%,8.16%,7.96%,3.75%,8.34%,7.80%,9.62%,6.65%,7.03%,7.22%,5.58%,7.92%,6.62%,6.46%,6.54%,4.67%,1.93%,1.57%,-0.07%,-2.27%,-1.22%,-3.44%,-1.08%,-25.03%,-20.60%,-12.44%
Buyback Yield / Dilution,-2.12%,-1.21%,-2.54%,-0.80%,-0.99%,-5.75%,-0.63%,-1.18%,0.11%,3.41%,-0.04%,0.43%,0.00%,-4.09%,-1.65%,-3.40%,-1.87%,0.88%,-2.89%,-1.12%,-2.41%,-0.69%,-0.25%,0.15%,1.08%,-0.12%,-0.48%,-0.56%,-1.85%,-2.81%,-1.79%,-2.85%,-2.55%,0.13%,-0.75%,-0.06%,-0.53%,-2.79%,-5.54%,-8.26%,-8.26%
