,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Cash & Equivalents,"6,291","7,242","8,023","9,976","14,040","13,186","13,407","40,509","21,746","30,856"
Cash & Cash Equivalents,"6,291","7,242","8,023","9,976","14,040","13,186","13,407","40,509","21,746","30,856"
Cash Growth,-43.11%,15.12%,10.78%,24.34%,40.74%,-6.08%,1.68%,202.15%,-46.32%,41.89%
"Property, Plant & Equipment","3,839","3,685","3,584","3,675","4,033","4,191","4,378","4,287","4,210","4,351"
Goodwill and Intangibles,"13,978","13,978","14,480","14,519","14,533","14,544","14,653","14,653","14,782","14,777"
Total Assets,"296,933","308,167","334,048","357,033","365,693","372,538","390,365","421,602","432,381","455,249"
Total Liabilities,"255,301","263,114","286,764","309,519","316,963","320,870","332,354","361,398","371,352","402,667"
Total Debt,"40,654","48,457","59,115","60,460","60,281","58,905","55,697","40,539","43,086","48,715"
Debt Growth,-18.55%,19.19%,21.99%,2.28%,-0.30%,-2.28%,-5.45%,-27.22%,6.28%,13.06%
Common Stock,"22,212","21,510","20,855","18,697","18,956","17,056","16,515","16,622","9,649","5,314"
Retained Earnings,"20,292","23,973","27,045","29,766","30,700","35,875","40,340","40,088","51,006","57,184"
Comprehensive Income,-872,-430,-616,-949,-926,"-1,263","1,156","3,494",374,"-9,916"
Shareholders' Equity,"41,632","45,053","47,284","47,514","48,730","51,668","58,011","60,204","61,029","52,582"
Net Cash / Debt,"-34,363","-41,215","-51,092","-50,484","-46,241","-45,719","-42,290",-30,"-21,340","-17,859"
Book Value Per Share,72.21,81.03,88.87,98.52,100.53,109.08,124.56,131.62,143.39,137.76
