,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Net Income,"4,051","4,343","3,872","3,513","1,704","5,710","5,192","2,375","11,965","7,044"
Depreciation & Amortization,"2,065","2,002","2,100","2,428","2,440","2,396","3,339","3,501","3,481","3,210"
Share-Based Compensation,240,205,161,239,244,170,239,203,331,314
Other Operating Activities,"3,558","2,669","3,816","5,438","9,516","4,397","7,515","10,281","-3,892","2,925"
Operating Cash Flow,"9,984","9,304","10,127","11,856","14,182","12,978","16,639","16,699","12,310","13,809"
Operating Cash Flow Growth,4.83%,-6.81%,8.85%,17.07%,19.62%,-8.49%,28.21%,0.36%,-26.28%,12.18%
Capital Expenditures,-818,-502,-532,-779,"-1,018",-874,-887,-710,-698,-934
Acquisitions,-204,-24,"-9,314",-629,"-3,187",-600,"-8,393",-7,-669,"-1,176"
Change in Investments,"5,167","-11,819","-13,963","-16,893","-3,029","-7,403","-4,730","-5,898","-22,849","-19,412"
Other Investing Activities,-424,"-3,646","-5,917","-7,329","-8,307","-6,741","-8,988","-8,226","-7,285","-8,216"
Investing Cash Flow,"3,721","-15,991","-29,726","-25,630","-15,541","-15,618","-22,998","-14,841","-31,501","-29,738"
Dividends Paid,-608,-746,-974,"-1,026","-1,045","-1,038","-1,035",-740,"-1,422","-1,178"
Share Issuance / Repurchase,-838,"-1,799","-2,245","-3,388",48,"-2,071","-1,265",-90,"-7,297","-4,653"
Debt Issued / Paid,"-8,608","7,557","10,747","1,544","-2,778","-1,191","-4,186","-16,480","3,554","8,423"
Other Financing Activities,"-8,418","2,626","13,635","20,097","6,993","6,077","13,105","42,474","5,639","22,539"
Financing Cash Flow,"-18,472","7,638","21,163","17,227","3,218","1,777","6,619","25,164",474,"25,131"
Net Cash Flow,"-4,767",951,"1,564","3,453","1,859",-863,260,"27,022","-18,717","9,202"
Free Cash Flow,"9,166","8,802","9,595","11,077","13,164","12,104","15,752","15,989","11,612","12,875"
Free Cash Flow Growth,2.25%,-3.97%,9.01%,15.45%,18.84%,-8.05%,30.14%,1.50%,-27.38%,10.88%
Free Cash Flow Margin,48.42%,46.95%,50.83%,58.17%,66.87%,54.47%,70.46%,87.57%,35.86%,45.33%
Free Cash Flow Per Share,15.90,15.83,18.03,22.97,27.16,25.55,33.82,34.96,27.28,33.73
