,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"7,697","8,713","8,733","9,314","9,684","9,668","8,542","9,964","10,110","10,269","14,304","13,114","12,997","14,818","14,469","13,234","13,907","12,379","15,050","15,538","19,520","23,384","24,111","21,101","21,037","22,653","27,143","30,483","27,779","26,544","29,319","31,066","28,881","21,801","15,175","16,051","17,318","18,311","15,680","18,136","19,577"
Market Cap Growth,9.23%,41.58%,34.47%,26.02%,25.81%,10.96%,-2.19%,6.97%,4.40%,6.22%,67.45%,31.62%,28.56%,44.30%,1.15%,0.91%,7.00%,-16.46%,4.02%,17.41%,40.36%,88.90%,60.20%,35.80%,7.77%,-3.13%,12.57%,44.46%,32.05%,17.18%,8.02%,1.91%,3.97%,-17.87%,-48.24%,-48.33%,-40.04%,-16.01%,3.33%,12.99%,-
Enterprise Value,"11,292","12,095","11,859","12,292","12,952","12,701","11,460","14,871","15,704","15,229","21,756","20,049","20,512","21,933","21,469","19,757","20,898","19,177","21,125","21,546","26,035","29,928","30,612","27,120","28,234","29,691","34,082","36,917","35,025","33,714","36,390","38,240","37,448","30,872","23,985","24,451","26,424","27,108","23,936","26,010","27,451"
PE Ratio,20.58,14.23,14.81,30.64,116.95,15.07,47.99,45.04,-19.90,6.96,105.17,234.18,47.78,37.42,75.36,17.98,27.81,26.01,63.77,25.72,41.71,29.68,65.52,32.97,228.66,60.25,28.16,33.57,34.72,32.85,40.95,26.15,16.19,-30.62,9.68,72.96,24.46,26.46,19.31,29.44,27.90
PS Ratio,0.91,1.02,1.02,1.09,1.14,1.16,1.04,1.25,1.29,1.34,1.70,1.44,1.32,1.39,1.35,1.20,1.23,1.07,1.30,1.34,1.68,2.02,2.09,1.84,1.83,2.01,2.38,2.59,2.29,2.08,2.21,2.25,2.01,1.45,0.98,1.05,1.15,1.26,1.11,1.29,1.40
PB Ratio,6.00,6.17,6.17,7.51,8.40,7.20,6.87,7.90,9.38,2.66,3.74,3.74,3.49,3.91,3.98,3.25,3.36,3.10,4.02,4.36,5.35,6.56,6.96,6.99,7.79,8.00,9.19,9.13,7.82,7.17,7.79,8.43,7.41,6.29,4.36,4.55,4.67,4.69,3.91,3.23,3.49
P/FCF Ratio,11.38,10.97,12.16,14.98,18.73,18.21,18.49,20.81,39.31,39.83,-24.15,-31.83,-31.62,-97.49,18.99,14.35,12.32,13.92,15.20,20.72,24.93,31.69,42.30,22.21,67.43,77.32,71.24,95.56,69.45,64.90,89.12,913.72,-98.91,-36.70,-13.50,-11.73,-21.12,-46.01,37.78,-8.05,-8.05
P/OCF Ratio,7.49,7.87,8.42,9.20,10.17,9.53,8.90,9.90,12.37,12.36,-613.90,67.60,71.41,35.20,10.53,8.95,7.72,7.51,8.56,9.92,12.92,16.88,20.18,13.63,21.71,21.31,21.94,21.29,16.70,14.49,14.94,17.65,20.15,18.26,22.99,56.72,21.33,17.57,9.60,-12.75,-12.75
Debt / Equity Ratio,2.94,2.51,2.34,2.56,3.03,2.43,2.54,4.07,5.38,2.94,2.12,2.15,2.14,1.99,2.08,1.71,1.80,1.84,1.78,1.89,1.95,2.05,2.02,2.59,2.96,2.71,2.61,2.34,2.17,2.09,2.26,2.10,2.31,2.76,2.67,2.54,2.61,2.50,2.39,1.53,1.53
Quick Ratio,0.63,0.62,0.61,0.57,0.62,0.65,0.59,0.52,0.55,0.80,0.83,0.70,0.71,0.62,0.62,0.50,0.66,0.65,0.65,0.62,0.62,0.66,0.65,0.61,0.67,0.59,0.68,0.70,0.52,0.54,0.64,0.52,0.55,0.56,0.54,0.45,0.43,0.47,0.51,0.49,0.49
Current Ratio,1.32,1.23,1.18,1.15,1.21,1.14,1.05,1.02,1.04,0.97,1.39,1.23,1.29,1.12,1.04,0.92,1.07,1.23,1.01,0.96,1.09,1.10,1.01,0.88,1.06,0.97,1.07,1.05,0.85,0.85,0.97,0.88,0.97,1.00,0.94,0.78,0.76,0.78,0.81,0.79,0.79
Asset Turnover,Upgrade,0.26,0.29,0.29,0.27,0.25,0.28,0.27,0.18,0.17,0.08,0.17,0.15,0.15,0.17,0.17,0.16,0.16,0.18,0.18,0.17,0.16,0.18,0.18,0.16,0.17,0.17,0.18,0.17,0.17,0.18,0.18,0.19,0.18,0.20,0.20,0.18,0.17,0.18,0.18,0.18
Interest Coverage,5.41,6.51,5.92,5.13,4.62,6.72,6.08,5.13,4.13,6.12,2.44,2.83,3.04,3.08,3.80,4.45,3.51,4.05,3.95,3.44,3.05,3.79,4.19,3.79,3.80,4.33,5.62,4.68,4.58,5.47,5.57,5.45,4.77,5.26,4.56,2.29,3.07,2.74,3.02,0,0
Return on Equity (ROE),Upgrade,33.41%,34.46%,36.65%,37.92%,34.44%,30.12%,24.26%,22.27%,12.36%,8.84%,8.67%,8.28%,13.03%,5.68%,6.29%,9.80%,11.02%,11.91%,13.00%,12.75%,12.22%,14.70%,16.08%,18.75%,17.48%,13.04%,17.54%,17.53%,21.44%,23.51%,21.46%,23.83%,28.84%,21.47%,27.51%,20.27%,12.03%,20.41%,15.17%,12.59%
Return on Assets (ROA),Upgrade,5.53%,6.25%,6.81%,6.21%,5.19%,5.15%,3.90%,2.87%,1.32%,1.37%,1.94%,1.77%,2.91%,1.28%,1.35%,2.32%,2.57%,2.71%,2.96%,2.74%,2.64%,3.06%,3.43%,3.26%,2.85%,2.22%,3.05%,3.21%,4.24%,4.54%,4.01%,4.45%,5.37%,3.56%,4.77%,3.59%,2.22%,3.95%,3.05%,3.66%
