,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"58,769","63,616","57,767","61,023","59,530","66,919","67,401","71,258","62,943","70,634","68,288","68,464","65,766","65,531","61,301","63,960","62,066","60,478","63,003","58,197","72,093","77,639","79,780","79,306","71,762","72,986","82,058","83,622","82,651","87,710","81,325","92,501","87,159","85,928","75,148","91,018","95,050","99,334","94,413","98,570","96,920"
Market Cap Growth,7.95%,24.96%,3.25%,-1.43%,1.29%,5.19%,16.68%,16.77%,5.73%,5.55%,1.32%,-3.92%,4.49%,-7.22%,-10.23%,-6.58%,-5.63%,-7.71%,2.78%,-9.01%,16.15%,28.38%,26.63%,36.27%,-0.46%,-5.99%,2.86%,5.44%,15.17%,20.17%,-0.89%,10.62%,5.45%,-2.03%,-7.60%,-1.60%,9.05%,15.60%,25.64%,8.30%,-
Enterprise Value,"75,296","80,025","73,942","76,048","76,400","84,298","81,721","84,786","79,004","86,159","83,708","83,922","82,833","82,915","79,090","80,851","79,724","78,943","81,694","75,469","90,441","96,057","98,192","96,844","90,060","91,567","99,897","100,519","100,600","105,276","98,387","108,926","105,425","103,705","95,158","112,542","115,843","119,570","113,255","116,705","115,055"
PE Ratio,16.59,17.86,16.74,27.94,25.39,31.43,7.93,9.81,8.40,9.35,81.59,41.87,38.44,37.55,28.15,22.62,19.27,19.89,19.37,17.55,22.64,21.16,20.45,20.18,19.41,21.22,26.20,23.52,21.87,20.33,18.26,21.51,20.78,22.24,23.96,33.50,24.11,23.99,20.56,19.88,19.88
PS Ratio,1.67,1.82,1.66,1.78,1.78,2.05,2.17,2.40,2.22,2.62,2.58,2.64,2.54,2.56,2.38,2.47,2.37,2.29,2.41,2.24,2.80,3.03,3.10,3.07,2.76,2.82,3.13,3.15,3.05,3.15,2.87,3.22,2.98,2.88,2.47,2.89,2.89,2.91,2.67,2.74,2.69
PB Ratio,1.86,1.97,1.87,2.20,2.42,2.72,2.26,2.54,2.27,2.56,2.48,2.72,2.56,2.55,2.36,2.46,2.35,2.40,2.48,2.27,2.79,2.98,2.98,2.91,2.80,2.81,3.05,3.03,3.05,3.18,2.94,3.27,3.10,3.12,2.82,3.39,3.37,3.47,3.31,3.48,3.42
P/FCF Ratio,12.62,13.39,12.01,31.67,28.37,32.84,31.42,31.34,28.26,30.38,29.07,39.08,39.19,37.95,39.22,37.89,23.29,23.72,22.94,17.90,21.73,24.55,24.65,25.40,23.98,19.97,22.72,26.97,22.06,25.84,23.26,27.29,23.95,24.10,23.45,29.87,31.86,33.75,26.81,27.22,26.77
P/OCF Ratio,9.45,10.00,9.08,17.13,15.43,17.77,17.62,19.11,17.70,20.22,19.77,24.12,24.05,23.72,24.55,24.67,17.45,17.22,17.12,14.74,18.00,20.37,20.22,20.00,18.96,16.30,18.66,21.10,17.99,20.89,18.61,22.34,20.00,19.91,19.09,23.29,24.37,25.38,20.79,20.91,20.56
Debt / Equity Ratio,0.60,0.57,0.58,0.60,0.76,0.78,0.55,0.55,0.63,0.63,0.62,0.68,0.72,0.73,0.72,0.68,0.71,0.78,0.79,0.72,0.77,0.75,0.74,0.69,0.79,0.78,0.76,0.74,0.74,0.71,0.74,0.71,0.72,0.72,0.83,0.87,0.80,0.76,0.72,0.70,0.70
Quick Ratio,0.54,0.51,0.48,0.46,0.41,0.37,0.58,0.52,0.43,0.44,0.40,0.36,0.34,0.30,0.30,0.27,0.30,0.30,0.32,0.25,0.29,0.23,0.28,0.28,0.31,0.29,0.46,0.43,0.37,0.34,0.47,0.48,0.40,0.38,0.40,0.35,0.34,0.29,0.31,0.33,0.33
