,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Revenue,"8,641","8,436","8,337","8,830","7,762","7,661","6,849","7,364","6,455","6,302","6,396","6,770","6,414","5,986","6,530","6,966","6,765","6,112","6,288","6,773","6,538","6,062","6,355","6,913","6,707","5,911","6,665","7,298","7,238","6,642","7,182","7,658","7,764","7,274","7,763","8,695","9,166","8,507","9,029","9,314"
Revenue Growth (YoY),-1.18%,-1.85%,-1.59%,-6.94%,-10.17%,-9.19%,-17.85%,-16.60%,-16.84%,-17.74%,-6.61%,-8.07%,-0.64%,-5.01%,2.10%,2.90%,5.47%,2.10%,-3.71%,-2.77%,-3.36%,-0.82%,1.07%,2.07%,2.58%,-2.49%,4.88%,5.57%,7.92%,12.37%,7.76%,4.93%,7.27%,9.52%,8.09%,13.54%,18.06%,16.95%,16.31%,7.12%
Cost of Revenue,"5,437","5,331","5,195","5,684","4,821","4,595","4,179","4,529","3,920","3,786","3,908","4,205","3,896","3,672","3,981","4,313","3,916","3,572","3,874","4,224","3,945","3,593","3,839","4,154","4,256","3,580","3,873","4,426","4,272","4,011","4,358","4,825","4,781","4,633","5,150","5,620","5,720","5,153","5,535","5,844"
Gross Profit,"3,204","3,105","3,142","3,146","2,941","3,066","2,670","2,835","2,535","2,516","2,488","2,565","2,518","2,314","2,549","2,653","2,849","2,540","2,414","2,549","2,593","2,469","2,516","2,759","2,451","2,331","2,792","2,872","2,966","2,631","2,824","2,833","2,983","2,641","2,613","3,075","3,446","3,354","3,494","3,470"
"Selling, General & Admin","2,265","2,038","2,053","2,101","1,924","1,961","1,790","1,902","1,615","1,668","1,552","1,711","1,483","1,455","1,338","1,662","1,527","1,904","1,508","1,536","1,493","1,427","1,466","1,750","1,537","1,453","1,484","1,624","1,564","1,593","1,436","1,670","1,693","1,676","1,884","2,131","1,855","1,869","2,019","2,259"
Other Operating Expenses,96,110,236,456,206,277,200,"1,177",198,210,234,371,210,220,227,163,98,155,169,143,64,58,177,59,58,165,173,99,119,166,94,-41,196,38,50,110,86,60,96,18
Operating Expenses,"2,361","2,148","2,289","2,557","2,130","2,238","1,990","3,079","1,813","1,878","1,786","2,082","1,693","1,675","1,565","1,825","1,625","2,059","1,677","1,679","1,557","1,485","1,643","1,809","1,595","1,618","1,657","1,723","1,683","1,759","1,530","1,629","1,889","1,714","1,934","2,241","1,941","1,929","2,115","2,277"
Operating Income,843,957,853,589,811,828,680,-244,722,638,702,483,825,639,984,828,"1,224",481,737,870,"1,036",984,873,950,856,713,"1,135","1,149","1,283",872,"1,294","1,204","1,094",927,679,834,"1,505","1,425","1,379","1,193"
Interest Expense / Income,720,224,-227,-29,386,314,114,199,244,151,145,575,119,124,19,120,80,248,86,106,80,101,205,70,190,85,89,244,218,58,82,89,168,98,71,86,95,97,66,52
Other Expense / Income,-13,20,3,7,-12,8,"-7,048",254,-125,-95,-31,-68,-78,-67,-288,-143,-239,-100,-853,-106,-147,-136,-125,-83,-218,-257,-464,-595,-108,-662,-388,-126,-139,-119,-108,-105,"-1,329",116,-25,-66
Pretax Income,136,713,"1,077",611,437,506,"7,614",-697,603,582,588,-24,784,582,"1,253",851,"1,383",333,"1,504",870,"1,103","1,019",793,963,884,885,"1,510","1,500","1,173","1,476","1,600","1,241","1,065",948,716,853,"2,739","1,212","1,338","1,207"
Income Tax,-27,91,178,111,113,100,348,32,49,118,40,-93,154,84,272,156,337,15,310,111,189,216,-633,230,148,341,391,344,212,398,342,238,210,201,184,270,658,268,354,257
Net Income,163,622,899,500,324,406,"7,266",-729,554,464,548,69,630,498,981,695,"1,046",318,"1,194",759,914,803,"1,426",733,736,544,"1,119","1,156",961,"1,078","1,258","1,003",855,747,532,583,"2,081",944,984,950
Net Income Growth,-69.59%,3.49%,-11.17%,-71.69%,98.77%,-34.73%,708.23%,-,70.99%,14.29%,-92.46%,-,13.72%,7.33%,79.01%,907.25%,66.03%,-36.14%,21.71%,9.21%,-12.62%,152.52%,19.43%,-3.43%,-19.47%,-32.25%,-21.53%,57.71%,30.57%,98.16%,12.42%,-13.24%,-11.03%,-30.71%,-57.71%,-41.87%,143.39%,26.37%,84.96%,62.95%
