,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Net Income,163,622,899,500,324,406,"7,266",-729,554,464,548,69,630,498,981,695,"1,046",318,"1,194",759,914,803,"1,426",733,736,544,"1,119","1,156",961,"1,078","1,258","1,003",855,747,532,583,"2,081",944,984,950
Depreciation & Amortization,262,271,264,262,232,225,206,231,207,201,207,208,200,195,209,212,207,200,206,198,258,259,260,270,256,272,285,303,284,280,273,276,275,273,271,288,303,290,309,313
Share-Based Compensation,35,33,36,37,36,30,32,38,30,42,30,38,39,38,27,33,28,39,25,36,32,39,30,34,28,35,34,29,25,38,25,33,24,32,32,32,38,37,34,37
Other Operating Activities,"-1,037",19,-418,"1,614",-874,192,"-6,663","2,776","-1,245",84,16,"1,385","-1,426",88,-682,856,-874,218,-722,"1,070",-739,-520,-880,"1,046",-736,423,-681,161,-355,-519,-628,109,-23,-216,-286,489,"-1,299",-421,-150,264
Operating Cash Flow,-577,945,781,"2,413",-282,853,841,"2,316",-454,791,801,"1,700",-557,819,535,"1,796",407,775,703,"2,063",465,581,836,"2,083",284,"1,274",757,"1,649",915,877,928,"1,421","1,131",836,549,"1,392","1,123",850,"1,177","1,564"
Operating Cash Flow Growth,-,17.68%,0.13%,-53.70%,-,-9.74%,7.68%,-4.02%,-,-7.27%,-4.76%,-26.60%,-,3.54%,-33.21%,5.65%,-,-5.37%,31.40%,14.87%,14.25%,-25.03%,18.92%,0.97%,-38.92%,119.28%,-9.45%,-20.84%,222.18%,-31.16%,22.59%,-13.83%,23.61%,-4.68%,-40.84%,-2.04%,-0.71%,1.67%,114.39%,12.36%
Capital Expenditures,-317,-381,-402,-535,-441,-349,-355,-309,-316,-189,-291,-290,-287,-168,-189,-261,-274,-239,-161,-23,-265,-200,-221,-157,-214,-231,-185,-233,-200,-185,-254,-112,-167,-218,-236,-240,-223,-272,-285,-313
Acquisitions,0,0,0,-7,858,515,"3,232",-502,0,0,275,-218,0,169,347,88,0,-528,0,1,0,163,-281,1,185,-747,777,"1,138",-490,655,500,41,"-1,352",545,"-2,567","-1,311","1,035",944,767,"1,372"
Change in Investments,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,80,-61,78,115,392,73,-176,-58,54,-33
Other Investing Activities,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42,-7,34,-69,-26,-4,88,-58,-,-,-,-,-,-,-,-,-,-,-,-
Investing Cash Flow,-317,-381,-402,-542,417,166,"2,877",-811,-316,-189,-16,-508,-287,1,158,-173,-274,-767,-161,-22,-223,-44,-468,-225,-55,-982,680,857,-690,470,326,-132,"-1,441",442,"-2,411","-1,478",636,614,536,"1,026"
Dividends Paid,-238,-238,-237,-251,-249,-246,-241,-272,-269,-268,-264,-293,-292,-289,-288,-329,-330,-327,-323,-379,-380,-376,-375,-411,-409,-410,-408,-451,-453,-443,-441,-489,-491,-486,-480,-528,-529,-526,-526,-579
Share Issuance / Repurchase,-468,-252,-300,-680,"-1,500",-632,-871,-619,"-1,187",-125,-415,-874,-461,-608,-717,-388,-527,-650,-473,-370,-646,-294,-203,-337,-720,0,0,-670,"-1,046",-452,-326,-286,-751,-755,-332,-179,-399,-197,-63,-888
Debt Issued / Paid,"1,296",-385,-253,-876,"1,907",348,"-2,893",-741,"1,707",116,-207,88,"1,071",49,-278,"-1,038",994,"1,105",370,"-1,630","1,070",-284,474,"-1,338","1,467",-232,113,-626,-333,-628,"1,191",-362,-98,-21,"2,974",517,-880,"-1,106",-982,"-1,056"
Other Financing Activities,40,72,51,31,27,48,32,19,-44,98,28,47,60,94,11,42,92,32,30,57,157,114,57,-15,117,6,-19,27,51,76,-167,39,60,26,57,31,51,47,36,39
Financing Cash Flow,630,-803,-739,"-1,776",185,-482,"-3,973","-1,613",207,-179,-858,"-1,032",378,-754,"-1,272","-1,713",229,160,-396,"-2,322",201,-840,-47,"-2,101",455,-636,-314,"-1,720","-1,781","-1,447",257,"-1,098","-1,280","-1,236","2,219",-159,"-1,757","-1,782","-1,535","-2,484"
Exchange Rate Effect,-27,-12,-101,-83,-116,28,-106,-61,31,-6,4,-105,32,24,26,7,7,-52,-19,8,-1,9,-32,34,-60,23,36,74,-35,10,-72,-46,-10,-60,-97,-2,-11,-68,-54,101
Net Cash Flow,-291,-251,-461,12,204,565,-361,-169,-532,417,-69,55,-434,90,-553,-83,369,116,127,-273,442,-294,289,-209,624,-321,"1,159",860,"-1,591",-90,"1,439",145,"-1,600",-18,260,-247,-9,-386,124,207
Free Cash Flow,-894,564,379,"1,878",-723,504,486,"2,007",-770,602,510,"1,410",-844,651,346,"1,535",133,536,542,"2,040",200,381,615,"1,926",70,"1,043",572,"1,416",715,692,674,"1,309",964,618,313,"1,152",900,578,892,"1,251"
Free Cash Flow Growth,-,20.00%,18.44%,-60.55%,-,-10.64%,28.23%,6.87%,-,19.44%,4.94%,-29.75%,-,8.14%,-32.16%,8.87%,-,-17.67%,56.65%,32.90%,50.38%,-28.92%,13.47%,-5.59%,-65.00%,173.75%,-6.99%,-26.48%,921.43%,-33.65%,17.83%,-7.56%,34.83%,-10.69%,-53.56%,-11.99%,-6.64%,-6.47%,184.98%,8.59%
Free Cash Flow Margin,-10.35%,6.69%,4.55%,21.27%,-9.31%,6.58%,7.10%,27.25%,-11.93%,9.55%,7.97%,20.83%,-13.16%,10.88%,5.30%,22.04%,1.97%,8.77%,8.62%,30.12%,3.06%,6.29%,9.68%,27.86%,1.04%,17.65%,8.58%,19.40%,9.88%,10.42%,9.38%,17.09%,12.42%,8.50%,4.03%,13.25%,9.82%,6.79%,9.88%,13.43%
Free Cash Flow Per Share,-0.53,0.33,0.23,1.12,-0.44,0.31,0.30,1.26,-0.49,0.39,0.33,0.91,-0.55,0.43,0.23,1.03,0.09,0.36,0.37,1.40,0.14,0.27,0.43,1.34,0.05,0.73,0.40,0.99,0.51,0.49,0.48,0.94,0.69,0.45,0.23,0.84,0.66,0.42,0.66,0.92
