,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,Current
Market Capitalization,"16,135","16,027","16,334","17,042","17,026","17,036","16,147","13,389","14,191","12,813","10,657","12,818","12,395","12,370","14,317","14,257","14,875","13,033","10,910","9,400","6,886","7,667","8,202","7,958","8,161","4,117","4,938","5,239","8,006","11,578","12,335","11,124","10,617","10,625","7,340","6,233","8,182","7,458","7,702","6,514","6,941"
Market Cap Growth,39.28%,25.51%,15.52%,20.64%,5.52%,6.30%,-1.14%,-21.43%,-16.65%,-24.79%,-34.00%,-4.26%,-12.66%,-3.46%,34.35%,11.23%,20.01%,5.36%,-23.80%,-34.07%,-53.71%,-41.17%,-24.82%,-15.34%,18.52%,-46.31%,-39.80%,-34.17%,-1.90%,181.23%,149.80%,112.33%,32.61%,-8.23%,-40.50%,-43.97%,-22.94%,-29.81%,4.94%,4.51%,-
Enterprise Value,"19,991","20,619","20,736","21,750","21,835","22,503","21,396","18,570","19,486","16,325","14,555","16,855","16,830","16,803","18,347","18,454","19,233","17,490","17,046","15,121","12,715","14,127","14,036","14,205","14,775","11,649","12,321","12,617","15,093","18,774","19,432","18,124","17,891","18,181","14,609","13,042","14,825","14,505","14,788","13,429","13,857"
PE Ratio,17.16,17.69,16.70,16.95,17.23,16.07,15.49,12.92,14.66,14.74,12.72,15.45,14.51,13.67,15.57,15.08,13.20,11.15,9.29,7.99,7.80,9.51,13.63,18.31,18.50,14.41,21.76,20.41,27.80,24.41,15.38,11.83,9.18,9.78,8.75,9.08,18.30,18.91,18.99,18.11,11.79
PS Ratio,3.47,3.34,3.30,3.34,3.31,3.30,3.11,2.60,2.77,2.57,2.20,2.68,2.62,2.59,2.96,2.86,2.88,2.45,2.01,1.73,1.30,1.48,1.56,1.41,1.33,0.63,0.76,0.84,1.30,1.87,1.90,1.65,1.54,1.55,1.10,0.98,1.35,1.28,1.34,1.13,1.21
PB Ratio,1.92,1.94,1.91,2.02,2.05,2.11,1.94,1.65,1.80,1.62,1.39,1.66,1.65,1.61,1.80,1.72,1.71,1.47,1.24,1.05,0.80,0.88,0.59,0.59,0.59,0.31,0.36,0.38,0.56,0.80,0.83,0.74,0.69,0.69,0.49,0.42,0.54,0.49,0.50,0.43,0.46
P/FCF Ratio,23.32,16.80,16.71,15.50,15.95,13.87,16.56,22.17,14.14,12.50,14.32,12.61,24.48,18.63,21.01,19.91,14.22,14.91,10.16,9.90,9.48,11.66,12.17,10.96,8.22,3.97,5.44,5.30,7.18,9.94,9.24,7.25,10.95,17.21,32.43,77.33,16.03,9.65,7.96,7.64,8.14
P/OCF Ratio,20.68,15.33,15.20,14.11,14.18,12.50,14.57,18.13,12.58,11.12,12.06,11.10,18.95,15.22,17.38,16.87,12.85,13.31,9.31,8.98,8.31,10.08,10.52,9.52,7.31,3.55,4.79,4.72,6.51,9.04,8.51,6.74,9.85,14.56,21.27,26.41,11.63,7.61,6.48,6.20,6.61
Debt / Equity Ratio,0.69,0.77,0.69,0.75,0.81,0.88,0.84,0.91,0.95,0.65,0.73,0.77,0.87,0.83,0.75,0.77,0.79,0.74,0.90,0.85,0.89,0.89,0.52,0.57,0.60,0.65,0.64,0.62,0.61,0.60,0.59,0.62,0.61,0.60,0.56,0.54,0.53,0.54,0.55,0.56,0.56
Interest Coverage,9.67,6.65,8.87,7.31,-,20.30,19.71,18.14,13.56,10.74,14.99,14.85,14.59,12.99,15.08,17.55,17.31,14.89,11.76,12.17,6.73,8.37,2.65,7.89,8.52,4.83,3.41,9.39,12.48,16.73,22.24,21.34,25.03,13.09,8.13,15.20,16.76,12.94,11.74,12.14,13.38
Return on Capital (ROIC),Upgrade,5.81%,5.44%,5.94%,6.08%,6.08%,6.55%,6.47%,6.50%,6.25%,6.97%,6.59%,6.18%,6.01%,6.00%,6.09%,5.95%,6.61%,7.06%,6.66%,6.83%,5.73%,5.01%,2.73%,2.37%,2.56%,2.73%,2.92%,2.83%,2.54%,2.78%,3.89%,4.38%,5.19%,5.36%,5.14%,4.87%,3.84%,3.26%,2.86%,2.52%
Dividend Yield,2.30%,2.40%,2.50%,2.40%,2.50%,2.50%,2.70%,4.20%,4.00%,4.40%,5.30%,3.50%,3.70%,3.70%,3.20%,3.30%,3.10%,3.60%,4.40%,5.20%,7.10%,6.20%,5.90%,7.20%,6.80%,13.70%,10.10%,8.20%,4.40%,2.50%,2.40%,2.70%,2.90%,2.90%,4.30%,5.20%,4.10%,4.60%,4.50%,5.30%,5.18%
Payout Ratio,35.20%,52.30%,39.70%,42.40%,40.30%,41.70%,45.00%,93.10%,56.20%,71.10%,51.90%,48.30%,50.90%,53.80%,50.00%,44.60%,29.00%,46.80%,50.80%,46.20%,107.10%,68.20%,344.40%,86.10%,77.50%,172.20%,172.20%,36.90%,33.70%,26.70%,21.20%,23.90%,18.50%,39.50%,69.60%,48.20%,44.80%,58.80%,69.00%,69.00%,61.07%
Buyback Yield / Dilution,0.17%,1.76%,2.69%,2.52%,2.81%,0.91%,0.46%,0.68%,1.62%,2.98%,3.12%,4.39%,3.62%,3.02%,2.49%,0.74%,-0.36%,-0.82%,-0.96%,-0.97%,0.12%,2.47%,2.41%,-14.35%,-11.66%,-14.19%,-14.48%,2.26%,-1.15%,-1.25%,-0.56%,-0.48%,-0.41%,-0.37%,1.39%,1.40%,1.39%,1.30%,-0.69%,1.39%,1.39%
Total Shareholder Return,2.47%,4.16%,5.19%,4.92%,5.31%,3.41%,3.16%,4.88%,5.62%,7.38%,8.42%,7.89%,7.32%,6.72%,5.69%,4.04%,2.74%,2.78%,3.44%,4.23%,7.22%,8.67%,8.31%,-7.15%,-4.86%,-0.49%,-4.38%,10.46%,3.25%,1.25%,1.84%,2.22%,2.49%,2.53%,5.69%,6.60%,5.49%,5.90%,3.81%,6.69%,6.57%
