,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Revenue,"1,225","1,270","1,290","1,311","1,277","1,292","1,318","1,274","1,240","1,149","1,189","1,202","1,195","1,193","1,254","1,338","1,376","1,356","1,361","1,342","1,256","1,215","1,439","1,721","1,743","1,599","1,419","1,498","1,630","1,660","1,721","1,750","1,763","1,629","1,530","1,446","1,443","1,418","1,443","1,442"
Revenue Growth (YoY),17.04%,14.14%,13.60%,11.88%,4.21%,1.74%,2.19%,-2.86%,-2.90%,-11.06%,-9.76%,-5.65%,-3.63%,3.82%,5.46%,11.33%,15.14%,13.68%,8.47%,0.31%,-8.70%,-10.41%,5.79%,28.23%,38.77%,31.64%,-1.42%,-12.96%,-6.47%,3.80%,21.31%,16.85%,8.18%,-1.83%,-11.10%,-17.39%,-18.15%,-12.96%,-5.72%,-0.26%
Gross Profit,"1,225","1,270","1,290","1,311","1,277","1,292","1,318","1,274","1,240","1,149","1,189","1,202","1,195","1,193","1,254","1,338","1,376","1,356","1,361","1,342","1,256","1,215","1,439","1,721","1,743","1,599","1,419","1,498","1,630","1,660","1,721","1,750","1,763","1,629","1,530","1,446","1,443","1,418","1,443","1,442"
"Selling, General & Admin",931.8,"1,025",935.1,981.4,928.5,953.5,954.1,920.8,936.1,874.3,887.9,895.3,900.5,934.7,936.1,977.4,"1,002","1,016","1,006",986.6,963.7,968.3,"1,116","1,260","1,292","1,206","1,230","1,158","1,237","1,254","1,282","1,283","1,291","1,201","1,171","1,082","1,193","1,153","1,226","1,203"
Other Operating Expenses,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.7,18.5,23.5,33.1,61.8,46.1,304.9,185.5,136.5,75.5,71.7,71,175.1,61.7,-31.1,3.6,-37.2,50.3,15,13.9,5.8,55.7,13.1,11.3
Operating Expenses,931.8,"1,025",935.1,981.4,928.5,953.5,954.1,920.8,936.1,874.3,887.9,895.3,900.5,934.7,936.1,977.4,"1,033","1,035","1,029","1,020","1,026","1,014","1,421","1,446","1,428","1,282","1,302","1,229","1,412","1,315","1,251","1,286","1,254","1,252","1,186","1,096","1,198","1,209","1,239","1,214"
Operating Income,293.3,244.3,354.8,329.6,348.2,338.1,364,352.7,303.6,274.4,301.5,306.3,294.2,257.9,318.3,360.3,342.6,321.1,331.3,322.1,230.4,200.2,18.3,275.1,314.6,317,117.1,268.5,217.8,344.3,470.9,463.8,509.2,377.7,344.7,350.2,245.1,209.5,203.8,227.7
Interest Expense / Income,41.7,49,48.5,55.6,-80,18.7,19.6,20.4,23,23.9,22.1,23.9,23.5,24,23.6,23.6,23.6,23.2,29.5,29.6,29.2,33.1,33,35,34.6,36.3,34.8,33.8,24.4,23.8,24.6,23.1,23.2,23.2,25.8,18.6,17.6,18,18.4,17.3
Other Expense / Income,-110,-81.5,-75.2,-76.9,58.7,-41.5,-22.3,-17.4,-8.2,17.6,-29.8,-48.6,-48.7,-53.8,-37.5,-53.9,-66,-24.4,-15.6,-38.2,33.8,-76.8,-69.3,-1,19.8,141.8,-1.6,-48.9,-86.6,-53.8,-76.2,-29.1,-71.5,74,134.9,67.4,-49.9,-23.4,-12.3,17.7
Pretax Income,361.6,276.8,381.5,350.9,369.5,360.9,366.7,349.7,288.8,232.9,309.2,331,319.4,287.7,332.2,390.6,385,322.3,317.4,330.7,167.4,243.9,54.6,241.1,260.2,138.9,83.9,283.6,280,374.3,522.5,469.8,557.5,280.5,184,264.2,277.4,214.9,197.7,192.7
