,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"59,612","62,411","59,566","63,060","62,897","59,168","57,122","59,753","63,072","65,369","66,095","58,166","64,616","65,478","64,169","66,253","62,743","56,535","58,095","51,623","59,059","61,530","63,072","58,999","56,740","62,749","66,148","73,297","66,892","68,820","63,753","71,929","63,734","67,153","58,597","65,807","62,403","63,910","58,786","65,631","68,735"
Market Cap Growth,7.99%,16.79%,8.28%,4.52%,5.51%,-5.20%,-4.10%,-5.24%,0.28%,10.48%,15.71%,-2.66%,2.45%,0.17%,-2.91%,13.90%,-2.90%,-13.66%,-9.47%,-22.08%,-5.87%,8.83%,8.57%,14.29%,-3.93%,1.98%,4.88%,24.23%,17.89%,9.67%,-3.62%,-1.87%,-4.72%,-2.42%,-8.09%,-8.51%,-2.09%,-4.83%,0.32%,-0.27%,-
Enterprise Value,"64,476","67,311","64,266","68,119","68,166","64,792","62,467","65,331","68,638","70,856","71,320","63,384","69,742","70,756","69,316","71,295","68,601","62,567","63,858","57,263","64,877","67,312","70,275","65,963","63,732","69,144","72,395","80,010","73,730","75,849","70,491","78,342","70,464","74,281","65,907","73,798","70,443","72,080","66,559","73,214","76,318"
PE Ratio,27.48,27.99,28.15,28.93,26.95,25.88,23.13,43.17,45.87,46.66,48.00,23.83,26.08,27.26,27.82,32.73,30.05,25.69,27.44,21.51,25.39,27.05,27.07,24.93,22.50,24.41,24.58,27.20,25.14,25.22,23.92,33.21,31.18,34.54,30.39,36.87,39.05,42.69,37.04,28.54,30.14
PS Ratio,3.42,3.58,3.42,3.65,3.70,3.54,3.49,3.73,4.01,4.22,4.30,3.83,4.25,4.32,4.20,4.29,4.00,3.59,3.72,3.32,3.83,3.99,4.07,3.76,3.57,3.94,4.09,4.45,4.00,4.03,3.68,4.13,3.65,3.79,3.30,3.66,3.40,3.42,3.07,3.37,3.53
PB Ratio,36.57,35.08,41.95,55.07,136.73,130.33,224.01,-199.84,-170.46,-232.63,-496.96,-239.37,-206.44,-270.57,-594.16,-1104.22,-251.98,-108.10,-135.10,-506.11,-106.99,-177.32,-194.67,504.26,-502.12,234.14,101.30,98.65,255.31,148.32,107.87,118.11,198.55,399.72,94.21,164.11,-10400.49,-998.59,-6531.78,107.77,112.87
P/FCF Ratio,23.82,24.70,23.95,24.82,25.22,24.56,24.93,26.46,29.29,27.39,25.48,22.30,24.13,25.07,25.30,26.49,25.83,22.56,23.61,19.70,22.24,23.29,23.50,21.09,19.23,18.84,19.64,22.15,21.48,25.85,24.08,26.08,25.18,28.17,24.75,34.51,28.17,26.60,23.03,21.59,22.61
P/OCF Ratio,18.36,19.10,18.44,19.12,19.62,18.89,18.95,20.26,22.24,21.46,20.93,18.52,20.08,20.95,20.57,21.69,21.06,18.56,19.67,16.89,19.40,20.46,20.85,18.83,17.21,17.06,17.75,19.71,18.85,21.85,20.04,21.63,20.47,22.28,19.60,25.75,21.48,20.62,17.91,17.52,18.35
Debt / Equity Ratio,4.09,3.41,4.26,5.37,13.32,14.72,26.63,-21.90,-17.78,-23.39,-49.05,-26.88,-20.68,-26.94,-60.44,-109.62,-26.94,-13.13,-15.36,-62.41,-12.07,-19.15,-25.16,67.07,-69.43,27.58,11.08,10.23,29.90,17.17,13.02,11.90,23.70,47.54,13.26,21.86,-1484.50,-140.45,-969.33,14.04,14.04
Quick Ratio,0.74,0.73,0.70,0.67,0.57,0.65,0.76,0.68,0.57,0.57,0.61,0.82,0.75,0.73,0.76,0.88,0.63,0.60,0.63,0.64,0.62,0.65,0.58,0.58,0.54,0.49,0.51,0.49,0.53,0.57,0.56,0.53,0.53,0.53,0.53,0.57,0.55,0.53,0.55,0.54,0.54
