,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"4,654","4,696","4,590","4,808","4,229","4,550","5,279","5,303","4,998","5,346","5,554","5,294","5,323","5,681","5,147","5,426","4,797","5,453","6,784","5,550","5,856","6,540","7,691","7,948","6,227","6,161","7,236","8,004","8,209","9,459","9,278","8,880","10,030","9,349","7,730","6,607","6,354","6,682","7,613","8,861","9,136"
Market Cap Growth,31.20%,19.81%,13.17%,-0.39%,-9.13%,-3.10%,15.03%,10.30%,18.17%,17.48%,5.20%,-0.16%,6.51%,6.27%,-7.32%,2.50%,-9.88%,-4.01%,31.79%,2.28%,22.07%,19.93%,13.39%,43.21%,6.34%,-5.78%,-5.92%,0.70%,31.83%,53.52%,28.22%,10.95%,22.18%,-1.17%,-16.69%,-25.60%,-36.65%,-28.52%,-1.51%,34.11%,-
Enterprise Value,"4,719","4,468","4,349","4,660","4,335","4,424","4,907","5,179","4,351","5,278","5,603","5,329","5,516","5,969","5,222","5,498","4,459","6,204","7,482","6,302","6,588","7,057","7,948","8,088","6,435","6,232","7,042","8,049","8,761","9,264","9,452","9,042","10,982","10,295","8,429","7,200","6,957","7,410","8,268","9,314","9,798"
PE Ratio,9.15,9.06,8.66,10.21,11.02,16.68,42.04,37.45,16.02,11.92,9.26,9.36,10.89,12.92,21.63,10.44,9.96,12.87,12.81,23.44,20.07,17.72,29.44,21.84,17.65,15.93,17.58,18.96,19.07,20.44,6.74,6.54,7.40,7.78,23.47,23.89,26.34,19.35,14.42,13.79,17.67
PS Ratio,0.50,0.48,0.45,0.46,0.40,0.43,0.51,0.51,0.51,0.59,0.67,0.70,0.77,0.84,0.79,0.85,0.74,0.81,0.92,0.69,0.66,0.68,0.79,0.83,0.65,0.66,0.78,0.83,0.86,0.97,0.93,0.87,0.98,0.92,0.76,0.65,0.61,0.63,0.71,0.80,0.85
PB Ratio,0.91,0.88,0.86,0.93,0.83,0.94,1.13,1.17,1.10,1.16,1.23,1.29,1.28,1.35,1.24,1.27,1.07,1.03,1.30,1.09,1.08,1.14,1.36,1.41,1.16,1.03,1.22,1.35,1.41,1.60,1.62,1.63,2.00,2.10,1.89,1.56,1.45,1.49,1.70,1.84,2.04
P/FCF Ratio,4.43,4.91,6.19,15.50,-1151.39,24.05,17.73,46.11,-92.57,-14.58,-11.99,226.25,13.25,15.63,10.70,10.97,12.21,8.26,11.96,9.67,6.65,5.90,6.03,6.10,6.59,6.99,7.05,6.56,9.06,6.67,11.66,14.94,19.65,-35.29,20.10,16.09,5.46,5.70,8.94,9.47,10.73
P/OCF Ratio,4.22,4.62,5.61,12.21,47.53,15.12,12.92,23.07,81.17,-20.34,-15.11,48.75,11.12,13.15,9.48,10.23,11.14,7.76,10.97,8.45,5.98,5.40,5.61,5.62,5.97,6.29,6.31,5.96,7.84,5.99,9.59,11.36,14.34,-123.99,13.45,11.07,4.68,4.88,7.23,7.79,8.69
Debt / Equity Ratio,0.23,0.22,0.22,0.23,0.23,0.24,0.25,0.26,0.31,0.25,0.26,0.26,0.26,0.27,0.26,0.25,0.45,0.38,0.38,0.39,0.37,0.35,0.35,0.36,0.41,0.37,0.34,0.38,0.38,0.43,0.38,0.40,0.44,0.48,0.52,0.50,0.48,0.47,0.46,0.43,0.43
Interest Coverage,14.79,15.07,17.31,7.56,7.04,3.90,-1.34,9.01,24.28,16.49,16.78,4.93,18.07,15.41,-7.82,13.87,7.35,4.01,3.86,2.57,9.08,7.97,0.19,7.23,5.16,9.34,0.78,7.58,8.31,9.97,34.35,6.74,7.51,3.57,1.32,4.45,6.45,8.51,9.47,9.46,8.47
