,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Revenue,"18,931","18,749","18,877","19,042","19,686","22,220","22,357","18,259","32,379","28,403"
Revenue Growth (YoY),11.48%,-0.96%,0.68%,0.87%,3.38%,12.87%,0.62%,-18.33%,77.33%,-12.28%
Gross Profit,"18,931","18,749","18,877","19,042","19,686","22,220","22,357","18,259","32,379","28,403"
"Selling, General & Admin","9,638","9,913","10,723","11,201","11,782","12,424","13,287","13,060","14,997","17,678"
Other Operating Expenses,"2,715","2,267","2,273","2,357","2,412","2,478","2,196","1,996","1,573","1,485"
Operating Expenses,"12,353","12,180","12,996","13,558","14,194","14,902","15,483","15,056","16,570","19,163"
Operating Income,"6,578","6,569","5,881","5,484","5,492","7,318","6,874","3,203","15,809","9,240"
Other Expense / Income,233,-5,-38,19,135,10,-13,3,4,-
Pretax Income,"6,345","6,574","5,919","5,465","5,357","7,308","6,887","3,200","15,805","9,240"
Income Tax,"2,224","2,146","1,869","1,714","3,375","1,293","1,341",486,"3,415","1,880"
Net Income,"4,121","4,428","4,050","3,751","1,982","6,015","5,546","2,714","12,390","7,360"
Preferred Dividends,70,85,178,238,278,305,354,339,425,316
Net Income Common,"4,051","4,343","3,872","3,513","1,704","5,710","5,192","2,375","11,965","7,044"
Net Income Growth,17.01%,7.21%,-10.85%,-9.27%,-51.49%,235.09%,-9.07%,-54.26%,403.79%,-41.13%
Shares Outstanding (Basic),577,556,532,482,485,474,466,457,426,382
Shares Change,-0.88%,-3.57%,-4.30%,-9.35%,0.51%,-2.29%,-1.68%,-1.79%,-6.95%,-10.32%
EPS (Basic),6.99,7.71,7.15,6.96,3.52,11.90,11.10,5.19,27.04,17.98
EPS (Diluted),6.89,7.59,7.07,6.89,3.49,11.82,11.05,5.18,26.94,17.91
EPS Growth,12.77%,10.16%,-6.85%,-2.55%,-49.35%,238.68%,-6.51%,-53.12%,420.08%,-33.52%
Free Cash Flow,"9,166","8,802","9,595","11,077","13,164","12,104","15,752","15,989","11,612","12,875"
Free Cash Flow Per Share,15.90,15.83,18.03,22.97,27.16,25.55,33.82,34.96,27.28,33.73
Dividend Per Share,0.950,1.200,1.500,1.600,1.600,1.600,1.600,1.000,2.000,2.400
Dividend Growth,375.00%,26.32%,25.00%,6.67%,0%,0%,0%,-37.50%,100.00%,20.00%
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
Operating Margin,34.75%,35.04%,31.15%,28.80%,27.90%,32.93%,30.75%,17.54%,48.82%,32.53%
Profit Margin,21.40%,23.16%,20.51%,18.45%,8.66%,25.70%,23.22%,13.01%,36.95%,24.80%
Free Cash Flow Margin,48.42%,46.95%,50.83%,58.17%,66.87%,54.47%,70.46%,87.57%,35.86%,45.33%
Effective Tax Rate,35.05%,32.64%,31.58%,31.36%,63.00%,17.69%,19.47%,15.19%,21.61%,20.35%
EBITDA,"8,410","8,576","8,019","7,893","7,797","9,704","10,226","6,701","19,286","12,450"
EBITDA Margin,44.42%,45.74%,42.48%,41.45%,39.61%,43.67%,45.74%,36.70%,59.56%,43.83%
Depreciation & Amortization,"2,065","2,002","2,100","2,428","2,440","2,396","3,339","3,501","3,481","3,210"
EBIT,"6,345","6,574","5,919","5,465","5,357","7,308","6,887","3,200","15,805","9,240"
EBIT Margin,33.52%,35.06%,31.36%,28.70%,27.21%,32.89%,30.80%,17.53%,48.81%,32.53%
