,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Current
Market Capitalization,"16,049","17,576","24,805","29,453","34,042","48,904","63,029","51,478","60,534","66,273","96,425"
Market Cap Growth,104.00%,9.51%,41.13%,18.74%,15.58%,43.66%,28.88%,-18.33%,17.59%,9.48%,-
Enterprise Value,"20,072","21,233","30,163","34,741","39,470","55,814","72,820","58,887","67,674","74,280","104,372"
PE Ratio,-132.64,-147.70,-103.79,84.88,327.32,29.27,13.41,-447.63,61.46,103.23,80.27
PS Ratio,2.25,2.38,3.32,3.51,3.76,4.98,5.87,5.19,5.09,5.23,7.01
PB Ratio,2.45,2.72,3.93,4.37,4.86,5.60,4.54,3.36,3.64,3.77,5.11
P/FCF Ratio,17.48,17.40,55.87,35.27,30.75,6112.94,43.95,41.82,42.87,64.97,55.35
P/OCF Ratio,14.46,13.85,35.90,24.92,23.87,157.75,34.33,34.14,32.37,43.43,40.98
EV/Sales Ratio,2.81,2.88,4.03,4.14,4.36,5.68,6.78,5.94,5.69,5.86,7.59
EV/EBITDA Ratio,25.41,49.15,74.85,28.36,19.69,21.83,33.54,41.94,26.96,27.05,31.48
EV/EBIT Ratio,198.74,-72.47,-82.41,84.73,34.00,33.56,62.78,209.56,47.76,46.14,48.79
EV/FCF Ratio,21.87,21.02,67.94,41.61,35.65,6976.69,50.78,47.84,47.93,72.82,59.92
Debt / Equity Ratio,0.65,0.66,0.90,0.81,0.80,0.81,0.72,0.60,0.55,0.51,0.47
Debt / EBITDA Ratio,5.37,9.82,14.09,4.48,2.80,2.76,4.61,6.51,3.61,3.25,2.68
Debt / FCF Ratio,4.62,4.20,12.79,6.57,5.07,882.00,6.98,7.43,6.42,8.76,5.11
Quick Ratio,0.84,0.62,0.66,0.47,0.31,0.33,0.42,0.89,0.87,0.76,0.67
Current Ratio,1.65,1.27,1.43,0.90,0.68,0.76,0.97,1.82,1.48,1.52,1.42
Asset Turnover,0.43,0.44,0.43,0.47,0.49,0.49,0.41,0.32,0.38,0.39,0.41
Interest Coverage,0.31,-1.36,-1.29,1.76,5.07,6.90,2.45,0.78,4.16,3.43,8.07
Return on Equity (ROE),-1.80%,-1.80%,-3.70%,5.40%,1.40%,21.00%,44.50%,-0.80%,6.10%,3.70%,6.60%
Return on Assets (ROA),-0.70%,-0.70%,-1.40%,1.90%,0.60%,8.30%,17.80%,-0.40%,3.10%,2.00%,3.60%
Return on Capital (ROIC),0.76%,-2.92%,-2.36%,7.17%,1.14%,11.21%,43.45%,-0.32%,4.51%,3.80%,5.08%
Earnings Yield,-0.75%,-0.68%,-0.96%,1.18%,0.31%,3.42%,7.46%,-0.22%,1.63%,0.97%,1.24%
FCF Yield,5.72%,5.75%,1.79%,2.84%,3.25%,0.02%,2.28%,2.39%,2.33%,1.54%,1.81%
Buyback Yield / Dilution,4.66%,1.26%,-1.28%,-2.68%,-1.13%,-0.62%,-0.66%,-0.43%,-1.21%,-0.41%,-2.43%
Total Shareholder Return,4.66%,1.26%,-1.28%,-2.68%,-1.13%,-0.62%,-0.66%,-0.43%,-1.21%,-0.41%,-2.43%
