,2014-02-28,2014-05-31,2014-08-31,2014-11-30,2015-02-28,2015-05-31,2015-08-31,2015-11-30,2016-02-29,2016-05-31,2016-08-31,2016-11-30,2017-02-28,2017-05-31,2017-08-31,2017-11-30,2018-02-28,2018-05-31,2018-08-31,2018-11-30,2019-02-28,2019-05-31,2019-08-31,2019-11-30,2020-02-29,2020-05-31,2020-08-31,2020-11-30,2021-02-28,2021-05-31,2021-08-31,2021-11-30,2022-02-28,2022-05-31,2022-08-31,2022-11-30,2023-02-28,2023-05-31,2023-08-31,2023-11-30,Current
Market Capitalization,"67,320","66,017","65,847","70,502","73,767","78,969","77,663","88,941","83,513","99,427","96,272","80,887","83,353","85,029","89,561","97,681","106,664","104,816","114,069","109,283","107,510","119,507","133,296","131,902","118,745","133,552","159,383","164,253","166,011","187,816","224,468","234,902","208,207","197,861","191,737","200,204","174,968","202,805","215,193","221,575","231,661"
Market Cap Growth,13.93%,0.73%,13.97%,13.23%,9.58%,19.62%,17.94%,26.15%,13.21%,25.91%,23.96%,-9.06%,-0.19%,-14.48%,-6.97%,20.76%,27.97%,23.27%,27.36%,11.88%,0.79%,14.02%,16.86%,20.70%,10.45%,11.75%,19.57%,24.53%,39.80%,40.63%,40.84%,43.01%,25.42%,5.35%,-14.58%,-14.77%,-15.96%,2.50%,12.23%,10.67%,-
Enterprise Value,"63,664","61,992","60,950","66,054","69,730","74,967","73,327","85,893","80,504","95,955","91,390","76,835","80,139","81,672","85,456","94,023","103,094","100,912","109,029","104,941","103,066","114,759","127,189","129,470","116,715","130,619","154,359","159,004","160,315","181,250","219,802","232,735","206,288","194,641","187,169","197,600","171,933","197,361","209,292","217,510","227,596"
PE Ratio,23.18,22.68,22.39,23.34,24.26,26.18,25.43,29.25,22.71,26.30,23.41,18.82,21.88,23.74,26.00,27.41,29.72,26.45,28.10,25.95,24.04,25.55,27.89,27.13,23.88,26.98,31.20,31.28,30.42,32.50,38.00,37.90,32.58,29.85,27.88,28.39,25.21,28.31,31.32,32.21,34.24
PS Ratio,2.20,2.12,2.07,2.17,2.25,2.41,2.36,2.69,2.49,2.91,2.77,2.29,2.34,2.36,2.48,2.64,2.79,2.65,2.78,2.62,2.54,2.80,3.08,3.00,2.66,3.00,3.60,3.67,3.63,3.92,4.44,4.37,3.67,3.32,3.11,3.21,2.77,3.19,3.36,3.43,3.59
PB Ratio,12.77,11.78,11.49,12.86,12.31,13.36,12.66,15.07,12.26,13.95,12.74,10.91,10.47,10.41,10.01,10.73,11.02,10.70,11.01,8.62,8.06,8.70,9.25,8.70,7.67,8.34,9.38,9.17,9.07,9.71,11.49,11.54,10.13,9.25,8.67,8.71,7.36,8.01,8.38,8.31,8.68
P/FCF Ratio,22.90,23.59,20.77,18.22,19.05,20.29,20.51,25.31,23.79,26.79,23.06,17.48,18.66,18.39,20.09,22.55,21.06,20.08,21.09,19.93,18.18,19.65,22.11,22.86,20.07,20.47,20.93,19.48,17.45,20.50,26.74,32.47,30.69,26.70,21.73,22.57,19.22,21.62,23.92,24.54,25.66
P/OCF Ratio,20.71,21.21,18.89,16.88,17.62,18.64,18.60,22.54,20.83,23.73,20.63,15.84,17.02,16.68,18.01,19.96,18.83,17.89,18.93,18.07,16.58,18.05,20.11,20.65,18.11,18.61,19.40,18.19,16.54,19.37,25.01,29.72,27.67,24.17,20.10,21.06,18.07,20.48,22.59,23.26,24.32
Debt / Equity Ratio,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.22,0.22,0.21,0.19,0.19,0.18,0.18,0.17,0.17,0.16,0.15,0.14,0.14,0.12,0.12,0.12,0.12
Quick Ratio,1.24,1.27,1.30,1.25,1.27,1.22,1.19,1.08,1.20,1.22,1.26,1.16,1.18,1.11,1.13,1.13,1.19,1.20,1.24,1.22,1.23,1.22,1.29,1.28,1.25,1.25,1.29,1.34,1.27,1.31,1.14,1.10,1.10,1.14,1.12,1.12,1.15,1.24,1.18,1.18,1.18
