,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Revenue,"24,932","23,345","26,933","25,481","22,343","17,240","20,581","18,758","15,679","12,830","16,790","16,460","17,284","16,393","18,354","19,386","21,236","18,984","22,445","23,132","22,028","28,601","33,670","27,688","28,140","20,997","12,300","17,548","18,187","22,882","29,827","32,613","35,608","38,384","54,238","47,237","40,093","35,077","36,824","41,583"
Revenue Growth (YoY),20.38%,0%,4.79%,-3.02%,-10.38%,-26.15%,-23.58%,-26.38%,-29.83%,-25.58%,-18.42%,-12.25%,10.24%,27.77%,9.32%,17.78%,22.87%,15.81%,22.29%,19.32%,3.73%,50.66%,50.01%,19.70%,27.75%,-26.59%,-63.47%,-36.62%,-35.37%,8.98%,142.50%,85.85%,95.79%,67.75%,81.84%,44.84%,12.60%,-8.62%,-32.11%,-11.97%
Cost of Revenue,"23,175","22,214","24,825","23,669","20,252","14,952","18,387","16,214","14,030","11,634","14,847","14,986","15,718","15,068","16,251","16,765","19,005","17,511","19,655","20,606","19,275","25,960","29,682","24,345","24,602","20,342","11,502","16,673","17,216","21,084","27,177","29,563","32,184","35,068","44,207","38,821","33,575","29,294","31,762","34,928"
Gross Profit,"1,757","1,131","2,108","1,812","2,091","2,288","2,194","2,544","1,649","1,196","1,943","1,474","1,566","1,325","2,103","2,621","2,231","1,473","2,790","2,526","2,753","2,641","3,988","3,343","3,538",655,798,875,971,"1,798","2,650","3,050","3,424","3,316","10,031","8,416","6,518","5,783","5,062","6,655"
"Selling, General & Admin",336,346,316,342,371,358,393,392,433,378,401,420,398,390,485,411,408,402,424,445,"1,005",867,886,761,779,742,665,673,630,575,625,681,656,603,694,712,763,691,704,824
Other Operating Expenses,413,424,423,408,461,460,466,603,878,743,227,619,607,644,636,633,655,631,655,678,612,"1,105","1,060",902,"2,201","12,068",-442,"1,259",-49,"1,006","1,060","1,029",990,997,"1,009","1,018","1,016","1,031","1,053","1,078"
Operating Expenses,749,770,739,750,832,818,859,995,"1,311","1,121",628,"1,039","1,005","1,034","1,121","1,044","1,063","1,033","1,079","1,123","1,617","1,972","1,946","1,663","2,980","12,810",223,"1,932",581,"1,581","1,685","1,710","1,646","1,600","1,703","1,730","1,779","1,722","1,757","1,902"
Operating Income,"1,008",361,"1,369","1,062","1,259","1,470","1,335","1,549",338,75,"1,315",435,561,291,982,"1,577","1,168",440,"1,711","1,403","1,136",669,"2,042","1,680",558,"-12,155",575,"-1,057",390,217,965,"1,340","1,778","1,716","8,328","6,686","4,739","4,061","3,305","4,753"
Interest Expense / Income,39,46,48,50,72,81,64,70,103,142,137,141,144,149,158,158,209,183,195,240,375,306,322,312,297,332,341,359,333,353,372,328,430,262,312,240,186,154,142,118
Other Expense / Income,5,8,9,7,7,12,13,10,-19,-79,-18,74,62,71,91,101,109,198,180,204,-429,266,261,18,-366,"-1,302",75,-94,-35,72,"-7,924",336,331,327,344,543,248,360,354,351
Pretax Income,964,307,"1,312","1,005","1,180","1,377","1,258","1,469",254,12,"1,196",220,355,71,733,"1,318",850,59,"1,336",959,"1,190",97,"1,459","1,350",627,"-11,185",159,"-1,322",92,-208,"8,517",676,"1,017","1,127","7,672","5,903","4,305","3,547","2,809","4,284"
Income Tax,338,108,457,333,382,486,432,521,67,11,395,75,128,41,250,415,"-1,166",22,281,222,239,104,353,255,184,"-1,951",150,-436,-193,34,5,-18,243,282,"1,799","1,426",984,823,583,"1,004"
Net Income,626,199,855,672,798,891,826,948,187,1,801,145,227,30,483,903,"2,016",37,"1,055",737,951,-7,"1,106","1,095",443,"-9,234",9,-886,285,-242,"8,512",694,774,845,"5,873","4,477","3,321","2,724","2,226","3,280"
Net Income Growth,-17.09%,-72.55%,44.18%,300.00%,27.48%,347.74%,-3.39%,41.07%,-76.57%,-99.89%,-3.03%,-84.70%,21.39%,2900.00%,-39.70%,522.76%,788.11%,23.33%,118.43%,-18.38%,-52.83%,-,4.83%,48.58%,-53.42%,-,-99.19%,-,-35.67%,-,94477.78%,-,171.58%,-,-31.00%,545.10%,329.07%,222.37%,-62.10%,-26.74%
