,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,Current
Market Capitalization,"27,613","25,639","22,534","23,989","25,290","27,959","28,419","24,840","27,629","19,677","20,113","21,462","26,575","26,674","27,146","28,391","32,225","34,805","32,405","36,067","40,767","40,316","37,027","39,993","39,122","15,341","24,307","19,091","26,911","34,837","39,433","39,447","39,391","48,326","44,475","49,528","54,547","60,073","49,471","60,512","64,552"
Market Cap Growth,29.22%,-13.66%,-2.37%,19.13%,-8.41%,9.05%,26.12%,3.55%,9.25%,-29.62%,-29.23%,-13.60%,-3.81%,35.56%,34.97%,32.28%,21.26%,30.48%,19.38%,27.04%,26.51%,15.84%,14.26%,10.89%,-4.04%,-61.95%,-34.35%,-52.26%,-31.21%,127.08%,62.23%,106.62%,46.38%,38.72%,12.79%,25.56%,38.48%,24.31%,11.23%,22.18%,-
Enterprise Value,"28,717","27,132","24,047","28,399","30,398","32,624","33,236","29,488","38,427","30,935","29,418","31,319","36,260","37,105","38,302","39,085","42,160","47,410","44,673","49,524","66,604","70,320","66,870","69,855","68,267","47,839","57,857","51,997","59,591","68,175","51,989","54,983","55,456","65,763","59,200","66,289","70,686","77,163","66,582","76,039","80,079"
PE Ratio,13.07,16.17,12.19,10.20,10.02,8.69,8.92,7.17,9.69,10.03,10.38,18.93,22.64,22.17,30.67,17.28,9.39,10.12,8.08,9.38,14.66,14.74,13.29,12.72,14.84,-2.33,-3.16,-1.97,-2.74,-41.77,5.14,4.26,4.05,4.46,5.43,4.14,3.76,3.66,3.88,5.24,6.35
PS Ratio,0.28,0.26,0.22,0.24,0.26,0.30,0.33,0.32,0.38,0.29,0.31,0.35,0.42,0.40,0.40,0.40,0.43,0.45,0.40,0.42,0.47,0.42,0.35,0.36,0.35,0.14,0.27,0.24,0.39,0.49,0.45,0.38,0.33,0.35,0.28,0.28,0.30,0.34,0.31,0.39,0.42
PB Ratio,2.53,2.48,2.12,2.21,2.35,2.47,2.44,2.02,2.09,1.53,1.49,1.60,1.96,2.04,2.15,2.20,2.30,2.32,2.17,2.38,1.16,1.19,1.08,1.19,1.16,0.64,1.02,0.85,1.21,1.61,1.36,1.40,1.50,2.02,1.69,1.88,1.97,2.24,1.92,2.34,2.50
P/FCF Ratio,12.47,30.93,10.84,8.97,15.26,14.21,14.23,13.37,13.18,20.80,10.54,20.46,21.68,12.92,38.02,12.42,8.14,13.52,8.06,11.67,13.58,9.39,9.11,7.32,8.36,5.90,25.56,-214.51,-123.44,20.75,13.33,52.67,12.92,9.97,4.32,3.64,3.89,3.85,3.92,3.95,4.21
P/OCF Ratio,8.11,12.26,6.62,5.88,8.13,7.91,7.79,6.82,6.78,6.12,4.48,5.62,6.62,5.56,8.03,5.82,4.87,6.48,4.70,5.84,6.62,5.09,4.54,4.10,4.14,2.18,4.89,5.45,11.12,9.57,8.80,19.59,9.03,7.53,3.71,3.16,3.33,3.36,3.31,3.48,3.72
Debt / Equity Ratio,0.31,0.35,0.34,0.58,0.61,0.59,0.58,0.55,0.90,0.90,0.82,0.79,0.78,0.96,1.00,0.99,0.92,1.15,1.15,1.22,0.78,0.91,0.91,0.93,0.91,1.42,1.46,1.49,1.49,1.57,1.03,1.02,1.03,1.17,1.07,1.06,1.01,1.06,1.11,1.11,1.11
Quick Ratio,0.80,0.70,0.71,0.69,0.65,0.65,0.66,0.67,0.64,0.52,0.73,0.61,0.63,0.79,0.70,0.78,0.74,1.11,1.02,1.08,0.57,0.51,0.59,0.59,0.51,0.54,0.47,0.39,0.39,0.50,1.39,1.35,1.22,1.05,1.08,1.15,1.26,1.27,1.24,1.17,1.17
Current Ratio,1.30,1.24,1.23,1.24,1.32,1.32,1.31,1.41,1.49,1.45,1.52,1.51,1.46,1.61,1.55,1.52,1.28,1.74,1.60,1.65,1.36,1.20,1.24,1.25,1.80,1.16,1.27,1.84,1.81,1.89,1.98,2.02,1.70,1.45,1.49,1.66,1.76,1.91,1.84,1.67,1.67
Interest Coverage,25.72,7.67,28.33,21.10,17.39,18.00,20.66,21.99,3.47,1.08,9.73,2.56,3.47,1.48,5.64,9.34,5.07,1.32,7.85,5.00,4.17,1.32,5.53,5.33,3.11,-32.69,1.47,-2.68,1.28,0.41,23.90,3.06,3.37,5.30,25.59,25.60,24.15,24.03,20.78,37.31,25.91
Return on Capital (ROIC),Upgrade,15.67%,12.27%,13.91%,14.56%,15.49%,18.83%,18.48%,19.39%,12.23%,8.71%,8.70%,5.94%,6.35%,6.42%,5.61%,8.59%,17.13%,14.80%,17.00%,16.29%,5.76%,5.07%,5.34%,5.79%,5.07%,-15.19%,-17.75%,-22.84%,-21.65%,0.72%,2.27%,6.60%,7.36%,9.58%,19.12%,25.99%,29.46%,32.89%,26.65%,23.94%
Dividend Yield,1.70%,1.80%,2.20%,2.10%,2.00%,1.90%,1.90%,2.30%,2.20%,3.30%,3.40%,3.30%,2.70%,2.80%,2.80%,2.60%,2.30%,2.20%,2.50%,2.20%,3.10%,3.20%,3.50%,3.40%,3.50%,9.20%,5.90%,7.70%,5.60%,4.30%,3.80%,3.80%,3.60%,2.70%,2.80%,2.30%,2.10%,2.00%,2.40%,2.00%,1.94%
Payout Ratio,20.50%,61.80%,14.10%,21.00%,17.60%,15.30%,16.40%,18.10%,88.90%,10666.70%,21.20%,128.60%,83.70%,600.00%,38.30%,22.30%,10.00%,575.00%,20.00%,28.20%,32.90%,-5300.00%,31.70%,31.70%,76.80%,-4.10%,5800.00%,-42.60%,128.90%,-156.80%,4.40%,52.70%,40.30%,38.70%,5.30%,6.40%,10.50%,12.20%,14.00%,9.00%,12.33%
Buyback Yield / Dilution,11.01%,11.41%,10.80%,8.52%,6.52%,6.95%,5.88%,5.45%,4.11%,3.28%,2.39%,1.49%,1.68%,0.19%,2.64%,4.15%,6.26%,9.43%,10.25%,10.24%,-6.48%,-40.21%,-43.53%,-44.74%,-23.95%,3.71%,2.40%,1.52%,0.46%,-0.46%,-0.62%,2.00%,6.78%,12.75%,18.04%,22.45%,22.64%,21.30%,21.83%,19.84%,19.84%
Total Shareholder Return,12.71%,13.21%,13.00%,10.62%,8.52%,8.85%,7.78%,7.75%,6.31%,6.58%,5.79%,4.79%,4.38%,2.99%,5.44%,6.75%,8.56%,11.63%,12.75%,12.44%,-3.38%,-37.01%,-40.03%,-41.34%,-20.45%,12.91%,8.30%,9.22%,6.06%,3.84%,3.18%,5.80%,10.38%,15.45%,20.84%,24.75%,24.74%,23.30%,24.23%,21.84%,21.78%
