,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Net Income,178.69,219.78,270.36,394.23,417.87,591.69,699.91,936.5,"1,090","1,238"
Depreciation & Amortization,53.73,48.89,49.64,57.44,79.04,85.33,104.26,123.08,138.61,159.68
Share-Based Compensation,19.81,15.18,20.86,20.84,23.22,23.45,23.32,40.92,38.97,39.67
Other Operating Activities,10.37,-18.78,-8.37,19.55,14.94,-53.83,90.4,-109.61,-91.02,-72.89
Operating Cash Flow,262.59,265.08,332.5,492.06,535.07,646.65,917.89,990.89,"1,177","1,364"
Operating Cash Flow Growth,31.74%,0.95%,25.43%,47.99%,8.74%,20.85%,41.95%,7.95%,18.75%,15.94%
Capital Expenditures,-78.66,-77.63,-173.26,-171.41,-281.49,-355.52,-589.51,-460.47,-333.12,-482.72
Acquisitions,-13.44,-4.28,0,-164.38,-6.99,-0.75,-11.7,-5,-109.2,-2.74
Change in Investments,0,0,0.38,0,0,0,0,0,0,"-1,406.59"
Investing Cash Flow,-92.1,-81.92,-172.88,-335.79,-288.48,-356.27,-601.21,-465.47,-442.31,"-1,892.05"
Share Issuance / Repurchase,12.18,-226.77,-426.25,35.46,50.31,-323.42,79.92,48.19,37.73,60.78
Debt Issued / Paid,-91.29,348.94,-6.03,-7,-231,0,-1.07,-1.12,-417.29,10.55
Other Financing Activities,2.29,-1.81,-16.22,-135.43,-1.35,-46.89,-106.27,-6.15,-3.14,-4.71
Financing Cash Flow,-76.82,120.36,-448.5,-106.98,-182.04,-370.3,-27.41,40.92,-382.69,66.62
Exchange Rate Effect,1.37,-6.18,-11.29,4.96,-0.14,-8.28,2.14,4.2,-15.7,34.38
Net Cash Flow,95.04,297.34,-300.16,54.25,64.42,-88.2,291.4,570.54,335.98,-426.84
Free Cash Flow,183.93,187.44,159.24,320.65,253.58,291.12,328.38,530.43,843.57,881.49
Free Cash Flow Growth,154.97%,1.91%,-15.05%,101.36%,-20.91%,14.80%,12.80%,61.53%,59.04%,4.50%
Free Cash Flow Margin,15.81%,16.36%,12.55%,22.14%,14.04%,14.26%,14.89%,19.70%,24.10%,22.78%
Free Cash Flow Per Share,0.18,0.19,0.17,0.35,0.27,0.32,0.35,0.56,0.89,0.92
