,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,Current
Market Capitalization,"21,937","23,715","25,699","25,912","27,419","26,961","24,496","23,978","23,334","25,931","28,448","26,776","25,166","27,685","28,281","28,655","26,867","28,397","30,669","31,106","29,607","34,491","37,712","40,526","42,702","33,024","34,294","34,237","36,754","40,118","40,110","40,395","42,242","53,068","47,231","47,128","48,577","47,550","45,810","42,812","44,361"
Market Cap Growth,27.86%,21.94%,29.04%,23.94%,24.99%,13.69%,-4.68%,-7.46%,-14.90%,-3.82%,16.13%,11.67%,7.85%,6.76%,-0.58%,7.02%,6.76%,2.57%,8.44%,8.55%,10.20%,21.46%,22.96%,30.29%,44.23%,-4.25%,-9.06%,-15.52%,-13.93%,21.48%,16.96%,17.99%,14.93%,32.28%,17.75%,16.67%,15.00%,-10.40%,-3.01%,-9.16%,-
Enterprise Value,"33,929","35,699","38,617","39,147","41,097","40,835","38,472","38,020","37,547","40,730","43,659","43,527","41,862","44,620","46,084","47,118","45,915","54,489","56,436","56,514","54,020","58,764","63,223","66,595","68,376","58,770","55,327","56,123","59,975","63,685","64,602","65,592","66,306","77,427","71,057","72,927","77,034","76,310","75,525","71,975","73,524"
PE Ratio,21.92,22.16,23.49,22.61,23.62,19.96,17.79,18.78,17.30,20.50,28.85,19.69,18.37,18.99,16.63,25.23,104.95,175.29,-46.61,-70.53,32.04,33.88,19.51,16.39,20.78,13.91,8.05,9.02,9.77,10.35,19.44,37.97,33.69,53.50,41.91,20.85,23.20,19.40,18.36,15.68,16.30
PS Ratio,2.08,2.22,2.40,2.36,2.49,2.47,2.31,2.33,2.28,2.55,2.86,2.67,2.47,2.61,2.58,2.58,2.79,3.11,3.49,3.59,2.93,3.30,3.59,3.78,3.94,3.01,3.05,3.07,3.23,3.46,3.40,3.32,3.29,3.96,3.32,3.18,3.36,2.77,2.70,2.57,2.66
PB Ratio,1.99,2.15,2.30,2.29,2.42,2.34,2.10,2.06,1.98,2.17,2.42,2.17,1.94,2.09,2.12,2.16,2.12,1.79,1.94,1.87,1.73,1.99,2.16,2.18,2.14,1.64,1.45,1.47,1.57,1.67,1.58,1.65,1.63,2.03,1.76,1.74,1.79,1.72,1.65,1.52,1.57
P/FCF Ratio,-27.84,-23.98,-20.69,-26.12,-28.50,-26.07,-33.56,-54.37,-90.44,-40.90,-25.84,-17.66,-13.22,-17.91,-38.95,-41.96,-335.83,-270.45,-93.50,307.98,-1057.40,225.43,202.75,-80.25,-68.87,-68.80,-18.60,-18.69,-17.63,-19.36,-37.04,-39.37,-36.01,-48.64,-47.18,-17.90,-11.52,-10.64,-9.62,-13.92,-13.92
P/OCF Ratio,12.30,12.80,15.00,12.25,12.69,13.04,10.44,9.26,8.05,9.56,10.96,10.71,10.89,10.30,8.61,8.62,7.41,7.92,9.00,8.69,8.42,9.85,10.63,13.62,13.83,9.56,14.22,13.17,14.19,14.46,10.50,10.24,10.99,13.45,11.95,20.35,42.54,31.39,18.21,8.89,9.21
Debt / Equity Ratio,1.18,1.17,1.23,1.23,1.26,1.24,1.25,1.27,1.24,1.27,1.35,1.40,1.32,1.30,1.36,1.41,1.53,1.67,1.65,1.55,1.43,1.41,1.48,1.41,1.30,1.39,1.10,1.09,1.04,1.01,0.98,1.06,0.95,1.03,0.97,0.98,1.07,1.06,1.11,1.09,1.09
Quick Ratio,0.57,0.60,0.55,0.49,0.44,0.49,0.45,0.42,0.46,0.37,0.35,0.29,0.37,0.35,0.33,0.30,0.39,0.30,0.28,0.32,0.32,0.28,0.27,0.24,0.29,0.37,0.73,0.75,0.55,0.50,0.40,0.27,0.37,0.60,0.65,0.39,0.39,0.40,0.44,0.45,0.45
