,2014-03-29,2014-06-28,2014-09-30,2014-12-27,2015-03-28,2015-06-27,2015-09-30,2016-01-02,2016-04-02,2016-07-02,2016-09-30,2016-12-31,2017-04-01,2017-07-01,2017-09-30,2017-12-30,2018-03-31,2018-06-30,2018-09-30,2018-12-29,2019-03-30,2019-06-29,2019-09-30,2019-12-28,2020-03-28,2020-06-27,2020-09-30,2021-01-02,2021-04-03,2021-07-03,2021-09-30,2022-01-01,2022-04-02,2022-07-02,2022-09-30,2022-12-31,2023-04-01,2023-07-01,2023-09-30,2023-12-30,Current
Market Capitalization,"9,702","8,858","9,716","10,497","11,484","12,211","11,371","12,265","11,839","13,919","15,400","13,281","11,634","13,988","13,271","14,269","16,021","18,096","19,594","17,685","24,015","25,728","27,767","30,200","19,482","22,769","25,754","33,688","33,016","36,308","34,422","35,154","36,995","29,568","28,463","34,237","40,242","49,115","46,527","55,956","63,747"
Market Cap Growth,21.91%,7.83%,33.33%,24.47%,18.37%,37.85%,17.03%,16.84%,3.09%,13.99%,35.43%,8.29%,-1.73%,0.49%,-13.83%,7.44%,37.71%,29.37%,47.64%,23.94%,49.89%,42.18%,41.71%,70.76%,-18.87%,-11.50%,-7.25%,11.55%,69.47%,59.46%,33.65%,4.35%,12.05%,-18.56%,-17.31%,-2.61%,8.77%,66.11%,63.46%,63.44%,-
Enterprise Value,"14,950","15,620","16,370","16,959","18,630","19,744","19,007","19,802","19,562","22,458","24,009","23,129","21,752","24,109","24,383","25,159","26,745","29,134","30,398","28,231","38,443","39,888","43,199","44,388","35,376","38,259","41,046","48,801","48,972","51,789","49,633","50,155","52,602","45,569","45,257","50,752","56,585","65,809","62,805","73,697","81,488"
PE Ratio,49.90,145.17,53.89,55.11,53.05,29.76,25.62,25.65,23.26,24.40,26.40,27.68,23.57,27.86,30.33,21.19,22.43,23.74,21.75,21.72,29.28,34.40,35.64,41.60,23.11,32.90,50.11,90.56,210.30,75.64,56.71,47.06,43.94,38.75,36.49,40.14,42.01,45.86,36.93,41.42,48.66
PS Ratio,4.52,3.90,4.10,4.32,4.67,4.81,4.20,4.35,3.95,4.48,4.86,4.05,3.47,4.05,3.79,4.03,4.45,4.91,5.14,4.47,5.73,5.44,5.32,5.30,3.26,4.16,5.05,7.10,7.34,7.74,7.17,7.20,7.37,5.69,5.24,6.08,6.82,7.87,7.07,8.02,9.14
PB Ratio,-77.23,-5.57,-6.24,-7.17,-8.66,-10.44,-10.95,-12.72,-12.31,-17.22,-23.64,-7.08,-5.71,-7.38,-4.50,-5.49,-6.94,-8.62,-10.83,-10.61,-16.10,-19.47,-9.60,-7.02,-4.63,-5.44,-6.48,-9.04,-9.36,-11.57,-11.80,-13.35,-12.76,-9.94,-7.54,-10.26,-13.87,-20.52,-23.45,-15.93,-15.93
P/FCF Ratio,21.25,17.19,19.16,18.09,24.74,23.66,24.40,27.03,20.74,23.79,24.09,19.68,16.01,20.37,18.49,18.03,20.32,21.07,20.65,18.09,25.68,25.83,30.41,29.81,18.59,19.73,23.24,35.65,37.69,50.22,42.60,42.92,45.96,34.66,34.33,37.17,41.87,46.73,37.64,37.55,42.78
P/OCF Ratio,19.66,16.03,17.95,17.08,22.80,21.61,21.83,24.02,18.94,22.10,22.54,18.18,14.78,18.49,16.83,16.67,18.81,19.58,19.17,16.70,23.51,23.41,27.36,27.01,16.85,18.39,21.23,31.96,33.32,42.92,37.70,38.29,40.79,30.67,30.02,32.73,36.95,41.41,33.84,34.24,39.01
Debt / Equity Ratio,-45.56,-4.71,-4.80,-5.10,-5.68,-7.23,-8.04,-8.65,-8.67,-12.63,-15.65,-5.77,-5.45,-5.85,-3.99,-4.52,-5.08,-6.14,-7.12,-7.73,-11.57,-12.77,-5.84,-4.27,-4.41,-4.79,-5.04,-5.37,-5.68,-6.38,-6.86,-7.53,-6.84,-6.66,-5.25,-5.94,-7.19,-8.26,-9.95,-6.23,-6.23
Quick Ratio,2.32,1.96,2.00,2.09,1.32,1.96,1.76,1.88,1.62,3.01,2.87,2.12,2.13,2.16,1.48,1.72,2.04,3.07,3.08,3.15,2.30,2.81,1.65,1.56,2.21,3.20,3.36,3.54,3.01,3.19,3.35,3.98,3.85,3.49,2.78,2.95,2.20,2.76,2.98,2.90,2.90
Current Ratio,3.77,2.95,2.88,2.91,2.39,2.99,2.72,2.84,2.60,4.03,3.89,3.20,3.17,3.27,2.45,2.76,3.04,4.14,4.06,4.13,3.24,3.92,3.16,1.99,3.14,4.10,4.31,4.53,4.02,4.11,4.23,5.06,5.05,4.69,3.96,4.21,2.96,4.08,4.27,4.07,4.07
Interest Coverage,2.59,-0.03,2.60,2.40,2.57,2.30,2.76,2.44,2.80,2.61,2.50,1.29,2.45,2.55,3.00,1.85,2.50,2.58,2.62,2.45,2.31,1.83,2.62,2.46,2.32,1.13,1.21,1.20,1.48,1.93,2.10,1.73,1.98,2.16,2.31,2.05,2.35,2.61,2.89,2.63,2.62
Return on Capital (ROIC),Upgrade,5.20%,7.48%,11.82%,12.02%,12.26%,9.76%,10.29%,10.96%,11.49%,9.92%,10.15%,10.29%,10.65%,10.56%,11.82%,16.79%,17.01%,15.58%,15.59%,12.41%,8.99%,8.78%,10.93%,11.85%,13.09%,9.59%,8.94%,7.74%,6.13%,10.27%,9.79%,10.24%,10.87%,9.68%,10.72%,10.82%,10.66%,11.77%,12.45%,12.96%
