,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Current
Market Capitalization,"45,816","50,455","38,914","58,280","62,396","50,573","48,729","29,093","51,974","76,079","66,223"
Market Cap Growth,40.03%,10.13%,-22.87%,49.77%,7.06%,-18.95%,-3.65%,-40.30%,78.65%,46.38%,-
Enterprise Value,"50,411","54,278","44,851","63,666","67,948","55,101","52,245","31,875","52,114","75,481","65,040"
PE Ratio,20.85,17.31,-8.60,-53.14,24.16,14.79,17.82,-48.09,11.14,9.81,8.43
PS Ratio,3.16,2.80,4.44,7.62,5.57,2.93,2.80,2.64,2.79,2.96,2.70
PB Ratio,2.97,2.85,3.01,4.17,3.83,2.61,2.25,1.43,2.34,3.07,2.39
P/FCF Ratio,44.51,51.93,-31.76,65.08,169.62,26.35,25.91,16.77,10.05,11.81,11.36
P/OCF Ratio,6.25,5.83,10.82,24.70,14.63,6.51,5.97,5.81,5.91,6.86,5.67
EV/Sales Ratio,3.48,3.01,5.12,8.32,6.06,3.19,3.01,2.89,2.80,2.94,2.65
EV/EBITDA Ratio,6.93,5.90,-13.31,27.95,15.64,6.96,6.98,11.12,5.34,5.54,4.78
EV/EBIT Ratio,13.73,10.44,-6.71,-49.90,72.63,12.28,14.01,-59.69,8.53,7.49,6.40
EV/FCF Ratio,48.97,55.86,-36.61,71.10,184.71,28.70,27.78,18.37,10.08,11.72,11.16
Debt / Equity Ratio,0.38,0.33,0.51,0.50,0.39,0.31,0.26,0.30,0.24,0.22,0.15
Debt / EBITDA Ratio,0.81,0.64,-1.97,3.07,1.47,0.77,0.74,2.13,0.55,0.39,0.30
Debt / FCF Ratio,5.74,6.08,-5.43,7.80,17.36,3.17,2.95,3.52,1.03,0.83,0.71
Quick Ratio,1.04,1.14,0.91,1.39,0.89,0.93,0.90,1.40,1.87,1.59,1.95
Current Ratio,1.42,1.60,1.43,1.67,1.20,1.36,1.18,1.69,2.12,1.90,2.43
Asset Turnover,0.49,0.54,0.28,0.29,0.38,0.53,0.48,0.31,0.50,0.65,0.59
Interest Coverage,15.60,25.80,-28.16,-4.53,3.41,18.31,20.16,-2.60,34.33,56.31,65.60
Return on Equity (ROE),15.00%,17.10%,-29.60%,-8.70%,17.80%,18.90%,13.10%,-2.90%,21.80%,33.60%,30.20%
Return on Assets (ROA),7.40%,8.70%,-14.70%,-4.10%,8.80%,10.50%,7.50%,-1.70%,12.60%,19.60%,18.80%
Return on Capital (ROIC),11.01%,12.95%,-34.12%,-5.84%,15.96%,14.16%,10.50%,-2.06%,17.42%,25.90%,24.56%
Earnings Yield,4.80%,5.78%,-11.63%,-1.88%,4.14%,6.76%,5.61%,-2.08%,8.97%,10.20%,11.90%
FCF Yield,2.25%,1.93%,-3.15%,1.54%,0.59%,3.80%,3.86%,5.96%,9.95%,8.47%,8.80%
Dividend Yield,0.40%,0.60%,0.90%,0.70%,0.60%,0.90%,1.20%,2.80%,5.20%,6.80%,2.98%
Payout Ratio,9.00%,9.50%,-8.10%,-33.80%,15.00%,12.80%,21.50%,-135.90%,57.40%,66.10%,25.13%
Buyback Yield / Dilution,-0.87%,-0.42%,0.52%,-1.41%,-4.57%,-0.30%,-0.10%,0.34%,-0.86%,-0.51%,0.68%
Total Shareholder Return,-0.47%,0.18%,1.42%,-0.71%,-3.97%,0.60%,1.10%,3.14%,4.34%,6.29%,3.66%
