,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"13,870","17,455","18,927","18,614","15,791","13,630","11,810","12,931","12,596","12,191","13,338","8,129","11,604","9,978","10,973","13,116","11,123","8,213","10,630","8,147","9,267","11,584","11,445","13,322","7,001","6,912","7,292","12,375","13,932","14,971","13,382","13,598","15,055","13,143","12,848","16,304","17,468","20,483","19,065","22,284","25,866"
Market Cap Growth,52.24%,108.73%,117.93%,63.71%,13.85%,-21.92%,-37.60%,-30.53%,-20.23%,-10.55%,12.93%,-37.13%,-7.88%,-18.15%,-17.73%,61.34%,-4.14%,-17.69%,-3.13%,-37.88%,-16.68%,41.04%,7.67%,63.51%,-24.46%,-40.33%,-36.28%,-7.11%,99.00%,116.59%,83.51%,9.89%,8.06%,-12.21%,-3.99%,19.90%,16.03%,55.84%,48.38%,36.67%,-
Enterprise Value,"20,952","24,327","24,643","25,589","23,417","21,108","19,348","20,396","20,281","19,347","20,444","14,350","17,144","15,037","16,015","17,810","16,272","13,115","15,452","12,200","14,282","16,562","16,463","17,685","11,529","10,717","11,008","15,840","17,407","18,496","16,944","17,110","18,766","16,776","16,566","19,675","20,919","23,937","22,435","25,380","28,962"
PE Ratio,-5.31,-7.41,-8.49,69.45,24.64,21.20,21.95,-40.16,-25.14,-24.09,-34.73,-8.64,-18.27,-17.88,-18.14,-177.24,-43.96,-23.81,-35.08,12.69,13.51,26.03,30.20,28.34,14.06,13.22,15.72,47.41,110.57,50.58,46.63,52.71,48.72,34.41,29.54,34.76,35.94,38.50,29.79,29.13,34.33
PS Ratio,0.61,0.77,0.82,1.48,1.22,1.05,0.96,1.04,1.31,1.75,2.93,0.66,0.93,0.80,0.87,1.01,0.84,0.61,0.77,1.20,1.35,2.26,3.38,1.88,1.00,1.08,1.27,2.35,2.88,3.14,2.72,2.74,2.96,2.49,2.36,2.88,2.94,3.31,2.97,3.36,3.90
PB Ratio,1.22,1.50,1.53,1.51,1.36,1.11,0.94,1.07,1.03,0.99,1.13,1.59,2.12,1.74,1.85,2.67,2.11,1.58,1.98,1.46,1.79,2.39,2.44,2.90,1.46,2.00,2.08,3.46,3.80,4.16,3.74,3.88,4.36,3.84,3.93,4.53,4.64,5.43,4.92,5.52,6.41
P/FCF Ratio,-198.14,-459.35,-525.75,40.91,19.91,18.47,12.78,32.17,88.09,-1741.58,-95.96,-7.89,-13.70,-10.51,-9.48,-20.66,-16.12,-12.87,-17.48,-14.79,-21.86,-25.24,-31.79,-74.01,-61.41,-81.32,-270.08,-47.97,339.81,164.52,119.48,54.39,49.52,35.62,34.54,30.19,34.52,35.32,27.67,32.67,37.93
P/OCF Ratio,12.64,15.85,16.66,11.12,7.70,6.80,5.43,8.17,9.49,10.27,12.43,85.57,89.26,-81.12,-22.58,-336.31,-139.04,483.12,85.04,37.55,23.46,35.64,25.83,28.90,13.70,15.85,24.15,1375.01,66.03,56.50,45.06,30.29,29.52,22.54,22.11,22.24,24.92,26.53,21.23,24.73,28.71
Debt / Equity Ratio,0.68,0.69,0.73,0.72,0.76,0.71,0.74,0.73,0.74,0.74,0.88,1.58,1.48,1.19,1.15,1.39,1.21,1.22,1.19,1.14,1.23,1.31,1.35,1.29,1.49,1.47,1.45,1.42,1.29,1.18,1.20,1.21,1.22,1.22,1.27,1.16,1.06,1.06,0.98,0.92,0.92
Quick Ratio,0.51,0.55,1.06,0.73,0.67,0.68,0.76,0.52,0.61,0.73,0.97,1.21,1.57,1.25,1.25,1.25,1.02,1.04,1.06,1.07,0.86,0.87,0.69,0.61,1.00,1.09,1.14,1.18,1.00,0.92,0.98,0.91,0.84,0.82,0.76,0.90,0.86,0.86,0.79,0.73,0.73
Current Ratio,1.28,1.26,1.81,1.44,1.53,1.50,1.67,1.53,1.38,1.48,1.70,2.14,2.59,2.27,2.30,2.26,2.10,2.04,2.04,1.87,1.65,1.66,1.33,1.42,1.69,2.23,2.28,2.21,1.98,2.28,2.33,2.18,2.22,2.15,2.06,2.12,2.18,2.22,2.14,1.86,1.86
