,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"58,257","110,603","110,896","113,741","110,178","117,150","133,078","176,490","140,003","121,002","112,249"
Market Cap Growth,23.95%,89.85%,0.27%,2.57%,-3.13%,6.33%,13.60%,32.62%,-20.67%,-13.57%,-
Enterprise Value,"55,944","127,309","129,364","133,474","124,708","132,626","146,927","192,062","153,544","137,407","129,595"
PE Ratio,19.01,41.35,31.34,28.24,35.50,25.30,27.79,48.94,27.78,32.20,27.50
PS Ratio,3.43,5.46,3.85,3.83,3.68,3.83,4.60,5.86,4.42,3.88,3.51
PB Ratio,3.00,2.08,2.13,2.27,2.17,2.34,2.62,3.43,2.66,2.35,2.18
P/FCF Ratio,12.77,25.54,26.58,20.22,30.47,19.95,22.10,36.13,23.42,26.42,27.75
P/OCF Ratio,11.75,22.56,21.25,16.53,23.52,16.72,18.40,28.28,19.06,20.04,20.15
EV/Sales Ratio,3.29,6.28,4.49,4.49,4.16,4.34,5.08,6.38,4.85,4.40,4.06
EV/EBITDA Ratio,12.00,25.10,15.95,15.49,13.16,14.29,18.85,25.62,17.54,15.85,14.74
EV/EBIT Ratio,14.67,33.80,24.45,23.42,18.26,20.03,28.64,40.05,25.39,23.00,21.27
EV/FCF Ratio,12.26,29.39,31.01,23.72,34.49,22.58,24.40,39.32,25.68,30.00,32.04
Debt / Equity Ratio,0.61,0.68,0.60,0.67,0.51,0.51,0.49,0.51,0.46,0.47,0.49
Debt / EBITDA Ratio,2.56,7.13,3.83,3.88,2.72,2.73,3.18,3.52,2.75,2.81,2.85
Debt / FCF Ratio,2.61,8.36,7.45,5.94,7.12,4.31,4.12,5.40,4.03,5.32,6.20
Quick Ratio,3.25,2.68,2.54,1.35,1.71,1.90,1.50,1.91,1.30,1.54,1.42
Current Ratio,3.82,3.36,3.29,1.74,2.28,2.59,2.13,2.65,1.86,2.40,2.29
Asset Turnover,0.46,0.34,0.28,0.30,0.31,0.34,0.32,0.32,0.35,0.34,0.35
Interest Coverage,35.31,13.45,5.54,5.21,5.96,4.59,4.70,5.18,10.94,9.39,8.93
Return on Equity (ROE),16.10%,9.50%,6.80%,8.00%,6.10%,9.30%,9.40%,7.10%,9.70%,7.20%,8.00%
Return on Assets (ROA),8.40%,4.50%,3.40%,4.10%,3.30%,5.20%,5.20%,3.80%,5.50%,4.10%,4.50%
Return on Capital (ROIC),10.05%,3.23%,5.26%,5.63%,4.74%,7.43%,7.52%,5.37%,6.88%,5.09%,5.51%
Earnings Yield,5.26%,2.42%,3.19%,3.54%,2.82%,3.95%,3.60%,2.04%,3.60%,3.11%,3.65%
FCF Yield,7.83%,3.92%,3.76%,4.95%,3.28%,5.01%,4.52%,2.77%,4.27%,3.79%,3.60%
Dividend Yield,1.90%,1.60%,1.90%,2.10%,2.30%,2.30%,2.20%,1.80%,2.40%,3.00%,3.27%
Payout Ratio,36.60%,50.00%,60.60%,58.90%,80.30%,58.10%,60.50%,86.60%,67.20%,96.10%,89.90%
Buyback Yield / Dilution,1.35%,-9.41%,-28.58%,2.42%,1.67%,0.78%,0.47%,-0.21%,0.19%,1.38%,0.01%
Total Shareholder Return,3.25%,-7.81%,-26.68%,4.52%,3.97%,3.08%,2.67%,1.59%,2.59%,4.38%,3.28%
