,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"11,577","10,823","11,360","15,087","15,781","13,609","11,548","11,484","13,928","12,659","12,234","13,652","12,759","14,174","13,460","12,119","10,823","10,352","7,667","6,819","8,448","9,017","10,060","9,324","5,387","8,052","11,455","11,289","13,878","13,653","12,783","14,254","10,127","8,704","7,348","7,707","7,195","8,147","7,329","6,679","5,933"
Market Cap Growth,24.43%,19.55%,-2.14%,22.53%,36.31%,25.74%,1.66%,-23.88%,-11.74%,-6.98%,5.94%,18.88%,-8.40%,11.97%,10.02%,-11.23%,-15.17%,-26.96%,-43.04%,-43.73%,-21.95%,-12.90%,31.22%,36.73%,-36.24%,-10.70%,13.87%,21.08%,157.63%,69.57%,11.59%,26.26%,-27.03%,-36.25%,-42.51%,-45.93%,-28.95%,-6.40%,-0.26%,-13.33%,-
Enterprise Value,"13,179","12,654","13,522","18,408","19,708","17,675","15,662","14,710","18,238","16,919","16,598","17,037","16,841","18,534","18,155","16,141","15,664","16,134","13,816","11,348","14,658","15,384","15,276","13,143","10,324","13,143","15,660","14,572","17,556","16,819","15,992","17,241","14,000","12,915","11,231","13,948","14,121","15,142","14,455","12,952","12,206"
PE Ratio,15.75,15.12,15.15,23.21,23.17,20.04,16.88,14.67,18.77,14.30,13.78,15.37,14.32,18.65,16.87,34.63,37.19,-18.65,-12.35,-37.26,43.55,9.82,9.44,7.98,6.33,9.89,13.51,10.50,10.25,7.17,6.44,7.99,6.09,12.24,19.19,-5.07,-3.58,-5.24,-4.54,13.89,12.40
PS Ratio,0.61,0.57,0.60,0.76,0.78,0.65,0.54,0.55,0.67,0.61,0.59,0.66,0.61,0.67,0.64,0.57,0.51,0.49,0.36,0.32,0.40,0.43,0.49,0.46,0.27,0.43,0.60,0.58,0.68,0.63,0.58,0.65,0.47,0.41,0.36,0.39,0.37,0.43,0.38,0.34,0.30
PB Ratio,2.27,2.07,2.19,3.09,3.27,2.76,2.38,2.42,2.93,2.60,2.44,2.86,2.65,3.00,2.83,2.89,2.52,4.32,3.25,2.98,3.02,3.28,3.32,2.92,1.76,2.67,3.40,2.91,3.29,2.76,2.58,2.94,2.21,2.16,1.76,3.30,3.49,4.04,3.55,2.83,2.51
P/FCF Ratio,19.36,25.53,55.14,19.88,30.00,18.72,15.17,21.43,28.72,21.42,22.28,25.14,16.66,18.85,19.97,20.89,33.40,51.00,196.59,10.67,19.29,22.60,14.13,13.36,6.89,9.87,6.64,10.36,6.62,5.57,6.65,8.63,8.99,10.99,11.50,9.40,10.87,12.93,39.83,18.25,16.21
P/OCF Ratio,9.43,9.93,12.73,10.20,12.64,9.39,7.96,9.38,12.29,10.39,10.14,11.35,8.93,10.01,10.01,9.59,10.98,11.89,11.24,5.55,8.07,9.09,7.87,7.58,4.11,6.17,5.20,7.53,5.56,4.72,5.36,6.55,6.08,6.45,6.16,5.54,5.80,6.79,9.67,7.30,6.48
Debt / Equity Ratio,0.64,0.53,0.61,0.89,0.96,0.96,0.99,0.84,1.05,1.07,1.08,0.94,1.05,1.14,1.22,1.24,1.37,2.85,3.04,2.63,2.63,2.74,2.05,1.81,2.54,2.53,2.29,1.60,1.45,1.24,1.23,1.24,1.31,1.45,1.36,3.51,4.02,4.11,4.00,3.32,3.32
Quick Ratio,0.58,0.52,0.50,0.45,0.44,0.44,0.44,0.43,0.39,0.44,0.46,0.50,0.46,0.44,0.43,0.45,0.41,0.39,0.40,0.38,0.34,0.35,0.42,0.50,0.56,0.59,0.69,0.72,0.68,0.77,0.73,0.72,0.60,0.57,0.62,0.59,0.50,0.42,0.42,0.45,0.45
Current Ratio,1.18,1.15,1.09,0.96,1.04,1.01,0.96,0.89,0.91,0.98,0.99,0.96,0.97,0.91,0.90,0.93,0.91,0.92,0.88,0.82,0.83,0.84,0.87,0.88,0.95,0.98,1.02,1.10,1.23,1.20,1.17,1.14,1.08,1.11,1.16,1.08,1.02,0.87,0.87,0.89,0.89
Interest Coverage,5.77,6.73,8.31,4.13,5.65,7.68,7.15,7.66,6.50,7.44,8.67,8.02,5.71,6.69,7.48,6.33,3.60,-12.34,5.17,6.02,7.65,4.79,15.91,8.92,6.40,1.96,11.45,14.83,14.16,16.00,13.98,12.29,11.22,-6.42,5.90,-22.98,-0.48,3.24,2.78,4.26,2.59
Return on Capital (ROIC),Upgrade,12.20%,12.16%,12.35%,9.76%,10.32%,9.59%,9.67%,11.43%,9.36%,11.69%,11.26%,12.46%,11.74%,9.31%,9.32%,4.70%,3.51%,-3.78%,-4.14%,1.75%,3.81%,8.99%,10.88%,12.87%,8.93%,8.89%,8.93%,11.78%,14.14%,18.09%,18.52%,16.67%,16.15%,8.21%,5.25%,-11.70%,-14.82%,-10.64%,-10.99%,9.53%
Dividend Yield,1.70%,1.90%,1.90%,1.50%,1.50%,1.80%,2.20%,2.30%,2.00%,2.20%,2.30%,2.10%,2.30%,2.10%,2.30%,2.50%,2.90%,3.00%,3.80%,4.30%,3.50%,3.30%,3.00%,3.20%,5.60%,3.70%,2.60%,2.70%,2.20%,2.30%,2.60%,2.30%,3.40%,4.10%,4.90%,4.90%,5.30%,4.70%,5.20%,5.70%,6.47%
Payout Ratio,30.30%,32.80%,25.70%,72.10%,31.00%,40.20%,30.20%,39.00%,46.40%,23.80%,31.80%,41.50%,48.80%,43.10%,29.10%,-30.70%,84.00%,-12.10%,35.40%,46.70%,15.60%,115.40%,21.40%,27.90%,48.80%,255.30%,19.10%,15.70%,18.20%,15.20%,18.50%,27.70%,32.60%,-26.40%,67.00%,-6.10%,-53.50%,112.20%,114.40%,19.60%,80.28%
Buyback Yield / Dilution,1.61%,1.85%,1.73%,0.13%,-0.76%,-0.50%,-0.13%,1.37%,2.13%,3.25%,3.51%,3.54%,2.94%,2.97%,3.77%,5.24%,5.13%,7.99%,11.76%,11.20%,10.54%,6.95%,1.68%,0.47%,1.86%,2.49%,1.40%,0.63%,-0.47%,-1.28%,0.95%,2.97%,7.70%,11.81%,12.28%,13.71%,6.64%,1.43%,-0.55%,-4.86%,1.25%
