,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Revenue,"12,702","13,880","15,082","18,358","20,609","22,977","21,846","24,105","29,310","32,653"
Revenue Growth (YoY),7.85%,9.27%,8.66%,21.72%,12.26%,11.49%,-4.92%,10.34%,21.59%,11.41%
Cost of Revenue,"1,875","2,079","2,226","2,628","3,170","3,444","3,785","4,240","4,990","5,831"
Gross Profit,"10,827","11,801","12,856","15,730","17,439","19,533","18,061","19,865","24,320","26,822"
"Selling, General & Admin","1,735","1,755","2,054","2,391","2,579","2,755","2,475","2,524","3,035","3,216"
Other Operating Expenses,"1,395",982,"2,919","1,195","1,906","1,777","1,505","1,537","2,472","2,606"
Operating Expenses,"3,130","2,737","4,973","3,586","4,485","4,532","3,980","4,061","5,507","5,822"
Operating Income,"7,697","9,064","7,883","12,144","12,954","15,001","14,081","15,804","18,813","21,000"
Interest Expense / Income,8,3,427,563,612,533,516,513,538,644
Other Expense / Income,-35,66,-556,-113,-464,-416,-225,-772,139,-681
Pretax Income,"7,724","8,995","8,012","11,694","12,806","14,884","13,790","16,063","18,136","21,037"
Income Tax,"2,286","2,667","2,021","4,995","2,505","2,804","2,924","3,752","3,179","3,764"
Net Income,"5,438","6,328","5,991","6,699","10,301","12,080","10,866","12,311","14,957","17,273"
Net Income Growth,9.20%,16.37%,-5.33%,11.82%,53.77%,17.27%,-10.05%,13.30%,21.49%,15.48%
Shares Outstanding (Basic),"2,264","2,221","2,170","2,104","2,049","1,999","1,953","1,946","1,906","1,873"
Shares Outstanding (Diluted),"2,794","2,724","2,678","2,654","2,586","2,529","2,479","2,443","2,391","2,340"
Shares Change,-3.56%,-2.51%,-1.69%,-0.90%,-2.56%,-2.20%,-1.98%,-1.45%,-2.13%,-2.13%
EPS (Basic),2.16,2.58,2.49,2.80,4.43,5.32,4.90,5.63,7.01,8.29
EPS (Diluted),2.16,2.58,2.48,2.80,4.42,5.32,4.89,5.63,7.00,8.28
EPS Growth,13.68%,19.44%,-3.88%,12.90%,57.86%,20.36%,-8.08%,15.13%,24.33%,18.29%
Free Cash Flow,"6,652","6,180","5,051","8,622","12,223","12,028","9,704","14,522","17,879","19,696"
Free Cash Flow Per Share,3.62,2.54,2.13,3.75,5.46,5.50,4.54,6.82,8.55,9.58
Dividend Per Share,0.400,0.480,0.560,0.660,0.825,1.000,1.200,1.280,1.500,1.800
Dividend Growth,21.21%,20.00%,16.67%,17.86%,25.00%,21.21%,20.00%,6.67%,17.19%,20.00%
Gross Margin,85.24%,85.02%,85.24%,85.68%,84.62%,85.01%,82.67%,82.41%,82.98%,82.14%
Operating Margin,60.60%,65.30%,52.27%,66.15%,62.86%,65.29%,64.46%,65.56%,64.19%,64.31%
Profit Margin,42.81%,45.59%,39.72%,36.49%,49.98%,52.57%,49.74%,51.07%,51.03%,52.90%
Free Cash Flow Margin,52.37%,44.52%,33.49%,46.97%,59.31%,52.35%,44.42%,60.24%,61.00%,60.32%
Effective Tax Rate,29.60%,29.65%,25.22%,42.71%,19.56%,18.84%,21.20%,23.36%,17.53%,17.89%
EBITDA,"8,167","9,492","8,941","12,813","14,031","16,073","15,073","17,380","19,535","22,624"
EBITDA Margin,64.30%,68.39%,59.28%,69.80%,68.08%,69.95%,69.00%,72.10%,66.65%,69.29%
Depreciation & Amortization,435,494,502,556,613,656,767,804,861,943
EBIT,"7,732","8,998","8,439","12,257","13,418","15,417","14,306","16,576","18,674","21,681"
EBIT Margin,60.87%,64.83%,55.95%,66.77%,65.11%,67.10%,65.49%,68.77%,63.71%,66.40%
