,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Cash & Equivalents,"3,469","4,590","6,646","10,905","9,653","9,043","17,190","17,381","17,138","18,050"
Short-Term Investments,"1,979","2,497","3,319","3,564","3,547","4,236","3,752","2,025","2,833","3,842"
Cash & Cash Equivalents,"5,448","7,087","9,965","14,469","13,200","13,279","20,942","19,406","19,971","21,892"
Cash Growth,26.58%,30.08%,40.61%,45.20%,-8.77%,0.60%,57.71%,-7.33%,2.91%,9.62%
Receivables,"1,608","1,255","2,508","2,554","2,790","4,590","2,882","3,726","3,952","4,474"
Other Current Assets,"2,506","1,679","1,840","2,000","2,226","3,101","3,821","4,475","6,282","7,166"
Total Current Assets,"9,562","10,021","14,313","19,023","18,216","20,970","27,645","27,607","30,205","33,532"
"Property, Plant & Equipment","1,892","1,888","2,150","2,253","2,472","2,695","2,737","2,715","3,223","3,425"
Long-Term Investments,"3,046","3,389","3,931","1,926","4,082","2,157",231,"1,705","2,136","1,921"
Goodwill and Intangibles,"23,164","23,186","42,300","42,958","42,752","42,436","43,718","43,622","42,852","44,101"
Other Long-Term Assets,905,883,"1,341","1,817","1,703","4,316","6,588","7,247","7,085","7,520"
Total Long-Term Assets,"29,007","29,346","49,722","48,954","51,009","51,604","53,274","55,289","55,296","56,967"
Total Assets,"38,569","39,367","64,035","67,977","69,225","72,574","80,919","82,896","85,501","90,499"
Accounts Payable,"1,479",907,"2,287","2,182","2,351","4,146","1,910","2,709","3,621","3,644"
Current Debt,0,0,0,"1,749",0,0,"2,999",999,"2,250",0
Other Current Liabilities,"4,527","4,448","5,759","6,063","8,954","9,269","9,601","12,031","14,982","19,454"
Total Current Liabilities,"6,006","5,355","8,046","9,994","11,305","13,415","14,510","15,739","20,853","23,098"
Long-Term Debt,0,0,"15,882","16,618","16,630","16,729","21,071","19,978","20,200","20,463"
Other Long-Term Liabilities,"5,150","4,170","7,195","8,605","7,284","7,746","9,128","9,590","8,867","8,205"
Total Long-Term Liabilities,"5,150","4,170","23,077","25,223","23,914","24,475","30,199","29,568","29,067","28,668"
Total Liabilities,"11,156","9,525","31,123","35,217","35,219","37,890","44,709","45,307","49,920","51,766"
Total Debt,0,0,"15,882","18,367","16,630","16,729","24,070","20,977","22,450","20,463"
Debt Growth,-,-,-,15.65%,-9.46%,0.60%,43.88%,-12.85%,7.02%,-8.85%
Common Stock,"18,299","18,073","22,908","22,374","22,141","21,832","21,768","21,802","21,834","22,010"
Retained Earnings,"9,131","11,843","10,462","9,508","11,318","13,502","14,088","15,351","16,116","18,040"
Comprehensive Income,-17,-74,-458,878,547,-650,354,436,"-2,369","-1,317"
Shareholders' Equity,"27,413","29,842","32,912","32,760","34,006","34,684","36,210","37,589","35,581","38,733"
Net Cash / Debt,"5,448","7,087","-5,917","-3,898","-3,430","-3,450","-3,128","-1,571","-2,479","1,429"
Net Cash / Debt Growth,26.58%,30.08%,-,-,-,-,-,-,-,-
Net Cash Per Share,1.95,2.60,-2.21,-1.47,-1.33,-1.36,-1.26,-0.64,-1.04,0.61
Working Capital,"3,556","4,666","6,267","9,029","6,911","7,555","13,135","11,868","9,352","10,434"
Book Value Per Share,14.92,12.27,13.85,14.26,15.19,15.86,16.93,17.65,17.02,18.84
