,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Net Income,"5,438","6,328","5,991","6,699","10,301","12,080","10,866","12,311","14,957","17,273"
Depreciation & Amortization,435,494,502,556,613,656,767,804,861,943
Share-Based Compensation,82,103,158,235,327,407,416,542,602,765
Other Operating Activities,"1,250",-341,"-1,077","1,827","1,700",-359,"-1,609","1,570","2,429","1,774"
Operating Cash Flow,"7,205","6,584","5,574","9,317","12,941","12,784","10,440","15,227","18,849","20,755"
Operating Cash Flow Growth,138.42%,-8.62%,-15.34%,67.15%,38.90%,-1.21%,-18.34%,45.85%,23.79%,10.11%
Capital Expenditures,-553,-404,-523,-695,-718,-756,-736,-705,-970,"-1,059"
Acquisitions,-149,-93,"-9,082",-302,-196,-699,-77,-75,"-1,948",0
Change in Investments,-239,-938,"-1,311","1,732","-2,186",842,"2,168",519,"-1,498",-922
Other Investing Activities,-,-,-,-,16,22,72,109,128,-25
Investing Cash Flow,-941,"-1,435","-10,916",735,"-3,084",-591,"1,427",-152,"-4,288","-2,006"
Dividends Paid,"-1,006","-1,177","-1,350","-1,579","-1,918","-2,269","-2,664","-2,798","-3,203","-3,751"
Share Issuance / Repurchase,"-4,113","-2,936","-6,984","-6,818","-7,122","-8,556","-8,084","-8,612","-11,513","-11,971"
Debt Issued / Paid,0,0,"15,873","2,473","-1,750",0,"7,212","-3,000","2,218","-2,250"
Other Financing Activities,"-1,359",510,-62,-,-,"-1,236",-432,-,-198,200
Financing Cash Flow,"-6,478","-3,603","7,477","-5,924","-10,790","-12,061","-3,968","-14,410","-12,696","-17,772"
Exchange Rate Effect,-1,1,-34,236,-101,-277,440,-37,"-1,287",636
Net Cash Flow,-215,"1,547","2,101","4,364","-1,034",-145,"8,339",628,578,"1,613"
Free Cash Flow,"6,652","6,180","5,051","8,622","12,223","12,028","9,704","14,522","17,879","19,696"
Free Cash Flow Growth,160.76%,-7.10%,-18.27%,70.70%,41.77%,-1.60%,-19.32%,49.65%,23.12%,10.16%
Free Cash Flow Margin,52.37%,44.52%,33.49%,46.97%,59.31%,52.35%,44.42%,60.24%,61.00%,60.32%
Free Cash Flow Per Share,3.62,2.54,2.13,3.75,5.46,5.50,4.54,6.82,8.55,9.58
