,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"132,514","169,040","194,721","240,000","333,710","373,453","425,509","473,749","368,265","469,994","558,918"
Market Cap Growth,7.82%,27.56%,15.19%,23.25%,39.05%,11.91%,13.94%,11.34%,-22.27%,27.62%,-
Enterprise Value,"127,066","161,953","200,638","243,898","337,140","376,903","428,637","475,320","370,744","468,565","559,409"
PE Ratio,24.37,26.71,32.50,35.83,32.40,30.92,39.16,38.48,24.62,27.21,32.09
PS Ratio,10.43,12.18,12.91,13.07,16.19,16.25,19.48,19.65,12.56,14.39,16.76
PB Ratio,4.83,5.66,5.92,7.33,9.81,10.77,11.75,12.60,10.35,12.13,14.07
P/FCF Ratio,19.92,27.35,38.55,27.84,27.30,31.05,43.85,32.62,20.60,23.86,29.23
P/OCF Ratio,18.39,25.67,34.93,25.76,25.79,29.21,40.76,31.11,19.54,22.64,27.67
EV/Sales Ratio,10.00,11.67,13.30,13.29,16.36,16.40,19.62,19.72,12.65,14.35,16.77
EV/EBITDA Ratio,15.56,17.06,22.44,19.04,24.03,23.45,28.44,27.35,18.98,20.71,23.55
EV/EBIT Ratio,16.43,18.00,23.78,19.90,25.13,24.45,29.96,28.68,19.85,21.61,24.54
EV/FCF Ratio,19.10,26.21,39.72,28.29,27.58,31.34,44.17,32.73,20.74,23.79,29.26
Debt / Equity Ratio,-,-,0.48,0.56,0.49,0.48,0.66,0.56,0.63,0.53,0.52
Debt / EBITDA Ratio,-,-,1.78,1.43,1.19,1.04,1.60,1.21,1.15,0.90,0.87
Debt / FCF Ratio,-,-,3.14,2.13,1.36,1.39,2.48,1.44,1.26,1.04,1.08
Quick Ratio,1.17,1.56,1.55,1.70,1.41,1.33,1.64,1.47,1.15,1.14,1.12
Current Ratio,1.59,1.87,1.78,1.90,1.61,1.56,1.91,1.75,1.45,1.45,1.45
Asset Turnover,0.34,0.36,0.25,0.28,0.30,0.32,0.28,0.30,0.35,0.37,0.37
Interest Coverage,966.50,2999.33,19.76,21.77,21.92,28.92,27.72,32.31,34.71,33.67,32.85
Return on Equity (ROE),20.00%,22.10%,19.30%,21.10%,30.60%,35.00%,30.70%,32.70%,41.80%,45.10%,46.10%
Return on Assets (ROA),14.50%,16.20%,10.10%,10.40%,15.10%,17.00%,14.20%,15.10%,17.90%,19.60%,20.10%
Return on Capital (ROIC),19.77%,21.37%,12.08%,13.61%,20.58%,23.68%,18.41%,20.68%,26.74%,29.13%,29.44%
Earnings Yield,4.10%,3.74%,3.08%,2.79%,3.09%,3.23%,2.55%,2.60%,4.06%,3.68%,3.22%
FCF Yield,5.02%,3.66%,2.59%,3.59%,3.66%,3.22%,2.28%,3.07%,4.85%,4.19%,3.42%
Dividend Yield,0.70%,0.70%,0.70%,0.60%,0.50%,0.60%,0.60%,0.60%,0.80%,0.80%,0.75%
Payout Ratio,18.50%,18.60%,22.50%,23.60%,18.60%,18.80%,24.50%,22.70%,21.40%,21.70%,23.96%
Buyback Yield / Dilution,3.56%,2.51%,1.69%,0.90%,2.56%,2.20%,1.98%,1.45%,2.13%,2.13%,2.46%
Total Shareholder Return,4.26%,3.21%,2.39%,1.50%,3.06%,2.80%,2.58%,2.05%,2.93%,2.93%,3.21%
