,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Cash & Equivalents,"1,758","1,629","1,868","2,362","2,873","2,856","2,827","2,198","2,043","2,155"
Cash & Cash Equivalents,"1,758","1,629","1,868","2,362","2,873","2,856","2,827","2,198","2,043","2,155"
Cash Growth,-21.55%,-7.34%,14.67%,26.45%,21.63%,-0.59%,-1.02%,-22.25%,-7.05%,5.48%
Receivables,"12,031","11,451","10,465","10,248","11,011","10,274","11,333","12,409","13,243","10,561"
Total Assets,"515,581","496,842","498,264","498,301","491,984","525,064","586,481","596,112","522,228","539,306"
Deferred Revenue,"21,324","21,318","19,634","19,030","19,248","18,269","18,660","19,313","18,338","17,387"
Total Liabilities,"408,309","406,632","421,406","432,593","434,675","457,637","519,282","527,200","478,774","488,005"
Total Debt,"31,217","29,249","30,912","31,640","34,540","35,350","37,534","30,163","27,179","22,387"
Debt Growth,-25.13%,-6.30%,5.69%,2.36%,9.17%,2.35%,6.18%,-19.64%,-9.89%,-17.63%
Common Stock,"66,506","56,178","44,359","38,249","36,890","37,609","37,347","35,484","28,693","21,872"
Retained Earnings,"29,775","30,943","28,711","21,457","20,884","23,084","15,504","23,785","34,893","37,516"
Comprehensive Income,"10,617","2,537","3,230","5,465","-1,413","4,982","13,511","6,687","-22,616","-14,037"
Shareholders' Equity,"106,898","89,658","76,300","65,171","56,361","65,675","66,362","65,956","40,970","45,351"
Net Cash / Debt,"-29,459","-27,620","-29,044","-29,278","-31,667","-32,494","-34,707","-27,965","-25,136","-20,232"
Net Cash Per Share,-20.35,-20.70,-26.62,-31.46,-34.79,-36.53,-39.92,-32.33,-31.90,-27.90
Book Value Per Share,74.86,68.98,69.93,70.03,62.73,74.91,76.34,77.20,52.62,63.03
