,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Revenue,"64,406","58,327","52,367","49,520","47,389","49,746","43,736","52,157","54,450","46,802"
Revenue Growth (YoY),-6.49%,-9.44%,-10.22%,-5.44%,-4.30%,4.97%,-12.08%,19.25%,4.40%,-14.05%
Cost of Revenue,"32,049","35,076","36,142","33,564","31,166","29,234","28,428","26,908","24,962","29,181"
Gross Profit,"32,357","23,251","16,225","15,956","16,223","20,512","15,308","25,249","29,488","17,621"
"Selling, General & Admin","20,053","17,922","15,510","13,395","14,688","13,701","12,607","13,252","13,679","13,307"
Other Operating Expenses,"-2,197",11,-545,-68,-38,0,"8,525","-3,044",82,-643
Operating Expenses,"17,856","17,933","14,965","13,327","14,650","13,701","21,132","10,208","13,761","12,664"
Operating Income,"14,501","5,318","1,260","2,629","1,573","6,811","-5,824","15,041","15,727","4,957"
Interest Expense / Income,"1,718","1,281","1,260","1,168","1,309","1,417","1,457","1,305","1,125","1,136"
Other Expense / Income,"2,327",782,664,19,116,880,123,928,"1,350",198
Pretax Income,"10,456","3,255",-664,"1,442",148,"4,514","-7,404","12,808","13,252","3,623"
Income Tax,"2,927","1,059",185,"7,526",154,"1,166","-1,460","2,441","3,025",-20
Net Income,"7,529","2,196",-849,"-6,084",-6,"3,348","-5,944","10,367","10,227","3,643"
Preferred Dividends,0,0,0,0,0,22,29,29,29,29
Net Income Common,"7,529","2,196",-849,"-6,084",-6,"3,326","-5,973","10,338","10,198","3,614"
Net Income Growth,-17.13%,-70.83%,-,-,-,-,-,-,-1.35%,-64.56%
Shares Outstanding (Basic),"1,428","1,300","1,091",931,898,877,869,854,779,720
Shares Outstanding (Diluted),"1,448","1,334","1,091",931,910,890,869,865,788,725
Shares Change,-2.27%,-7.81%,-18.24%,-14.71%,-2.19%,-2.27%,-2.27%,-0.51%,-8.90%,-7.96%
EPS (Basic),5.27,1.69,-0.78,-6.54,-0.01,3.79,-6.88,12.10,13.10,5.02
EPS (Diluted),5.20,1.65,-0.78,-6.54,-0.01,3.74,-6.88,11.95,12.94,4.98
EPS Growth,-15.17%,-68.27%,-,-,-,-,-,-,8.28%,-61.51%
Free Cash Flow,"5,007","2,877","3,502","-7,818",-394,"-1,807","1,038","6,223","4,134","6,243"
Free Cash Flow Per Share,3.51,2.21,3.21,-8.40,-0.44,-2.06,1.19,7.28,5.31,8.68
Dividend Per Share,0.500,0.810,1.280,1.280,1.280,1.280,1.280,1.280,1.280,1.400
Dividend Growth,150.00%,62.00%,58.02%,0%,0%,0%,0%,0%,0%,9.38%
Gross Margin,50.24%,39.86%,30.98%,32.22%,34.23%,41.23%,35.00%,48.41%,54.16%,37.65%
Operating Margin,22.51%,9.12%,2.41%,5.31%,3.32%,13.69%,-13.32%,28.84%,28.88%,10.59%
Profit Margin,11.69%,3.76%,-1.62%,-12.29%,-0.01%,6.69%,-13.66%,19.82%,18.73%,7.72%
Free Cash Flow Margin,7.77%,4.93%,6.69%,-15.79%,-0.83%,-3.63%,2.37%,11.93%,7.59%,13.34%
Effective Tax Rate,27.99%,32.53%,-,521.91%,104.05%,25.83%,-,19.06%,22.83%,-0.55%
EBITDA,"16,622","9,165","4,686","6,484","6,819","10,937","-1,827","18,655","18,786","8,973"
EBITDA Margin,25.81%,15.71%,8.95%,13.09%,14.39%,21.99%,-4.18%,35.77%,34.50%,19.17%
Depreciation & Amortization,"4,448","4,629","4,090","3,874","5,362","5,006","4,120","4,542","4,409","4,214"
EBIT,"12,174","4,536",596,"2,610","1,457","5,931","-5,947","14,113","14,377","4,759"
EBIT Margin,18.90%,7.78%,1.14%,5.27%,3.07%,11.92%,-13.60%,27.06%,26.40%,10.17%
