,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"78,409","76,658","67,082","53,560","34,864","44,655","32,617","47,211","46,986","47,563","49,171"
Market Cap Growth,4.32%,-2.23%,-12.49%,-20.16%,-34.91%,28.08%,-26.96%,44.74%,-0.48%,1.23%,-
Enterprise Value,"107,868","104,278","96,126","82,838","66,531","77,149","67,324","75,176","72,122","67,795","69,403"
PE Ratio,10.41,34.91,-79.01,-8.80,-5810.67,13.43,-5.46,4.57,4.61,13.16,14.06
PS Ratio,1.22,1.31,1.28,1.08,0.74,0.90,0.75,0.91,0.86,1.02,1.05
PB Ratio,0.73,0.86,0.88,0.82,0.62,0.68,0.49,0.72,1.15,1.05,1.08
P/FCF Ratio,15.66,26.65,19.16,-6.85,-88.49,-24.71,31.42,7.59,11.37,7.62,7.88
P/OCF Ratio,15.66,26.65,19.16,-6.85,-88.49,-24.71,31.42,7.59,11.37,7.62,7.88
EV/Sales Ratio,1.67,1.79,1.84,1.67,1.40,1.55,1.54,1.44,1.32,1.45,1.48
EV/EBITDA Ratio,6.49,11.38,20.51,12.78,9.76,7.05,-36.85,4.03,3.84,7.56,7.73
EV/EBIT Ratio,8.86,22.99,161.29,31.74,45.66,13.01,-11.32,5.33,5.02,14.25,14.58
EV/FCF Ratio,21.54,36.25,27.45,-10.60,-168.86,-42.69,64.86,12.08,17.45,10.86,11.12
Debt / Equity Ratio,0.29,0.33,0.41,0.49,0.61,0.54,0.57,0.46,0.66,0.49,0.49
Debt / EBITDA Ratio,1.88,3.19,6.60,4.88,5.07,3.23,-20.54,1.62,1.45,2.49,2.49
Debt / FCF Ratio,6.23,10.17,8.83,-4.05,-87.66,-19.56,36.16,4.85,6.57,3.59,3.59
Asset Turnover,0.12,0.12,0.10,0.10,0.10,0.10,0.08,0.09,0.10,0.09,0.09
Interest Coverage,7.09,3.54,0.47,2.23,1.11,4.19,-4.08,10.81,12.78,4.19,4.19
Return on Equity (ROE),7.00%,2.20%,-1.00%,-8.50%,0.00%,5.20%,-9.40%,15.90%,22.50%,8.40%,8.40%
Return on Assets (ROA),1.40%,0.40%,-0.20%,-1.20%,0.00%,0.60%,-1.10%,1.70%,1.90%,0.70%,0.70%
Return on Capital (ROIC),7.56%,3.02%,1.18%,-11.46%,-0.07%,5.00%,-5.61%,12.67%,17.81%,7.36%,7.36%
Earnings Yield,9.60%,2.86%,-1.27%,-11.36%,-0.02%,7.45%,-18.31%,21.90%,21.70%,7.60%,7.35%
FCF Yield,6.39%,3.75%,5.22%,-14.60%,-1.13%,-4.05%,3.18%,13.18%,8.80%,13.13%,12.70%
Dividend Yield,0.90%,1.30%,2.00%,2.10%,3.20%,2.50%,3.40%,2.30%,2.00%,2.10%,2.06%
Payout Ratio,9.50%,47.90%,-164.10%,-19.60%,-12800.00%,33.80%,-18.60%,10.60%,9.80%,27.90%,28.92%
Buyback Yield / Dilution,2.27%,7.81%,18.24%,14.71%,2.19%,2.27%,2.27%,0.51%,8.90%,7.96%,7.96%
Total Shareholder Return,3.17%,9.11%,20.24%,16.81%,5.39%,4.77%,5.67%,2.81%,10.90%,10.06%,10.01%
