,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"26,796","29,055","27,118","31,722","30,685","31,187","23,740","26,609","29,742","27,711","27,523","25,016","27,015","28,171","27,869","29,728","27,887","25,256","26,411","24,523","26,626","27,551","28,003","31,565","19,709","25,022","28,808","34,065","35,580","40,251","33,944","40,937","30,932","27,006","26,012","29,552","31,415","34,912","30,570","35,264","33,462"
Market Cap Growth,40.05%,39.12%,13.59%,17.77%,14.51%,7.34%,-12.46%,-16.12%,-3.07%,-11.15%,15.94%,-5.99%,-9.17%,1.66%,1.26%,18.83%,3.22%,-10.35%,-5.23%,-17.51%,-4.52%,9.09%,6.03%,28.72%,-25.98%,-9.18%,2.87%,7.92%,80.52%,60.86%,17.83%,20.17%,-13.06%,-32.90%,-23.37%,-27.81%,1.56%,29.27%,17.52%,19.33%,-
Enterprise Value,"27,149","29,525","27,428","34,553","34,159","34,520","26,878","29,461","32,976","31,154","30,952","27,569","30,047","31,171","30,246","32,383","31,701","29,243","30,289","28,576","31,800","32,773","32,787","36,136","24,773","29,866","33,060","38,749","40,725","47,033","40,339","47,331","37,926","33,929","32,524","36,033","38,041","41,345","36,301","40,545","38,743"
PE Ratio,12.86,13.65,11.93,15.09,26.41,28.02,20.20,18.93,20.78,18.93,32.49,28.66,31.30,28.49,15.63,18.65,17.53,17.23,21.40,18.29,20.19,22.58,23.16,25.40,16.79,24.92,26.70,32.17,29.80,26.43,23.82,28.45,28.67,24.80,24.22,28.80,24.70,26.43,21.56,27.77,26.53
PS Ratio,1.81,1.94,1.79,2.15,2.07,2.10,1.62,1.87,2.07,1.97,1.96,1.75,1.88,1.96,1.92,2.02,1.85,1.64,1.71,1.60,1.75,1.82,1.85,2.08,1.32,1.80,2.10,2.46,2.48,2.57,2.07,2.44,1.80,1.54,1.47,1.67,1.77,1.95,1.69,1.93,1.83
PB Ratio,4.47,4.66,4.43,6.12,6.04,6.03,4.64,5.34,5.76,5.18,5.47,5.18,5.20,5.00,4.72,5.35,5.22,5.17,5.30,5.30,5.43,5.42,5.34,5.97,4.17,5.18,5.43,5.99,6.09,6.45,5.43,6.51,4.97,4.37,4.31,4.48,4.40,4.59,3.94,4.50,4.27
P/FCF Ratio,17.76,25.92,27.12,32.91,76.14,38.08,24.91,18.16,15.06,21.46,21.54,25.76,29.75,19.67,22.14,24.61,29.08,27.75,32.05,22.64,20.92,19.42,16.58,18.94,12.44,16.16,17.85,18.66,18.54,19.78,19.23,34.37,38.86,76.72,97.79,66.41,34.60,28.52,19.48,18.94,17.97
P/OCF Ratio,13.12,17.11,17.54,20.76,32.78,23.75,16.07,14.04,12.38,16.22,16.33,18.52,21.09,15.67,17.34,18.96,20.95,20.16,21.95,16.72,16.34,15.15,13.52,15.18,9.92,13.03,14.60,15.99,15.70,16.85,16.38,26.21,24.15,31.96,31.26,30.69,23.24,20.30,14.56,14.63,13.88
Debt / Equity Ratio,0.57,0.54,0.55,0.77,0.91,0.87,0.89,0.86,0.83,0.96,0.88,0.91,0.85,0.82,0.80,0.75,0.98,1.04,1.01,1.08,1.23,1.23,1.20,1.11,1.48,1.48,1.20,1.16,1.21,1.30,1.23,1.19,1.29,1.28,1.26,1.16,1.14,1.02,0.90,0.88,0.88
Quick Ratio,1.33,1.23,1.23,0.82,0.87,0.93,0.94,0.89,0.91,1.09,0.88,1.06,1.04,1.08,1.19,1.13,1.18,1.12,1.11,0.87,0.88,0.92,0.99,0.92,0.91,0.95,1.07,0.96,0.97,0.88,0.86,0.89,0.91,0.93,0.94,0.94,1.04,0.94,0.96,0.96,0.96
Current Ratio,1.95,1.82,1.82,1.32,1.48,1.53,1.53,1.43,1.48,1.62,1.44,1.55,1.56,1.61,1.65,1.66,1.76,1.70,1.71,1.36,1.40,1.43,1.49,1.41,1.36,1.35,1.52,1.41,1.43,1.36,1.34,1.42,1.48,1.50,1.52,1.52,1.68,1.49,1.48,1.47,1.47
