,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Net Income,152,166,313,189,197,209,190,213,221,216,243,290,282,313,318,341,666,381,425,436,450,424,435,432,427,12,225,289,424,588,616,504,498,396,332,611,621,488,444,400
Depreciation & Amortization,100,96,100,117,73,113,121,116,121,112,133,142,128,124,134,113,116,122,121,114,132,134,141,165,193,204,112,103,159,152,165,136,172,67,260,121,117,118,112,122
Share-Based Compensation,3,19,0,10,24,6,9,7,2,4,7,4,8,18,9,8,13,18,10,12,1,20,12,12,-3,21,2,11,14,22,13,12,12,33,19,16,16,33,22,18
Other Operating Activities,758,419,-92,-130,-111,-230,97,-20,54,42,-53,58,-126,398,-777,451,-362,183,155,-770,-23,-106,-483,-216,110,"-1,564",-425,255,269,"-1,452",-214,628,423,"1,058","-2,487","2,252",687,519,-453,468
Operating Cash Flow,"1,013",700,321,186,183,98,417,316,398,374,330,494,292,853,-316,913,433,704,711,-208,560,472,105,393,727,"-1,327",-86,658,866,-690,580,"1,280","1,105","1,554","-1,876","3,000","1,441","1,158",125,"1,008"
Operating Cash Flow Growth,-,-,-,-22.82%,-81.93%,-86.00%,29.91%,69.89%,117.49%,281.63%,-20.86%,56.33%,-26.63%,128.07%,-,84.82%,48.29%,-17.47%,-,-,29.33%,-32.95%,-85.23%,-,29.82%,-,-,67.43%,19.12%,-,-,94.53%,27.60%,-,-,134.38%,30.41%,-25.48%,-,-66.40%
Capital Expenditures,-96,-47,-41,-47,-173,-54,-66,-64,-100,-50,-54,-63,-133,-53,-94,-106,-159,-89,-121,-122,100,15,-25,-37,-48,-16,-37,54,-119,-10,-22,-27,-65,-51,-5,-85,15,-52,-39,-33
Acquisitions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-533,0,-129,0,0,0,-3,0,0,0,0,0,-14,-151,-143,-91,-1,-20,0,0,0
Change in Investments,"-2,564","-4,978",-522,"-1,741","-2,537","-1,678","-3,156",848,"-1,598","-2,259","-3,251","-2,986","-2,482","-1,079",-635,"-1,923",137,"-1,016","-2,110","-1,019","-1,748","-1,304",266,-400,"-2,107","-8,574",944,"2,009",-329,-640,-416,"-1,011","-6,764","-3,537","-8,708",974,-114,"1,771","2,966",591
Other Investing Activities,-11,-11,-11,-9,-157,-8,-8,-10,-11,-12,-11,-13,-12,-11,-13,-10,-38,-13,-24,-16,-366,-53,-58,-61,66,-175,262,37,-189,-422,-193,-232,-519,-183,-644,-5,-39,-227,222,-176
Investing Cash Flow,"-2,671","-5,036",-574,"-1,797","-2,867","-1,740","-3,230",774,"-1,709","-2,321","-3,316","-3,062","-2,627","-1,143",-742,"-2,039",-60,"-1,118","-2,255","-1,690","-2,014","-1,471",183,-498,"-2,089","-8,768","1,169","2,100",-637,"-1,072",-631,"-1,284","-7,499","-3,914","-9,448",883,-158,"1,492","3,149",382
