,2013-12-29,2014-03-30,2014-06-29,2014-09-28,2014-12-28,2015-03-29,2015-06-28,2015-10-04,2016-01-03,2016-04-03,2016-07-03,2016-10-02,2017-01-01,2017-04-02,2017-07-02,2017-10-01,2017-12-31,2018-04-01,2018-07-01,2018-09-30,2018-12-30,2019-03-31,2019-06-30,2019-09-29,2019-12-29,2020-04-05,2020-07-05,2020-10-04,2021-01-03,2021-04-04,2021-07-04,2021-10-03,2022-01-02,2022-04-03,2022-07-03,2022-10-02,2023-01-01,2023-04-02,2023-07-02,2023-10-01
Cash & Equivalents,173.24,224.11,205.26,203.68,174.82,168.92,192.17,195.07,237.93,210.73,248.08,311.66,359.27,288.33,616.31,709.49,202.13,180.8,163.39,149.51,163.11,134.25,150.02,392.97,191.88,195.15,218.54,258.29,402.04,988.23,572.81,487.37,603.32,669.76,360.86,400.74,454.36,"2,267","1,332","1,137"
Short-Term Investments,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193.96,739.06,292.97
Cash & Cash Equivalents,173.24,224.11,205.26,203.68,174.82,168.92,192.17,195.07,237.93,210.73,248.08,311.66,359.27,288.33,616.31,709.49,202.13,180.8,163.39,149.51,163.11,134.25,150.02,392.97,191.88,195.15,218.54,258.29,402.04,988.23,572.81,487.37,603.32,669.76,360.86,400.74,454.36,"2,461","2,071","1,430"
Cash Growth,1.05%,78.05%,82.50%,53.95%,0.91%,-24.63%,-6.38%,-4.23%,36.10%,24.75%,29.10%,59.77%,50.99%,36.82%,148.43%,127.65%,-43.74%,-37.29%,-73.49%,-78.93%,-19.31%,-25.75%,-8.19%,162.83%,17.64%,45.36%,45.68%,-34.27%,109.53%,406.41%,162.11%,88.69%,50.07%,-32.23%,-37.00%,-17.78%,-24.69%,267.47%,473.90%,256.76%
Receivables,466.75,442.98,443.72,427.01,470.56,415.38,425.7,414.19,415.06,436.76,435.82,443.28,425.59,411.08,440.41,440.65,552.3,575.74,564.04,551.39,632.67,623.93,654.45,646.29,725.18,626.15,708.8,797.91,"1,155",978.6,992.6,947.81,707.94,941.72,932.13,540.87,612.78,586.92,626.94,644.57
Inventory,260.86,279.03,277.99,281.62,285.46,291.12,304.75,313.05,259.49,314.06,300.26,306.04,246.85,264.63,275.09,295.18,351.68,374.81,366.96,354.24,338.35,376.51,414.33,391.82,356.94,393.16,477.71,486.56,514.57,529.91,513.43,645.42,425.89,645.92,624.3,378.26,405.46,429.42,436.82,435.7
Other Current Assets,143.99,151.46,153.68,162.04,137.71,147.11,147.71,151.53,120.68,88.27,94.78,92.59,158.23,152.53,102.02,100.35,93.84,102.66,108.02,110.35,100.51,112.96,118.96,117.33,100.38,127.37,126.37,133.06,167.21,177.83,181.15,170.21,703.63,197.11,190.48,"1,797","1,816",318.12,388.63,403.28
Total Current Assets,"1,045","1,098","1,081","1,074","1,069","1,023","1,070","1,074","1,033","1,050","1,079","1,154","1,190","1,117","1,434","1,546","1,200","1,234","1,202","1,165","1,235","1,248","1,338","1,548","1,374","1,342","1,531","1,676","2,239","2,675","2,260","2,251","2,441","2,455","2,108","3,116","3,289","3,796","3,523","2,913"
"Property, Plant & Equipment",183.19,182.67,179.68,177.32,176.19,168.5,166.32,164.18,137.56,168.13,167.2,175.23,145.49,153.94,154.16,157.67,298.07,307.23,304.54,317.05,318.59,484.39,490.65,472.93,485.5,510.18,518.01,530.34,575.54,584.41,587.56,746.37,649.57,749,742.98,620.52,671.3,659.07,657.99,645.89
Long-Term Investments,1.32,1.3,1.33,1.39,1.57,1.6,1.63,1.57,0,1.38,1.45,1.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goodwill and Intangibles,"2,604","2,580","2,559","2,520","2,774","2,723","2,730","2,678","2,723","2,778","2,727","2,766","2,668","2,788","2,810","2,814","4,349","4,332","4,212","4,144","4,152","4,107","4,324","4,187","4,395","4,252","4,296","4,344","4,813","5,157","5,406","11,581","10,449","11,310","11,015","9,774","9,859","9,801","9,716","9,555"
Other Long-Term Assets,113.82,109.17,115.79,113.71,106.92,112.42,114.33,113.9,273.07,213.65,219.8,207.87,273.07,282.32,207.37,221.2,244.3,252.53,239.14,235.35,270.02,247.8,246.17,280.75,284.17,280.41,291.56,315.65,333.05,346.7,486.31,321.67,"1,461",334.79,324.25,312.3,311.05,382.87,321.57,307.03
Total Long-Term Assets,"2,902","2,873","2,856","2,812","3,059","3,006","3,012","2,958","3,133","3,161","3,115","3,151","3,087","3,224","3,171","3,193","4,892","4,892","4,755","4,697","4,741","4,839","5,061","4,941","5,164","5,043","5,105","5,190","5,721","6,088","6,479","12,649","12,560","12,394","12,082","10,707","10,841","10,843","10,695","10,508"
Total Assets,"3,947","3,971","3,937","3,886","4,128","4,028","4,083","4,032","4,166","4,211","4,194","4,305","4,277","4,341","4,605","4,739","6,091","6,126","5,958","5,862","5,976","6,086","6,399","6,489","6,539","6,384","6,637","6,866","7,960","8,763","8,739","14,900","15,001","14,848","14,190","13,824","14,130","14,638","14,219","13,422"
Accounts Payable,166.88,168.04,155.42,160.51,173.95,157.47,170.68,149.68,140.98,159.48,156.44,162.32,168.03,158.12,153.75,163.74,222.09,215.4,197.13,180.69,220.95,219.34,188.05,190.26,235.86,233.23,255.14,258.04,327.33,339.33,324.71,320.44,324.81,376.69,333.71,275.82,272.83,266.88,235.72,188.3
Current Debt,2.62,2.63,1.05,1.16,1.08,1.08,1.97,1.11,1.12,1.14,1.15,1.16,1.17,2.19,2.23,1.29,217.31,217.75,17.32,20.07,14.86,13.33,8.21,506.65,9.97,9.65,346.34,360.22,380.95,358.44,4.67,4.49,4.24,3.73,4.18,503.55,470.93,479.42,478.94,727.54
Other Current Liabilities,433.29,434.8,422.13,405.77,422.28,392.03,401.69,403.49,419.38,393.93,403.59,384.51,434.15,440.3,433.41,432.48,511.5,492.83,498.25,485.99,535.83,509.59,510.54,491.19,517,487.26,561.78,626.54,943.92,822.75,793.44,820.11,884.69,882.63,705.92,706.36,800.73,817.43,652.17,532
Total Current Liabilities,602.8,605.46,578.6,567.43,597.31,550.58,574.34,554.28,561.49,554.55,561.18,547.99,603.36,600.61,589.39,597.51,950.9,925.98,712.69,686.75,771.63,742.27,706.8,"1,188",762.83,730.14,"1,163","1,245","1,652","1,521","1,123","1,145","1,214","1,263","1,044","1,486","1,544","1,564","1,367","1,448"
Long-Term Debt,932.1,926.9,894.28,858.58,"1,045","1,015",986.45,"1,027","1,012","1,120","1,057","1,132","1,045","1,053","1,089","1,109","1,789","1,860","1,984","1,883","1,877","2,017","2,268","1,904","2,210","2,190","1,803","1,668","1,798","2,412","2,538","5,284","5,127","5,044","4,667","4,041","4,093","4,030","4,028","3,286"
