,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
reportedCurrency,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD
operatingCashflow,12987000000,12000000000,12627000000,15466000000,14427000000,11451000000,13993000000,17003000000,22677000000,19289000000,21890000000,25539000000,24934000000,25106000000,19422000000,23353000000,23614000000,23509000000,28666000000,30656000000
paymentsForOperatingActivities,,374000000,396000000,442000000,449000000,430000000,493000000,527000000,554000000,,,,,,,,,,,
proceedsFromOperatingActivities,,,,,,,,,,,,,,,,,,,,
changeInOperatingLiabilities,3030000000,-735000000,1276000000,1851000000,5243000000,-4329000000,1689000000,3690000000,5783000000,-4375000000,3598000000,3072000000,6066000000,-5683000000,2784000000,4229000000,3659000000,-5802000000,1762000000,4587000000
changeInOperatingAssets,2854000000,-907000000,1057000000,612000000,4199000000,-2487000000,324000000,3834000000,6183000000,-2801000000,3860000000,3664000000,6218000000,-3588000000,2814000000,2744000000,5393000000,-3708000000,3461000000,4445000000
depreciationDepletionAndAmortization,2580000000,2613000000,2835000000,2920000000,3413000000,3108000000,3386000000,3478000000,3725000000,2753000000,2945000000,3304000000,3439000000,3782000000,3899000000,4046000000,4201000000,3186000000,3397000000,3800000000
capitalExpenditures,7081000000,4638000000,6126000000,6732000000,6052000000,6005000000,5391000000,5406000000,5479000000,5942000000,5496000000,6819000000,6383000000,9786000000,6828000000,7276000000,7595000000,6289000000,6888000000,8055000000
changeInReceivables,2887000000,-1172000000,1146000000,1000000,4365000000,-2602000000,80000000,3601000000,5445000000,-2794000000,3661000000,2409000000,5819000000,-4364000000,1969000000,97000000,4615000000,-4454000000,2948000000,2821000000
changeInInventory,2869000000,-641000000,1479000000,1503000000,5481000000,-4517000000,1367000000,3726000000,5237000000,-3967000000,4005000000,1664000000,5438000000,,,,,,130000000,2136000000
profitLoss,8948000000,6657000000,9947000000,7068000000,10671000000,6836000000,6959000000,11247000000,15227000000,17930000000,18525000000,18936000000,20642000000,16436000000,16002000000,13910000000,13624000000,15051000000,18368000000,19689000000
cashflowFromInvestment,-6876000000,-5388000000,-10455000000,-8945000000,-4703000000,-1847000000,-8448000000,-15197000000,-7281000000,-5383000000,-9074000000,-10050000000,-11016000000,-9051000000,-4187000000,-833000000,-6227000000,-2946000000,-10800000000,-7150000000
cashflowFromFinancing,-2746000000,-4183000000,-4746000000,-6954000000,-7326000000,-8186000000,-7498000000,546000000,-9270000000,-13606000000,-15991000000,-15254000000,-16511000000,-16214000000,-17817000000,-18097000000,-17629000000,-16568000000,-17835000000,-18382000000
proceedsFromRepaymentsOfShortTermDebt,,,,,,,,,,,,,,,,,,,,
paymentsForRepurchaseOfCommonStock,2650000000,3025000000,3577000000,5696000000,6098000000,8496000000,6852000000,7897000000,7904000000,11395000000,12796000000,12610000000,13473000000,13300000000,15197000000,15392000000,15407000000,14557000000,14969000000,15787000000
paymentsForRepurchaseOfEquity,2650000000,3025000000,3577000000,5696000000,6098000000,8496000000,6852000000,7897000000,7904000000,11395000000,12796000000,12610000000,13473000000,13300000000,15197000000,15392000000,15407000000,14557000000,14969000000,15787000000
paymentsForRepurchaseOfPreferredStock,,,,,,,,,,,,,,,,,,,,
dividendPayout,,,,,1015000000,,,,,,,,,,,,,,,
dividendPayoutCommonStock,,,,,1015000000,,,,,,,,,,,,,,,
dividendPayoutPreferredStock,,,,,,,,,,,,,,,,,,,,
proceedsFromIssuanceOfCommonStock,,,,,,,,,,,,,,,,,,,,
proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,,,,,,,,,,,,,,,,,,,,
proceedsFromIssuanceOfPreferredStock,,,,,,,,,,,,,,,,,,,,
proceedsFromRepurchaseOfEquity,-2650000000,-3025000000,-3577000000,-5696000000,-6098000000,-8496000000,-6852000000,-7897000000,-7904000000,-11395000000,-12796000000,-12610000000,-13473000000,-13300000000,-15197000000,-15392000000,-15407000000,-14557000000,-14969000000,-15787000000
proceedsFromSaleOfTreasuryStock,,,,,,,,,,,,,,,,,,,,
