,2014-03-30,2014-06-29,2014-09-28,2014-12-31,2015-04-05,2015-07-05,2015-10-04,2015-12-31,2016-04-03,2016-07-03,2016-10-02,2016-12-31,2017-04-02,2017-07-02,2017-10-01,2017-12-31,2018-04-01,2018-07-01,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-29,2019-12-31,2020-03-29,2020-06-28,2020-09-27,2020-12-31,2021-04-04,2021-07-04,2021-10-03,2021-12-31,2022-04-03,2022-07-03,2022-10-02,2022-12-31,2023-04-02,2023-07-02,2023-10-01,2023-12-31
Revenue,"7,265","7,474","7,751","8,362","7,784","7,882","7,994","8,121","7,476","7,774","7,657","7,654","7,441","7,675","7,580","8,277","7,535","9,186","9,094","10,378","9,261","9,555","9,761","10,773","8,749","9,264","9,431","10,481","9,389","9,220","9,568","10,292","9,392","9,189","9,975","10,851","9,881","10,152","10,571","11,668"
Revenue Growth (YoY),-1.88%,-4.60%,0.21%,5.09%,7.14%,5.46%,3.14%,-2.88%,-3.96%,-1.37%,-4.22%,-5.75%,-0.47%,-1.27%,-1.01%,8.14%,1.26%,19.69%,19.97%,25.38%,22.91%,4.02%,7.33%,3.81%,-5.53%,-3.05%,-3.38%,-2.71%,7.32%,-0.47%,1.45%,-1.80%,0.03%,-0.34%,4.25%,5.43%,5.21%,10.48%,5.97%,7.53%
Cost of Revenue,"5,900","6,039","6,274","6,766","6,254","6,334","6,484","6,477","6,091","6,262","6,171","6,372","5,923","6,114","6,014","6,680","5,990","7,486","7,407","8,653","7,633","7,869","7,973","8,888","7,290","7,856","7,847","8,607","7,892","7,705","7,938","8,526","7,858","7,597","8,310","9,020","8,357","8,585","8,913","9,745"
Gross Profit,"1,365","1,435","1,477","1,596","1,530","1,548","1,510","1,644","1,385","1,512","1,486","1,282","1,518","1,561","1,566","1,597","1,545","1,700","1,687","1,725","1,628","1,686","1,788","1,885","1,459","1,408","1,584","1,874","1,497","1,515","1,630","1,766","1,534","1,592","1,665","1,831","1,524","1,567","1,658","1,923"
"Selling, General & Admin",491,486,478,529,503,467,476,491,461,485,471,504,472,494,503,537,537,612,552,562,614,596,572,635,525,574,512,581,559,556,550,580,626,614,567,604,586,605,601,635
Operating Expenses,491,486,478,529,503,467,476,491,461,485,471,504,472,494,503,537,537,612,552,562,614,596,572,635,525,574,512,581,559,556,550,580,626,614,567,604,586,605,601,635
Operating Income,874,949,999,"1,067","1,027","1,081","1,034","1,153",924,"1,027","1,015",778,"1,046","1,067","1,063","1,060","1,008","1,088","1,135","1,163","1,014","1,090","1,216","1,250",934,834,"1,072","1,293",938,959,"1,080","1,186",908,978,"1,098","1,227",938,962,"1,057","1,288"
Interest Expense / Income,22,24,21,19,21,20,23,19,22,23,23,23,25,24,27,27,27,103,114,112,117,119,114,110,107,132,118,120,123,109,99,93,98,95,86,85,91,89,85,78
Other Expense / Income,-,105,-3,39,-3,-,-2,-2,3,-1,82,20,11,11,9,25,21,15,11,-81,-18,-12,12,-74,-21,-25,-24,-12,-30,-31,-34,-39,-39,-40,-41,-69,-33,-13,-19,-17
Pretax Income,852,820,981,"1,009","1,009","1,061","1,013","1,136",899,"1,005",910,735,"1,010","1,032","1,027","1,008",960,970,"1,010","1,132",915,983,"1,090","1,214",848,727,978,"1,185",845,881,"1,015","1,132",849,923,"1,053","1,211",880,886,991,"1,227"
