,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Current
Market Capitalization,"9,110","9,870","8,407","10,890","12,619","10,158","12,446","14,441","21,465","18,053","21,835"
Market Cap Growth,29.02%,8.34%,-14.82%,29.53%,15.88%,-19.51%,22.53%,16.03%,48.64%,-15.90%,-
Enterprise Value,"9,813","10,798","9,400","11,870","13,690","11,299","13,707","15,433","22,411","19,263","23,206"
PE Ratio,26.61,26.34,19.68,25.20,18.39,20.75,24.11,28.54,28.21,18.62,28.49
PS Ratio,1.63,1.60,1.36,1.66,1.76,1.18,1.36,1.50,1.76,1.22,1.66
PB Ratio,9.00,8.19,6.47,7.70,6.86,4.83,5.49,5.55,6.89,4.92,5.43
P/FCF Ratio,69.10,-763.30,26.53,29.52,36.62,50.20,30.35,27.66,61.88,52.33,100.48
P/OCF Ratio,15.86,15.26,9.63,12.75,14.76,9.34,11.33,12.86,17.54,10.16,11.19
EV/Sales Ratio,1.76,1.75,1.52,1.81,1.90,1.31,1.50,1.60,1.84,1.30,1.76
EV/EBITDA Ratio,11.82,11.66,8.91,10.96,13.59,10.11,10.76,11.99,13.51,9.35,12.33
EV/EBIT Ratio,17.01,17.10,13.13,16.46,21.94,16.59,18.63,21.63,21.42,14.45,21.63
EV/FCF Ratio,74.43,-835.03,29.66,32.18,39.72,55.84,33.42,29.56,64.61,55.84,106.78
Debt / Equity Ratio,0.70,0.78,0.77,0.70,0.59,0.55,0.57,0.50,0.42,0.34,0.36
Debt / EBITDA Ratio,0.85,1.01,0.95,0.91,1.08,1.03,1.02,1.01,0.78,0.61,0.77
Debt / FCF Ratio,5.37,-72.19,3.15,2.67,3.15,5.68,3.16,2.50,3.75,3.66,6.65
Quick Ratio,0.81,0.86,1.38,1.35,1.32,0.99,1.23,1.50,1.20,1.01,0.81
Current Ratio,0.96,1.12,1.61,1.54,1.45,1.11,1.43,1.70,1.34,1.41,1.11
Asset Turnover,2.07,1.94,1.76,1.75,1.79,1.83,1.70,1.70,1.89,2.01,1.64
Interest Coverage,24.85,23.37,27.99,28.51,21.68,16.85,13.45,15.00,22.62,26.00,19.78
Return on Equity (ROE),36.30%,33.20%,33.10%,31.60%,45.10%,24.00%,23.50%,20.70%,26.30%,28.20%,20.20%
Return on Assets (ROA),12.70%,11.80%,12.20%,11.50%,17.10%,10.40%,9.60%,8.90%,11.80%,13.10%,9.60%
Return on Capital (ROIC),20.73%,18.31%,19.28%,18.65%,24.59%,16.01%,15.62%,13.87%,18.00%,20.44%,14.95%
Earnings Yield,3.76%,3.80%,5.08%,3.97%,5.44%,4.82%,4.15%,3.50%,3.54%,5.37%,3.55%
FCF Yield,1.45%,-0.13%,3.77%,3.39%,2.73%,1.99%,3.30%,3.62%,1.62%,1.91%,1.00%
Dividend Yield,0.60%,0.90%,1.10%,0.90%,0.80%,1.00%,0.90%,0.80%,0.60%,0.90%,0.81%
Payout Ratio,15.40%,25.00%,22.80%,22.90%,14.70%,21.40%,21.60%,22.50%,16.30%,17.20%,23.15%
Buyback Yield / Dilution,0.51%,0.80%,1.45%,2.88%,2.04%,0.56%,1.92%,1.42%,0.16%,1.24%,0.51%
Total Shareholder Return,1.11%,1.70%,2.55%,3.78%,2.84%,1.56%,2.82%,2.22%,0.76%,2.14%,1.32%
