,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Current
Market Capitalization,"9,775","13,935","17,605","16,657","16,077","35,617","40,726","45,032","52,266","50,504","43,307"
Market Cap Growth,6.32%,42.56%,26.33%,-5.38%,-3.48%,121.54%,14.35%,10.57%,16.06%,-3.37%,-
Enterprise Value,"12,196","16,281","20,076","19,348","20,403","51,673","55,366","58,418","63,722","62,073","55,907"
PE Ratio,15.67,19.82,23.04,19.67,42.53,60.78,32.48,33.99,24.36,35.17,22.44
PS Ratio,1.63,2.28,2.80,2.59,3.77,4.79,3.66,3.88,4.12,3.59,2.94
PB Ratio,4.29,6.08,8.06,7.81,7.55,1.58,1.75,1.89,2.09,2.01,1.71
P/FCF Ratio,14.21,16.20,20.59,21.17,9.54,24.80,17.29,21.02,20.57,19.23,30.01
P/OCF Ratio,11.29,13.64,17.36,17.33,9.19,22.08,16.46,18.34,18.19,17.80,24.45
EV/Sales Ratio,2.03,2.66,3.20,3.00,4.78,6.94,4.98,5.03,5.02,4.42,3.79
EV/EBITDA Ratio,13.55,11.48,13.14,11.71,20.38,32.42,19.55,20.48,16.58,21.04,15.93
EV/EBIT Ratio,18.31,13.76,15.43,13.55,26.74,41.67,23.58,24.78,19.32,25.72,18.82
EV/FCF Ratio,17.73,18.93,23.48,24.59,12.11,35.98,23.50,27.27,25.08,23.64,38.74
Debt / Equity Ratio,1.13,1.13,1.55,2.10,2.10,0.72,0.63,0.57,0.48,0.48,0.51
Debt / EBITDA Ratio,2.86,1.82,2.21,2.71,4.48,10.15,5.21,4.78,3.13,4.10,3.66
Debt / FCF Ratio,3.74,3.00,3.96,5.69,2.66,11.27,6.26,6.37,4.73,4.61,8.91
Quick Ratio,0.70,0.76,0.94,2.27,0.60,0.22,0.19,0.17,0.26,0.25,0.17
Current Ratio,1.09,1.17,1.15,2.60,0.93,0.38,0.35,0.31,0.47,0.47,0.39
Asset Turnover,0.71,0.74,0.75,0.73,0.43,0.25,0.23,0.24,0.25,0.27,0.28
Interest Coverage,5.41,10.85,11.12,9.71,3.80,2.74,3.59,3.90,6.60,3.48,5.35
Return on Equity (ROE),27.30%,30.70%,34.50%,39.80%,17.60%,4.70%,5.50%,5.70%,8.80%,5.70%,7.70%
Return on Assets (ROA),7.40%,8.50%,9.10%,9.60%,3.80%,2.00%,2.50%,2.70%,4.30%,2.80%,3.70%
Return on Capital (ROIC),24.78%,15.84%,15.05%,14.33%,9.13%,2.38%,4.63%,5.00%,6.00%,5.84%,6.14%
Earnings Yield,6.38%,5.04%,4.34%,5.08%,2.35%,1.65%,3.08%,2.94%,4.11%,2.84%,4.48%
FCF Yield,7.04%,6.17%,4.86%,4.72%,10.48%,4.03%,5.78%,4.76%,4.86%,5.20%,3.33%
Dividend Yield,3.10%,2.30%,2.10%,2.30%,2.60%,407.50%,2.10%,1.90%,1.80%,2.10%,2.78%
Payout Ratio,49.40%,45.70%,48.00%,46.40%,472.90%,19348.10%,67.40%,63.80%,44.40%,75.50%,62.32%
Buyback Yield / Dilution,3.67%,3.47%,2.53%,3.01%,-323.63%,-38.85%,-29.29%,-0.21%,-0.41%,-0.04%,1.47%
Total Shareholder Return,6.77%,5.77%,4.63%,5.31%,-321.03%,368.65%,-27.19%,1.69%,1.39%,2.06%,4.25%
