,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"7,420","6,752","10,523","13,725","16,158","22,487","42,660","56,101","34,115","46,106","46,139"
Market Cap Growth,31.23%,-9.00%,55.84%,30.43%,17.73%,39.17%,89.71%,31.51%,-39.19%,35.15%,-
Enterprise Value,"7,997","7,794","11,572","14,799","17,035","23,385","43,184","56,880","35,351",-,"46,382"
PE Ratio,40.79,35.15,47.39,52.16,42.86,52.57,73.33,75.32,50.24,54.56,55.17
PS Ratio,4.99,4.22,5.93,6.97,7.30,9.34,15.76,17.45,10.13,12.59,12.60
PB Ratio,63.14,-80.27,-97.12,-253.67,-1698.56,126.71,67.49,81.31,56.04,0,31.08
P/FCF Ratio,42.37,50.60,39.00,46.28,58.30,73.99,78.94,88.21,86.55,59.65,83.05
P/OCF Ratio,31.46,31.21,31.45,36.77,40.39,48.97,65.83,74.25,62.83,50.86,70.26
EV/Sales Ratio,5.38,4.87,6.52,7.52,7.70,9.72,15.95,17.69,10.50,-,12.67
EV/EBITDA Ratio,30.73,25.29,33.04,35.83,34.67,42.30,62.18,61.03,39.33,-,42.28
EV/EBIT Ratio,39.71,32.59,42.54,44.86,41.74,50.31,72.15,68.74,44.93,-,44.56
EV/FCF Ratio,45.66,58.40,42.89,49.90,61.47,76.94,79.91,89.43,89.69,-,83.48
Debt / Equity Ratio,7.65,-13.91,-11.11,-23.31,-105.15,5.57,1.44,1.34,2.22,0,0.47
Debt / EBITDA Ratio,1.65,2.92,3.34,2.92,2.57,1.81,1.42,0.97,1.03,1.23,0.64
Debt / FCF Ratio,2.45,6.74,4.34,4.06,4.55,3.29,1.83,1.43,2.34,1.74,1.26
Quick Ratio,0.58,0.62,0.64,0.70,0.48,0.50,1.23,0.67,0.42,0,0.96
Current Ratio,0.93,0.96,0.90,0.97,0.85,0.94,1.82,1.25,0.89,0,1.57
Asset Turnover,1.07,1.09,1.16,1.15,1.44,1.31,1.18,1.32,1.23,0,1.22
Interest Coverage,19.00,11.20,12.34,12.92,14.63,18.05,21.34,31.73,23.17,-30.52,-43.54
Return on Equity (ROE),35.10%,163.45%,-263.95%,-242.86%,-696.84%,-4496.16%,327.81%,117.84%,98.42%,138.82%,56.92%
Return on Assets (ROA),14.78%,13.88%,15.05%,17.19%,22.00%,27.82%,31.75%,32.46%,27.86%,30.76%,25.92%
Return on Capital (ROIC),20.29%,20.75%,22.25%,26.04%,33.53%,45.71%,52.42%,49.92%,43.98%,44.64%,40.03%
Earnings Yield,2.45%,2.84%,2.11%,1.92%,2.33%,1.90%,1.36%,1.33%,1.99%,1.83%,1.83%
FCF Yield,2.36%,1.98%,2.56%,2.16%,1.72%,1.35%,1.27%,1.13%,1.16%,1.68%,1.20%
Buyback Yield / Dilution,5.99%,7.74%,2.95%,1.45%,1.22%,1.05%,0.94%,0.17%,2.28%,0.74%,-0.14%
Total Shareholder Return,5.99%,7.74%,2.95%,1.45%,1.22%,1.05%,0.94%,0.17%,2.28%,0.74%,-0.14%
