,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"63,060","59,753","58,166","66,253","51,623","58,999","73,297","71,929","65,807","65,631","68,735"
Market Cap Growth,4.52%,-5.24%,-2.66%,13.90%,-22.08%,14.29%,24.23%,-1.87%,-8.51%,-0.27%,-
Enterprise Value,"68,119","65,331","63,384","71,295","57,263","65,963","80,010","78,342","73,798","73,214","76,318"
PE Ratio,28.93,43.17,23.83,32.73,21.51,24.93,27.20,33.21,36.87,28.54,30.14
PS Ratio,3.65,3.73,3.83,4.29,3.32,3.76,4.45,4.13,3.66,3.37,3.53
PB Ratio,55.07,-199.84,-239.37,-1104.22,-506.11,504.26,98.65,118.11,164.11,107.77,112.87
P/FCF Ratio,24.82,26.46,22.30,26.49,19.70,21.09,22.15,26.08,34.51,21.59,22.61
P/OCF Ratio,19.12,20.26,18.52,21.69,16.89,18.83,19.71,21.63,25.75,17.52,18.35
EV/Sales Ratio,3.94,4.07,4.17,4.61,3.68,4.20,4.86,4.50,4.11,3.76,3.92
EV/EBITDA Ratio,17.74,21.25,15.33,18.22,14.46,17.34,19.12,21.49,23.24,18.14,18.91
EV/EBIT Ratio,20.05,24.89,17.17,20.73,16.60,20.07,21.94,25.35,28.05,21.11,22.00
EV/FCF Ratio,26.81,28.93,24.30,28.51,21.86,23.58,24.18,28.41,38.70,24.08,25.10
Debt / Equity Ratio,5.37,-21.90,-26.88,-109.62,-62.41,67.07,10.23,11.90,21.86,14.04,14.04
Debt / EBITDA Ratio,1.60,2.13,1.58,1.68,1.61,2.06,1.82,1.99,2.76,2.12,2.12
Debt / FCF Ratio,2.42,2.90,2.50,2.63,2.43,2.80,2.30,2.63,4.60,2.81,2.81
Quick Ratio,0.67,0.68,0.82,0.88,0.64,0.58,0.49,0.53,0.57,0.54,0.54
Current Ratio,1.23,1.24,1.31,1.36,1.14,1.03,0.99,1.09,1.28,1.11,1.11
Asset Turnover,1.24,1.23,1.22,1.23,1.23,1.12,1.07,1.11,1.13,1.20,1.20
Interest Coverage,141.58,100.96,37.29,33.72,24.12,22.66,22.23,17.66,17.20,14.95,14.95
Return on Equity (ROE),146.00%,636.30%,-950.70%,-1119.80%,-736.20%,-856.10%,695.00%,449.80%,472.20%,1735.80%,1735.80%
Return on Assets (ROA),15.70%,10.60%,19.60%,16.00%,19.00%,16.90%,17.50%,13.80%,11.30%,14.20%,14.20%
Return on Capital (ROIC),31.51%,23.77%,42.72%,34.50%,42.81%,33.63%,36.04%,31.52%,22.73%,30.91%,30.91%
Earnings Yield,3.46%,2.32%,4.20%,3.05%,4.65%,4.01%,3.68%,3.01%,2.71%,3.50%,3.35%
FCF Yield,4.03%,3.78%,4.48%,3.77%,5.08%,4.74%,4.51%,3.83%,2.90%,4.63%,4.42%
Dividend Yield,2.10%,2.30%,2.40%,2.10%,2.80%,2.50%,2.00%,2.10%,2.40%,2.40%,2.30%
Payout Ratio,59.70%,98.00%,56.60%,69.10%,60.10%,62.00%,55.60%,69.90%,87.30%,68.70%,69.31%
Buyback Yield / Dilution,1.49%,1.59%,0.90%,1.21%,1.23%,1.18%,-0.01%,1.67%,0.91%,1.42%,1.42%
Total Shareholder Return,3.59%,3.89%,3.30%,3.31%,4.03%,3.68%,1.99%,3.77%,3.31%,3.82%,3.72%
