,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Current
Market Capitalization,"15,628","17,649","17,099","24,827","31,414","33,584","85,485","87,777","66,465","40,261","37,712"
Market Cap Growth,53.12%,12.93%,-3.12%,45.20%,26.53%,6.91%,154.54%,2.68%,-24.28%,-39.43%,-
Enterprise Value,"19,549","22,224","27,861","34,622","39,512","41,866","104,525","105,833","84,808","59,896","55,902"
PE Ratio,31.69,25.99,27.06,47.29,24.91,39.70,286.86,555.55,159.39,-2.41,-1.35
PS Ratio,2.58,2.75,2.59,2.81,3.62,3.99,8.27,6.99,4.79,2.77,2.80
PB Ratio,2.38,2.69,1.83,2.55,2.93,3.29,1.73,1.78,1.40,1.48,1.94
P/FCF Ratio,21.58,22.26,23.88,18.97,27.85,24.50,54.04,26.49,18.68,15.79,13.47
P/OCF Ratio,14.74,15.15,15.12,12.90,18.04,16.85,35.47,19.76,13.82,10.22,9.54
EV/Sales Ratio,3.22,3.47,4.22,3.92,4.56,4.97,10.12,8.43,6.11,4.12,4.15
EV/EBITDA Ratio,12.10,12.26,14.83,14.60,14.83,15.02,32.35,24.57,16.90,-4.91,-2.53
EV/EBIT Ratio,19.54,18.72,23.03,28.40,30.42,30.60,132.81,178.47,84.47,-3.73,-2.18
EV/FCF Ratio,27.00,28.03,38.91,26.45,35.03,30.54,66.07,31.94,23.83,23.50,19.96
Debt / Equity Ratio,0.68,0.77,1.23,1.08,0.82,0.88,0.41,0.41,0.43,0.74,0.96
Debt / EBITDA Ratio,2.77,2.80,6.09,4.42,3.29,3.22,6.25,4.65,4.06,-1.65,-0.93
Debt / FCF Ratio,6.17,6.39,15.98,8.00,7.77,6.55,12.76,6.04,5.72,7.88,6.66
Quick Ratio,1.08,1.15,1.17,0.81,0.66,0.84,0.52,0.45,0.42,0.17,0.16
Current Ratio,1.41,1.55,1.48,1.36,0.92,1.20,0.84,0.80,0.74,0.79,0.76
Asset Turnover,0.43,0.45,0.38,0.34,0.35,0.35,0.18,0.15,0.17,0.19,0.23
Interest Coverage,5.04,6.86,6.08,3.02,3.62,4.36,2.02,1.75,4.65,-53.48,-39.82
Return on Equity (ROE),7.50%,10.40%,8.80%,5.50%,12.50%,8.20%,1.00%,0.30%,0.90%,-40.30%,-103.20%
Return on Assets (ROA),3.50%,4.70%,3.70%,2.00%,5.10%,3.50%,0.50%,0.20%,0.50%,-22.10%,-42.00%
Return on Capital (ROIC),5.91%,7.32%,3.31%,3.91%,9.86%,6.10%,1.04%,0.50%,0.82%,-34.07%,-59.31%
Earnings Yield,3.16%,3.85%,3.70%,2.11%,4.01%,2.52%,0.35%,0.18%,0.63%,-41.53%,-64.36%
FCF Yield,4.63%,4.49%,4.19%,5.27%,3.59%,4.08%,1.85%,3.77%,5.35%,6.33%,7.42%
Dividend Yield,1.60%,1.50%,1.70%,1.40%,1.20%,1.20%,1.00%,1.00%,1.40%,2.80%,3.27%
Payout Ratio,51.80%,40.30%,46.80%,64.60%,30.40%,49.60%,209.00%,538.50%,229.40%,-6.80%,-5.00%
Buyback Yield / Dilution,1.11%,1.77%,-,-14.19%,-1.82%,1.19%,-35.84%,-39.02%,0.96%,2.74%,2.47%
Total Shareholder Return,2.71%,3.27%,1.70%,-12.79%,-0.62%,2.39%,-34.84%,-38.02%,2.36%,5.54%,5.74%
