,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Cash & Equivalents,722,829,831,768,816,759,904,856,973,"1,081","1,131","1,183",986,909,796,670,683,505,700,484,461,718,809,630,"1,805","3,575","3,468","3,263","2,447","1,127","1,387","1,512","1,510","1,254","1,362","1,286",978,883,779,875
Short-Term Investments,93,52,56,66,60,66,68,129,124,129,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cash & Cash Equivalents,815,881,887,834,876,825,972,985,"1,097","1,210","1,259","1,183",986,909,796,670,683,505,700,484,461,718,809,630,"1,805","3,575","3,468","3,263","2,447","1,127","1,387","1,512","1,510","1,254","1,362","1,286",978,883,779,875
Cash Growth,-,-,-,-12.58%,7.48%,-6.36%,9.58%,18.11%,25.23%,46.67%,29.53%,20.10%,-10.12%,-24.88%,-36.78%,-43.36%,-30.73%,-44.44%,-12.06%,-27.76%,-32.50%,42.18%,15.57%,30.17%,291.54%,397.91%,328.68%,417.94%,35.57%,-68.48%,-60.01%,-53.66%,-38.29%,11.27%,-1.80%,-14.95%,-35.23%,-29.59%,-42.80%,-31.96%
Receivables,810,923,926,906,959,996,985,876,913,"1,005","1,021",755,911,921,928,"1,005",980,"1,041","1,051","1,150","1,102","1,190","1,193","1,261","1,111",827,890,771,797,952,"1,012","1,068","1,054","1,289","1,278","1,327","1,298","1,402","1,396","1,487"
Inventory,397,359,350,404,421,424,430,442,469,459,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Other Current Assets,273,254,251,355,233,256,259,282,259,256,236,"1,619",172,169,181,332,345,298,284,349,313,307,253,202,233,175,226,168,224,300,295,291,297,297,336,257,285,295,309,252
Total Current Assets,"2,295","2,417","2,414","2,499","2,489","2,501","2,646","2,585","2,738","2,930","3,024","3,557","2,069","1,999","1,905","2,007","2,008","1,844","2,035","1,983","1,876","2,215","2,255","2,093","3,149","4,577","4,584","4,202","3,468","2,379","2,694","2,871","2,861","2,840","2,976","2,870","2,561","2,580","2,484","2,614"
"Property, Plant & Equipment","9,031","9,036","9,124","9,026","9,193","9,302","9,132","9,119","9,098","9,107","9,020",341,341,338,346,353,358,351,361,367,"1,328","1,309","1,219","1,247","1,126","1,095","1,118","1,118","1,090","1,076","1,022",999,949,881,878,942,948,965,950,"1,000"
Long-Term Investments,"1,082","1,078",988,992,983,"1,005","1,019","1,025","1,024","1,034","1,061",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goodwill and Intangibles,"13,399","13,360","13,213","13,097","12,732","12,731","12,610","12,541","12,487","12,393","12,332","11,476","11,352","11,398","11,422","11,466","11,469","11,364","11,355","11,316","11,283","11,248","11,199","11,237","11,100","11,032","10,992","10,918","10,911","10,937","10,906","10,906","10,892","10,917","10,836","10,920","11,003","11,012","11,017","11,135"
