,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-04-30,2016-07-31,2016-10-31,2017-01-31,2017-04-30,2017-07-31,2017-10-31,2018-01-31,2018-04-30,2018-07-31,2018-10-31,2019-01-31,2019-04-30,2019-07-31,2019-10-31,2020-01-31,2020-04-30,2020-07-31,2020-10-31,2021-01-31,2021-04-30,2021-07-31,2021-10-31,2022-01-31,2022-04-30,2022-07-31,2022-10-31,2023-01-31,2023-04-30,2023-07-31,2023-10-31
Revenue,782,"2,388",451,612,749,"2,135",696,713,923,"2,304",754,778,"1,016","2,541",861,910,"1,339","2,912",864,"1,016","1,502","3,272",994,"1,165","1,696","3,002","1,816","1,323","1,576","4,173","2,561","2,007","2,673","5,632","2,414","2,597","3,041","6,018","2,712","2,978"
Revenue Growth (YoY),-11.54%,14.20%,10.27%,-1.61%,-4.22%,-10.59%,54.32%,16.50%,23.23%,7.92%,8.33%,9.12%,10.08%,10.29%,14.19%,16.97%,31.79%,14.60%,0.35%,11.65%,12.17%,12.36%,15.05%,14.67%,12.92%,-8.25%,82.70%,13.56%,-7.08%,39.01%,41.02%,51.70%,69.61%,34.96%,-5.74%,29.40%,13.77%,6.85%,12.34%,14.67%
Cost of Revenue,170,164,132,152,181,194,168,160,193,211,166,180,203,234,181,196,243,300,224,242,280,349,276,284,334,421,317,249,353,581,450,402,523,782,559,635,732,941,672,722
Gross Profit,612,"2,224",319,460,568,"1,941",528,553,730,"2,093",588,598,813,"2,307",680,714,"1,096","2,612",640,774,"1,222","2,923",718,881,"1,362","2,581","1,499","1,074","1,223","3,592","2,111","1,605","2,150","4,850","1,855","1,962","2,309","5,077","2,040","2,256"
"Selling, General & Admin",461,533,231,370,459,544,398,361,476,572,398,409,545,613,401,453,612,708,522,483,688,822,531,529,752,829,617,531,830,"1,146","1,119",812,"1,341","1,692","1,141","1,099","1,247","1,535","1,181","1,111"
Research & Development,186,186,166,189,188,206,215,213,205,228,235,246,243,246,263,293,286,296,311,294,295,311,333,334,333,332,393,325,368,464,521,530,590,600,627,625,630,604,680,680
Other Operating Expenses,11,11,-7,10,10,125,45,8,7,8,11,4,3,4,3,3,4,7,7,7,6,6,7,8,7,7,6,9,50,68,69,68,163,163,162,162,162,160,162,158
Operating Expenses,658,730,390,569,657,875,658,582,688,808,644,659,791,863,667,749,902,"1,011",840,784,989,"1,139",871,871,"1,092","1,168","1,016",865,"1,248","1,678","1,709","1,410","2,094","2,455","1,930","1,886","2,039","2,299","2,023","1,949"
Operating Income,-46,"1,494",-71,-109,-89,"1,066",-130,-29,42,"1,285",-56,-61,22,"1,444",13,-35,194,"1,601",-200,-10,233,"1,784",-153,10,270,"1,413",483,209,-25,"1,914",402,195,56,"2,395",-75,76,270,"2,778",17,307
Interest Expense / Income,8,8,7,7,7,7,6,7,9,10,9,9,11,8,3,5,6,5,4,4,4,4,3,2,3,2,7,8,7,7,7,7,21,21,32,49,65,66,68,65
Other Expense / Income,-,-3,-31,3,4,154,-114,4,10,-180,-3,2,1,-3,-3,-3,-5,-7,-11,-,-6,-17,-19,-14,-15,3,-10,-9,-54,-14,-8,-50,5,1,-8,-5,-23,-22,-46,-22
Pretax Income,-54,"1,489",-47,-119,-100,905,-22,-40,23,"1,455",-62,-72,10,"1,439",13,-37,193,"1,603",-193,-14,235,"1,797",-137,22,282,"1,408",486,210,22,"1,921",403,238,30,"2,373",-99,32,228,"2,734",-5,264
Income Tax,-17,505,-18,-35,-34,404,-36,-9,-1,429,-22,-42,-3,475,-25,-35,10,417,-155,-48,46,419,-93,-35,42,324,41,12,2,457,23,10,-70,579,-43,-8,60,647,-94,23
Net Income,-37,984,-29,-84,-66,501,14,-31,24,"1,026",-40,-30,13,964,38,-2,183,"1,186",-38,34,189,"1,378",-44,57,240,"1,084",445,198,20,"1,464",380,228,100,"1,794",-56,40,168,"2,087",89,241
Net Income Growth,-,19.71%,-,-,-,-49.09%,-,-,-,104.79%,-,-,-45.83%,-6.04%,-,-,1307.69%,23.03%,-,-,3.28%,16.19%,-,67.65%,26.98%,-21.34%,-,247.37%,-91.67%,35.06%,-14.61%,15.15%,400.00%,22.54%,-,-82.46%,68.00%,16.33%,-,502.50%
Shares Outstanding (Basic),284,284,285,286,285,277,278,272,263,257,256,258,257,256,257,256,256,257,256,260,260,260,260,261,261,261,261,263,270,273,273,273,283,282,283,281,281,281,281,280
Shares Outstanding (Diluted),284,290,291,286,285,282,280,272,266,260,259,258,260,260,261,256,260,262,264,264,264,264,264,264,264,264,264,265,273,276,279,277,287,286,284,284,282,283,283,283
Shares Change,-6.27%,-4.61%,-3.96%,-0.69%,0.35%,-2.76%,-3.78%,-4.90%,-6.67%,-7.80%,-7.50%,-5.15%,-2.26%,-,0.77%,-0.78%,-,0.77%,1.15%,3.13%,1.54%,0.76%,-,-,-,-,-,0.38%,3.41%,4.55%,5.68%,4.53%,5.13%,3.62%,1.79%,2.53%,-1.74%,-1.05%,-0.35%,-0.35%
EPS (Basic),-0.13,3.47,-0.10,-0.29,-0.23,1.81,0.06,-0.11,0.09,4.00,-0.13,-0.12,0.05,3.76,0.15,-0.01,0.72,4.62,-0.16,0.13,0.73,5.30,-0.17,0.22,0.92,4.15,1.70,0.75,0.07,5.36,1.39,0.84,0.35,6.35,-0.22,0.14,0.60,7.44,0.32,0.86
EPS (Diluted),-0.13,3.39,-0.10,-0.29,-0.23,1.78,0.06,-0.11,0.09,3.94,-0.12,-0.12,0.05,3.70,0.15,-0.01,0.70,4.53,-0.16,0.13,0.72,5.22,-0.17,0.22,0.91,4.11,1.68,0.75,0.07,5.30,1.36,0.82,0.35,6.28,-0.20,0.14,0.60,7.38,0.31,0.85
EPS Growth,-,25.09%,-,-,-,-47.49%,-,-,-,121.35%,-,-,-44.44%,-6.09%,-,-,1300.00%,22.43%,-,-,2.86%,15.23%,-,69.23%,26.39%,-21.26%,-,240.91%,-92.31%,28.95%,-19.05%,9.33%,400.00%,18.49%,-,-82.93%,71.43%,17.52%,-,507.14%
Free Cash Flow,286,"1,360",-149,-173,304,"1,408",-211,-258,-7,"1,557",-354,-291,246,"1,756",-342,-128,225,"1,955",-64,-178,296,"2,199",-148,-165,287,"1,898",257,7,246,"2,354",518,103,20,"3,259",278,251,229,"3,504",802,-181
Free Cash Flow Per Share,1.01,4.79,-0.52,-0.60,1.07,5.08,-0.76,-0.95,-0.03,6.06,-1.38,-1.13,0.96,6.86,-1.33,-0.50,0.88,7.61,-0.25,-0.69,1.14,8.46,-0.57,-0.63,1.10,7.27,0.98,0.03,0.91,8.62,1.90,0.38,0.07,11.56,0.98,0.89,0.81,12.47,2.85,-0.65
Dividend Per Share,0.190,0.190,0.190,0.250,0.250,0.250,0.250,0.300,0.300,0.300,0.300,0.340,0.340,0.340,0.340,0.390,0.390,0.390,0.390,0.470,0.470,0.470,0.470,0.530,0.530,0.530,0.530,0.590,0.590,0.590,0.590,0.680,0.680,0.680,0.680,0.780,0.780,0.780,0.780,0.900
Dividend Growth,11.76%,11.76%,11.76%,31.58%,31.58%,31.58%,31.58%,20.00%,20.00%,20.00%,20.00%,13.33%,13.33%,13.33%,13.33%,14.71%,14.71%,14.71%,14.71%,20.51%,20.51%,20.51%,20.51%,12.77%,12.77%,12.77%,12.77%,11.32%,11.32%,11.32%,11.32%,15.25%,15.25%,15.25%,15.25%,14.71%,14.71%,14.71%,14.71%,15.38%
Gross Margin,78.26%,93.13%,70.73%,75.16%,75.83%,90.91%,75.86%,77.56%,79.09%,90.84%,77.98%,76.86%,80.02%,90.79%,78.98%,78.46%,81.85%,89.70%,74.07%,76.18%,81.36%,89.33%,72.23%,75.62%,80.31%,85.98%,82.54%,81.18%,77.60%,86.08%,82.43%,79.97%,80.43%,86.12%,76.84%,75.55%,75.93%,84.36%,75.22%,75.76%
Operating Margin,-5.88%,62.56%,-15.74%,-17.81%,-11.88%,49.93%,-18.68%,-4.07%,4.55%,55.77%,-7.43%,-7.84%,2.17%,56.83%,1.51%,-3.85%,14.49%,54.98%,-23.15%,-0.98%,15.51%,54.52%,-15.39%,0.86%,15.92%,47.07%,26.60%,15.80%,-1.59%,45.87%,15.70%,9.72%,2.10%,42.52%,-3.11%,2.93%,8.88%,46.16%,0.63%,10.31%
Profit Margin,-4.73%,41.21%,-6.43%,-13.73%,-8.81%,23.47%,2.01%,-4.35%,2.60%,44.53%,-5.31%,-3.86%,1.28%,37.94%,4.41%,-0.22%,13.67%,40.73%,-4.40%,3.35%,12.58%,42.11%,-4.43%,4.89%,14.15%,36.11%,24.50%,14.97%,1.27%,35.08%,14.84%,11.36%,3.74%,31.85%,-2.32%,1.54%,5.52%,34.68%,3.28%,8.09%
Free Cash Flow Margin,36.57%,56.95%,-33.04%,-28.27%,40.59%,65.95%,-30.32%,-36.19%,-0.76%,67.58%,-46.95%,-37.40%,24.21%,69.11%,-39.72%,-14.07%,16.80%,67.14%,-7.41%,-17.52%,19.71%,67.21%,-14.89%,-14.16%,16.92%,63.22%,14.15%,0.53%,15.61%,56.41%,20.23%,5.13%,0.75%,57.87%,11.52%,9.66%,7.53%,58.23%,29.57%,-6.08%
Effective Tax Rate,-,33.92%,-,-,-,44.64%,-,-,-4.35%,29.48%,-,-,-30.00%,33.01%,-192.31%,-,5.18%,26.01%,-,-,19.57%,23.32%,-,-159.09%,14.89%,23.01%,8.44%,5.71%,9.09%,23.79%,5.71%,4.20%,-233.33%,24.40%,-,-25.00%,26.32%,23.66%,-,8.71%
EBITDA,4,"1,544",10,-58,-36,971,45,22,90,"1,527",10,-8,78,"1,509",78,33,261,"1,672",-127,47,294,"1,855",-75,97,358,"1,478",557,277,135,"2,058",540,377,288,"2,625",162,313,525,"3,015",280,542
EBITDA Margin,0.51%,64.66%,2.22%,-9.48%,-4.81%,45.48%,6.47%,3.09%,9.75%,66.28%,1.33%,-1.03%,7.68%,59.39%,9.06%,3.63%,19.49%,57.42%,-14.70%,4.63%,19.57%,56.69%,-7.55%,8.33%,21.11%,49.23%,30.67%,20.94%,8.57%,49.32%,21.09%,18.78%,10.77%,46.61%,6.71%,12.05%,17.26%,50.10%,10.32%,18.20%
Depreciation & Amortization,50,47,50,54,57,59,61,55,58,62,63,55,57,62,62,65,62,64,62,57,55,54,59,73,73,68,64,59,106,130,130,132,237,231,229,232,232,215,217,213
EBIT,-46,"1,497",-40,-112,-93,912,-16,-33,32,"1,465",-53,-63,21,"1,447",16,-32,199,"1,608",-189,-10,239,"1,801",-134,24,285,"1,410",493,218,29,"1,928",410,245,51,"2,394",-67,81,293,"2,800",63,329
EBIT Margin,-5.88%,62.69%,-8.87%,-18.30%,-12.42%,42.72%,-2.30%,-4.63%,3.47%,63.59%,-7.03%,-8.10%,2.07%,56.95%,1.86%,-3.52%,14.86%,55.22%,-21.88%,-0.98%,15.91%,55.04%,-13.48%,2.06%,16.80%,46.97%,27.15%,16.48%,1.84%,46.20%,16.01%,12.21%,1.91%,42.51%,-2.78%,3.12%,9.63%,46.53%,2.32%,11.05%
