,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-04-30,2016-07-31,2016-10-31,2017-01-31,2017-04-30,2017-07-31,2017-10-31,2018-01-31,2018-04-30,2018-07-31,2018-10-31,2019-01-31,2019-04-30,2019-07-31,2019-10-31,2020-01-31,2020-04-30,2020-07-31,2020-10-31,2021-01-31,2021-04-30,2021-07-31,2021-10-31,2022-01-31,2022-04-30,2022-07-31,2022-10-31,2023-01-31,2023-04-30,2023-07-31,2023-10-31
Cash & Equivalents,625,"1,574",849,542,482,"1,193",808,474,334,"1,289",638,360,392,"1,350",529,529,478,"1,614","1,464","1,084","1,075","2,946","2,116","1,630","1,641","3,371","6,442","5,174","1,952","3,164","2,562","2,864","1,257","3,531","2,796","2,125","1,547","3,745","2,848","1,734"
Short-Term Investments,706,"1,059","1,065","1,047",885,891,889,0,0,324,442,245,245,243,248,248,248,322,252,248,258,400,624,625,625,600,608,619,786,952,"1,440",386,157,373,994,"1,165","1,472","1,223","1,501","1,195"
Cash & Cash Equivalents,"1,331","2,633","1,914","1,589","1,367","2,084","1,697",474,334,"1,613","1,080",605,637,"1,593",777,777,726,"1,936","1,716","1,332","1,333","3,346","2,740","2,255","2,266","3,971","7,050","5,793","2,738","4,116","4,002","3,250","1,414","3,904","3,790","3,290","3,019","4,968","4,349","2,929"
Cash Growth,96.31%,31.98%,15.23%,42.38%,2.70%,-20.85%,-11.34%,-70.17%,-75.57%,-22.60%,-36.36%,27.64%,90.72%,-1.24%,-28.06%,28.43%,13.97%,21.53%,120.85%,71.43%,83.61%,72.83%,59.67%,69.29%,69.99%,18.68%,157.30%,156.90%,20.83%,3.65%,-43.23%,-43.90%,-48.36%,-5.15%,-5.30%,1.23%,113.51%,27.25%,14.75%,-10.97%
Receivables,435,277,115,140,459,210,91,124,512,214,108,121,521,245,103,116,532,309,98,77,554,262,87,104,603,219,149,99,465,554,848,411,889,738,877,852,"1,279","1,105",825,"2,897"
Other Current Assets,775,528,592,708,752,573,772,829,621,484,426,536,521,417,535,522,644,600,608,823,757,641,767,803,821,672,781,759,891,657,307,826,"1,187","1,216",380,412,458,576,383,405
Total Current Assets,"2,541","3,438","2,621","2,437","2,578","2,867","2,560","1,427","1,467","2,311","1,614","1,262","1,679","2,255","1,415","1,415","1,902","2,845","2,422","2,232","2,644","4,249","3,594","3,162","3,690","4,862","7,980","6,651","4,094","5,327","5,157","4,487","3,490","5,858","5,047","4,554","4,756","6,649","5,557","6,231"
"Property, Plant & Equipment",573,566,589,629,643,671,682,701,980,989,"1,031","1,047","1,047","1,041","1,030","1,016",984,950,812,805,810,799,780,"1,080","1,055",965,960,975,"1,184","1,161","1,160","1,194","1,270","1,283","1,437","1,461","1,439","1,423","1,438","1,470"
Long-Term Investments,45,31,31,31,35,32,27,28,28,28,28,28,28,28,31,31,28,28,13,13,13,13,13,13,13,19,19,28,41,41,43,84,90,98,98,98,108,102,105,107
Goodwill and Intangibles,"1,453","1,468","1,456","1,825","1,875","1,615","1,353","1,351","1,345","1,339","1,326","1,332","1,327","1,321","1,317","1,312","1,690","1,681","1,672","1,665","1,660","1,654","1,709","1,704","1,696","1,687","1,682","1,760","8,982","8,935","8,865","8,808","21,120","20,955","20,797","20,631","20,516","20,358","20,199","20,037"
Other Long-Term Assets,106,107,504,116,114,110,346,326,529,273,251,264,292,324,275,290,294,283,215,213,208,202,187,224,247,231,290,293,297,294,291,297,333,320,355,341,383,389,481,643
Total Long-Term Assets,"2,177","2,172","2,580","2,601","2,667","2,428","2,408","2,406","2,882","2,629","2,636","2,671","2,694","2,714","2,653","2,649","2,996","2,942","2,712","2,696","2,691","2,668","2,689","3,021","3,011","2,902","2,951","3,056","10,504","10,431","10,359","10,383","22,813","22,656","22,687","22,531","22,446","22,272","22,223","22,257"
Total Assets,"4,718","5,610","5,201","5,038","5,245","5,295","4,968","3,833","4,349","4,940","4,250","3,933","4,373","4,969","4,068","4,064","4,898","5,787","5,134","4,928","5,335","6,917","6,283","6,183","6,701","7,764","10,931","9,707","14,598","15,758","15,516","14,870","26,303","28,514","27,734","27,085","27,202","28,921","27,780","28,488"
Accounts Payable,225,193,145,198,273,286,190,178,286,270,184,165,258,269,157,220,343,325,178,209,400,383,274,272,455,384,305,256,486,601,"1,080",531,883,900,"1,168","1,138","1,187","1,309","1,058","3,155"
Deferred Revenue,833,499,498,563,971,941,843,792,"1,114","1,028","1,005",936,"1,254","1,133","1,089",990,"1,290","1,213",581,513,639,572,619,554,671,632,652,574,752,650,684,600,822,741,808,698,852,829,921,763
