,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-04-30,2016-07-31,2016-10-31,2017-01-31,2017-04-30,2017-07-31,2017-10-31,2018-01-31,2018-04-30,2018-07-31,2018-10-31,2019-01-31,2019-04-30,2019-07-31,2019-10-31,2020-01-31,2020-04-30,2020-07-31,2020-10-31,2021-01-31,2021-04-30,2021-07-31,2021-10-31,2022-01-31,2022-04-30,2022-07-31,2022-10-31,2023-01-31,2023-04-30,2023-07-31,2023-10-31,Current
Market Capitalization,"20,865","21,461","23,270","25,130","24,787","27,764","29,157","27,018","25,215","25,911","28,399","28,048","30,432","32,027","35,156","38,506","42,924","47,327","52,406","54,580","56,007","65,043","71,891","66,969","72,983","70,283","79,893","82,385","94,910","112,866","144,819","170,953","157,224","118,428","128,675","120,499","118,739","124,549","143,307","138,714","183,565"
Market Cap Growth,12.98%,21.41%,22.61%,24.48%,18.79%,29.37%,25.30%,7.51%,1.73%,-6.67%,-2.60%,3.81%,20.69%,23.60%,23.79%,37.29%,41.05%,47.77%,49.07%,41.74%,30.48%,37.43%,37.18%,22.70%,30.31%,8.06%,11.13%,23.02%,30.04%,60.59%,81.27%,107.50%,65.66%,4.93%,-11.15%,-29.51%,-24.48%,5.17%,11.37%,15.12%,-
Enterprise Value,"20,033","19,327","21,855","24,040","23,919","26,179","27,960","27,394","26,126","25,298","28,319","28,543","30,945","30,934","34,867","38,604","43,301","45,841","51,128","53,673","55,087","62,145","69,587","65,434","71,414","66,925","76,433","79,177","94,921","111,148","143,231","170,143","162,971","121,792","132,341","124,724","123,311","126,690","145,558","142,138","186,989"
PE Ratio,27.53,23.33,25.66,30.13,30.79,86.22,79.88,64.64,49.64,25.08,29.01,28.62,31.41,35.31,35.69,38.01,36.28,33.69,39.43,39.99,40.85,41.61,46.17,42.39,44.75,52.57,43.75,41.88,54.33,53.06,70.23,81.72,72.39,47.33,62.28,64.16,61.02,55.63,60.11,53.66,71.74
PS Ratio,5.35,5.11,5.48,5.94,5.90,7.03,6.96,6.29,5.65,5.59,6.05,5.89,6.27,6.29,6.77,7.23,7.60,7.86,8.70,8.90,8.90,9.78,10.60,9.66,10.24,10.25,10.40,10.51,12.30,12.70,15.03,16.57,13.78,9.20,10.11,9.05,8.68,8.85,9.97,9.40,12.45
PB Ratio,9.34,6.63,7.56,8.59,10.53,11.96,12.50,25.71,39.34,20.76,24.46,29.97,38.77,18.87,25.96,32.01,37.10,20.02,18.61,19.62,20.03,15.98,19.18,18.43,19.58,14.83,15.65,15.71,10.70,11.34,14.67,17.56,10.08,6.98,7.83,7.50,7.50,7.08,8.30,8.16,10.80
P/FCF Ratio,17.05,18.39,18.47,18.98,18.47,19.97,21.96,21.74,27.05,23.97,30.28,30.99,26.28,23.60,25.68,25.13,28.41,27.68,26.36,28.16,27.88,28.87,33.14,30.69,33.59,37.54,35.09,33.64,39.41,39.41,46.34,53.07,52.50,30.37,35.16,31.64,29.56,29.22,29.94,31.86,42.16
P/OCF Ratio,14.94,16.06,16.09,16.55,15.98,16.95,18.35,17.79,17.14,16.11,19.45,19.44,21.46,19.92,21.99,22.31,25.46,25.46,24.81,26.66,26.22,27.00,30.93,28.62,31.51,35.05,33.10,31.86,37.25,37.68,44.56,51.03,49.82,28.94,33.09,29.59,27.80,27.42,28.40,30.02,39.72
Debt / Equity Ratio,0.22,0.15,0.16,0.17,0.21,0.21,0.21,0.81,1.94,0.80,0.86,1.18,1.46,0.29,0.36,0.73,0.95,0.19,0.16,0.15,0.15,0.11,0.12,0.20,0.19,0.13,0.70,0.49,0.31,0.24,0.24,0.25,0.46,0.43,0.45,0.47,0.48,0.40,0.38,0.37,0.37
Quick Ratio,0.99,1.73,1.43,1.27,0.87,1.08,1.03,0.32,0.36,0.64,0.53,0.33,0.41,0.74,0.45,0.42,0.41,0.83,1.04,0.89,0.94,1.57,1.44,1.34,1.30,1.54,2.04,2.74,1.20,1.72,1.83,1.71,0.78,1.29,1.29,1.25,1.11,1.38,1.37,1.17,1.17
Current Ratio,1.42,2.04,1.84,1.79,1.22,1.35,1.47,0.76,0.63,0.81,0.72,0.58,0.60,0.90,0.73,0.67,0.63,1.05,1.39,1.41,1.32,1.86,1.83,1.80,1.67,1.79,2.26,3.09,1.53,1.96,1.94,2.10,1.18,1.63,1.39,1.37,1.23,1.51,1.47,1.25,1.25
Interest Coverage,-5.75,187.13,-5.71,-16.00,-13.29,130.29,-2.67,-4.71,3.56,146.50,-5.89,-7.00,1.91,180.88,5.33,-6.40,33.17,321.60,-47.25,-2.50,59.75,450.25,-44.67,12.00,95.00,705.00,70.43,27.25,4.14,275.43,58.57,35.00,2.43,114.00,-2.09,1.65,4.51,42.42,0.93,5.06,13.20
Return on Capital (ROIC),Upgrade,23.43%,20.85%,22.18%,22.22%,25.18%,11.39%,9.26%,18.00%,25.18%,35.18%,40.03%,40.91%,42.26%,40.01%,52.82%,48.07%,51.08%,48.74%,34.83%,36.12%,36.21%,29.78%,33.27%,32.81%,33.24%,22.24%,20.54%,24.99%,14.67%,16.80%,16.38%,16.44%,9.72%,10.58%,8.83%,8.55%,8.66%,9.47%,10.19%,11.21%
Dividend Yield,1.00%,1.00%,0.90%,0.90%,1.00%,0.90%,0.90%,1.10%,1.20%,1.10%,1.10%,1.10%,1.10%,1.10%,1.00%,0.90%,0.90%,0.80%,0.80%,0.80%,0.80%,0.70%,0.70%,0.80%,0.70%,0.80%,0.70%,0.70%,0.60%,0.60%,0.40%,0.40%,0.50%,0.60%,0.60%,0.70%,0.70%,0.70%,0.60%,0.70%,0.55%
Payout Ratio,-146.20%,5.50%,-190.00%,-86.20%,-108.70%,13.80%,416.70%,-272.70%,333.30%,7.50%,-230.80%,-283.30%,680.00%,9.00%,226.70%,-3900.00%,54.20%,8.40%,-243.80%,361.50%,64.40%,8.90%,-276.50%,240.90%,57.60%,12.80%,31.20%,78.70%,842.90%,11.00%,42.40%,81.00%,194.30%,10.70%,-309.10%,557.10%,130.00%,10.50%,243.80%,104.70%,39.39%
Buyback Yield / Dilution,6.27%,4.61%,3.96%,0.69%,-0.35%,2.76%,3.78%,4.90%,6.67%,7.80%,7.50%,5.15%,2.26%,0.39%,-0.77%,0.78%,0.39%,-0.77%,-1.15%,-3.13%,-1.54%,-0.76%,-1.56%,-0.38%,-0.38%,-0.38%,-0.38%,-0.38%,-3.41%,-4.55%,-5.68%,-4.53%,-5.13%,-3.62%,-1.79%,-2.53%,1.74%,1.05%,0.35%,0.35%,0.35%
Total Shareholder Return,7.27%,5.61%,4.86%,1.59%,0.65%,3.66%,4.68%,6.00%,7.87%,8.90%,8.60%,6.25%,3.36%,1.49%,0.23%,1.68%,1.29%,0.03%,-0.35%,-2.33%,-0.74%,-0.06%,-0.86%,0.42%,0.32%,0.42%,0.32%,0.32%,-2.81%,-3.95%,-5.28%,-4.13%,-4.63%,-3.02%,-1.19%,-1.83%,2.44%,1.75%,0.95%,1.05%,0.90%
