,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"11,469","7,952","11,298","9,867","4,806","2,787","3,249","8,243","12,417","15,902","14,273"
Market Cap Growth,-15.24%,-30.67%,42.08%,-12.67%,-51.29%,-42.02%,16.59%,153.74%,50.64%,28.07%,-
Enterprise Value,"12,915","9,049","13,348","15,735","10,154","7,575","8,230","15,590","17,219","20,824","19,195"
PE Ratio,29.64,93.36,-24.94,6.54,-2.14,-2.28,-3.39,-7.21,7.01,9.16,8.22
PS Ratio,4.64,3.40,8.15,3.19,1.05,0.63,1.06,2.69,1.66,2.30,2.07
PB Ratio,2.50,1.57,1.93,0.74,0.44,0.28,0.35,0.83,1.11,1.08,0.97
P/FCF Ratio,-11.06,-6.53,-7.41,-32.72,-6.36,11.18,6.56,13.57,6.01,13.71,12.31
P/OCF Ratio,8.11,6.53,10.62,6.02,1.61,1.50,2.11,4.96,3.58,5.00,4.49
EV/Sales Ratio,5.23,3.87,9.62,5.09,2.23,1.72,2.69,5.09,2.30,3.01,2.78
EV/EBITDA Ratio,9.12,7.83,54.86,10.15,-10.83,37.81,18.28,36.44,4.03,5.11,4.71
EV/EBIT Ratio,17.51,26.90,-19.50,32.24,-3.74,-5.42,-8.27,-12.17,6.69,8.96,8.26
EV/FCF Ratio,-12.46,-7.44,-8.75,-52.19,-13.44,30.39,16.61,25.67,8.34,17.95,16.55
Debt / Equity Ratio,0.65,0.61,0.61,0.46,0.53,0.57,0.60,0.80,0.63,0.40,0.40
Debt / EBITDA Ratio,2.10,2.70,14.58,3.96,-6.22,27.98,12.28,18.71,1.66,1.47,1.47
Debt / FCF Ratio,-2.88,-2.56,-2.33,-20.35,-7.72,22.49,11.15,13.18,3.42,5.16,5.16
Quick Ratio,2.21,2.76,2.29,0.76,0.73,1.06,0.63,0.40,1.04,0.92,0.92
Current Ratio,2.29,2.83,2.27,0.94,0.84,1.30,0.69,0.44,1.08,0.99,0.99
Asset Turnover,0.22,0.17,0.09,0.16,0.17,0.22,0.17,0.15,0.34,0.30,0.30
Interest Coverage,5.40,2.30,-5.22,2.91,-11.85,-6.99,-3.84,-4.42,10.31,10.58,10.58
Return on Equity (ROE),8.90%,1.70%,-7.70%,19.20%,-19.80%,-11.30%,-10.30%,-12.80%,18.60%,13.10%,13.10%
Return on Assets (ROA),3.40%,0.60%,-3.10%,7.80%,-8.50%,-6.10%,-5.30%,-5.60%,7.90%,7.40%,7.40%
Return on Capital (ROIC),7.26%,3.08%,-8.11%,9.26%,-16.57%,-7.48%,-5.94%,-7.58%,11.35%,9.20%,9.20%
Earnings Yield,3.37%,1.07%,-4.01%,15.29%,-46.70%,-43.84%,-29.51%,-13.86%,14.26%,10.91%,12.16%
FCF Yield,-9.04%,-15.31%,-13.50%,-3.06%,-15.72%,8.94%,15.25%,7.37%,16.63%,7.29%,8.13%
Dividend Yield,0.20%,0.20%,0.20%,0.20%,0.60%,1.10%,0.20%,0.00%,1.60%,1.60%,1.82%
Payout Ratio,4.70%,21.40%,-4.40%,1.50%,-1.40%,-2.50%,-0.80%,0.00%,11.50%,13.30%,14.93%
Buyback Yield / Dilution,-0.48%,-0.28%,-9.18%,-12.43%,-39.00%,2.22%,-2.14%,-24.01%,-25.77%,-1.66%,-1.66%
Total Shareholder Return,-0.28%,-0.08%,-8.98%,-12.23%,-38.40%,3.32%,-1.94%,-24.01%,-24.17%,-0.06%,0.16%
