,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"9,511","9,776","9,465","9,066","9,851","9,595","9,096","9,453","9,809","10,904","13,378","13,857","15,968","17,705","20,894","20,556","21,410","21,377","18,588","17,010","19,659","20,628","22,117","25,026","16,241","25,836","25,942","35,961","41,795","40,959","42,062","48,307","41,777","32,205","33,718","38,638","45,894","48,861","42,485","48,791","44,101"
Market Cap Growth,32.40%,33.13%,19.06%,2.12%,3.58%,-1.85%,-3.90%,4.28%,-0.43%,13.64%,47.08%,46.59%,62.80%,62.37%,56.18%,48.34%,34.07%,20.74%,-11.04%,-17.25%,-8.18%,-3.50%,18.98%,47.13%,-17.39%,25.25%,17.30%,43.69%,157.35%,58.53%,62.14%,34.33%,-0.04%,-21.37%,-19.84%,-20.02%,9.86%,51.72%,26.00%,26.28%,-
Enterprise Value,"9,187","9,370","9,523","9,303","9,719","9,921","9,782","10,852","9,816","13,639","15,993","16,312","17,616","19,470","22,598","22,496","22,281","32,076","29,010","27,116","29,535","30,276","31,514","34,204","25,320","34,782","34,749","44,729","50,417","49,206","50,008","55,860","49,145","39,390","40,715","44,938","52,100","54,621","48,304","54,206","49,515"
PE Ratio,24.06,24.04,23.64,23.79,26.70,23.42,23.87,26.54,30.27,136.18,272.52,145.79,97.01,39.47,34.60,83.71,83.83,177.40,673.47,51.88,55.24,55.62,57.67,38.78,28.46,40.15,42.65,107.89,119.62,85.58,65.01,50.13,32.50,20.91,18.28,18.65,20.51,20.39,16.88,20.71,19.07
PS Ratio,4.93,4.89,4.62,4.32,4.59,4.46,4.24,4.38,4.51,4.47,4.83,4.53,4.69,4.95,5.62,5.30,5.38,5.06,4.01,3.39,3.68,3.78,4.12,4.74,3.08,4.91,4.96,6.79,7.69,7.19,6.97,7.50,6.13,4.46,4.41,4.80,5.44,5.58,4.75,5.71,5.16
PB Ratio,4.45,4.51,4.30,4.02,4.82,4.57,4.27,4.45,4.56,4.31,5.31,5.40,4.88,5.19,5.89,6.45,6.53,4.17,3.60,3.30,3.72,3.90,4.13,4.46,2.91,4.70,4.76,6.79,7.83,7.42,7.38,8.32,7.09,5.39,5.53,6.12,7.05,7.15,6.10,6.89,6.23
P/FCF Ratio,16.41,17.94,16.66,15.30,17.23,16.02,15.70,15.15,14.84,15.19,16.97,15.51,15.85,15.60,17.11,16.83,17.50,19.38,15.13,12.29,13.59,12.97,14.24,16.91,10.98,16.00,15.39,20.06,22.81,21.75,21.25,21.44,16.80,12.10,12.04,12.18,14.64,14.81,13.45,17.33,15.66
P/OCF Ratio,14.06,14.48,13.34,12.15,13.66,13.02,13.09,13.12,13.18,13.86,15.57,14.75,15.07,15.00,15.97,14.87,15.08,15.52,12.27,10.43,11.74,11.77,13.31,15.88,10.52,15.52,15.04,19.55,21.81,20.03,19.11,18.99,14.70,10.55,10.42,10.56,12.67,12.95,11.81,15.38,13.90
Debt / Equity Ratio,0.48,0.62,0.61,0.60,0.89,0.89,1.26,1.13,1.14,1.32,1.23,1.22,0.90,0.88,0.85,0.95,0.94,2.22,2.11,2.04,1.95,1.91,1.83,1.71,1.70,1.70,1.69,1.73,1.67,1.54,1.44,1.36,1.30,1.27,1.20,1.04,0.99,0.88,0.87,0.80,0.80
Quick Ratio,4.72,5.69,4.07,3.87,6.31,4.86,6.14,3.65,7.16,1.81,1.63,1.76,2.53,2.39,2.53,2.18,1.37,0.67,0.54,1.52,0.55,0.56,0.52,0.52,0.82,0.49,0.64,0.50,0.53,1.18,1.11,1.02,0.99,1.03,0.57,0.91,0.49,0.54,0.58,0.51,0.51
