,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Net Income,"1,925",386,931,"1,008",-8,-389,-567,-279,"-1,821",-515,-404,-351,"-4,903",-336,-460,-635,"-2,689",-117,-142,-53,-16,28,-6,-212,-222,"-2,433",-320,-243,-97,252,-73,115,265,417,667,515,497,346,119,504
Depreciation & Amortization,713,726,785,838,875,956,"1,028",988,983,868,797,811,768,737,741,759,646,417,444,489,533,498,494,544,586,561,509,518,486,396,385,349,398,337,391,471,504,491,497,499
Share-Based Compensation,8,22,18,25,22,26,25,20,26,25,22,22,4,22,22,21,21,13,19,21,19,27,21,18,19,29,18,16,16,25,19,17,16,33,16,17,17,35,18,16
Other Operating Activities,-868,24,-831,-549,185,-157,154,-447,"1,435",-444,-230,-162,"4,446",-86,-149,-68,"2,353",-114,92,-45,333,-319,166,93,-97,"2,288",59,-155,81,-82,454,134,220,-943,435,336,234,-234,340,-33
Operating Cash Flow,"1,778","1,158",903,"1,322","1,074",436,640,282,623,-60,197,332,326,349,165,88,343,210,425,423,881,238,675,443,286,445,266,136,486,591,785,615,899,-156,"1,509","1,339","1,252",638,974,986
Operating Cash Flow Growth,13.25%,41.39%,-27.59%,5.42%,-39.60%,-62.35%,-29.13%,-78.67%,-41.99%,-,-69.22%,17.73%,-47.67%,-,-16.24%,-73.49%,5.21%,-39.83%,157.58%,380.68%,156.85%,13.33%,58.82%,4.73%,-67.54%,86.97%,-60.59%,-69.30%,69.93%,32.81%,195.11%,352.21%,84.98%,-,92.23%,117.72%,39.27%,-,-35.45%,-26.36%
Capital Expenditures,"-1,548","-1,146","-1,194","-1,346","-1,528","-1,311","-1,112",-963,-935,-620,-615,-529,-487,-390,-480,-513,-554,-400,-493,-540,-664,-671,-624,-709,-825,-818,-579,-426,-374,-385,-355,-498,-509,-546,-663,-723,-793,-837,-821,"-1,006"
Acquisitions,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,783,"2,513",6,27,574,0,0,22,0,0,0,11,0,482,0,297,130,0,24,4,0,150,0,0,3
Change in Investments,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-24,-17,-26,0,-7,-16,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Other Investing Activities,"2,710",884,"1,434","2,931",-27,85,-3,7,26,7,88,3,-77,100,79,-180,-,-4,-1,-3,-1,-2,1,-2,-,-,-2,-,-1,-,-2,-2,-1,-,-,-4,-4,-4,-,-1
Investing Cash Flow,"1,162",-262,240,"1,585","-1,555","-1,226","-1,115",-956,-909,-613,-527,-526,-424,-290,-401,90,"1,959",-422,-484,5,-665,-680,-617,-721,-825,-818,-570,-426,107,-385,-60,-370,-510,-522,-659,-727,-647,-841,-821,"-1,004"
Dividends Paid,-81,-79,-77,-76,-71,-72,-72,-71,-72,-80,-89,-91,-90,-92,-90,-91,-90,-89,-87,-86,-83,-88,-76,-77,-75,-81,-76,-76,-76,-80,-77,-77,-77,-119,-116,-115,-115,-137,-134,-134
Share Issuance / Repurchase,-993,"-1,043",-692,-903,"-1,077",-67,-11,-64,0,"1,087",0,0,0,0,0,0,-110,-371,-519,-230,-245,-25,0,0,40,0,15,0,0,12,63,0,2,33,-183,-146,-282,-17,1,6
Debt Issued / Paid,-416,-333,431,-53,-37,-17,-17,583,94,-12,-43,731,-592,-21,-52,-19,280,-434,-157,-19,-23,173,-63,11,614,"1,059",10,71,5,-15,-69,287,-53,-506,379,-29,-29,101,75,75
Other Financing Activities,43,33,112,40,-10,8,-,"2,308",-33,519,-,-12,-17,8,184,-34,-61,-15,4,3,-175,-12,-11,-1,-358,-70,-79,-66,-68,4,-78,-466,33,-73,-141,-97,-77,-130,31,-137
Financing Cash Flow,"-1,447","-1,422",-226,-992,"-1,195",-148,-100,"2,756",-11,"1,514",-132,628,-699,-105,42,-144,19,-909,-759,-332,-526,48,-150,-67,221,908,-130,-71,-139,-79,-161,-256,-95,-665,-61,-387,-503,-183,-27,-190
Net Cash Flow,"1,493",-526,917,"1,915","-1,676",-938,-575,"2,082",-297,841,-462,434,-797,-46,-194,34,"2,321","-1,121",-818,96,-310,-394,-92,-345,-318,535,-434,-361,454,127,564,-11,294,"-1,343",789,225,102,-386,126,-208
Free Cash Flow,230,12,-291,-24,-454,-875,-472,-681,-312,-680,-418,-197,-161,-41,-315,-425,-211,-190,-68,-117,217,-433,51,-266,-539,-373,-313,-290,112,206,430,117,390,-702,846,616,459,-199,153,-20
Free Cash Flow Growth,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,248.21%,-,96.74%,426.50%,17.69%,-,-81.91%,-
Free Cash Flow Margin,7.58%,0.46%,-8.12%,-0.88%,-17.96%,-56.45%,-24.39%,-40.32%,-22.49%,-68.48%,-32.94%,-16.47%,-11.66%,-3.27%,-26.21%,-25.85%,-16.34%,-13.67%,-4.34%,-6.40%,12.90%,-27.08%,3.01%,-17.56%,-31.72%,-27.25%,-37.17%,-24.66%,7.90%,10.73%,26.91%,6.46%,17.29%,-29.61%,28.31%,19.51%,15.03%,-8.11%,6.59%,-0.70%
Free Cash Flow Per Share,0.69,0.04,-0.93,-0.08,-1.55,-3.09,-1.66,-2.40,-1.10,-2.27,-1.33,-0.63,-0.51,-0.13,-1.00,-1.35,-0.67,-0.61,-0.23,-0.40,0.74,-1.46,0.17,-0.88,-1.78,-1.23,-1.03,-0.95,0.37,0.67,1.40,0.38,1.26,-2.27,2.73,2.00,1.50,-0.65,0.50,-0.07
