,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Revenue,"3,033","2,592","3,583","2,736","2,528","1,550","1,935","1,689","1,387",993,"1,269","1,196","1,381","1,254","1,202","1,644","1,291","1,390","1,566","1,828","1,682","1,599","1,697","1,515","1,699","1,369",842,"1,176","1,417","1,919","1,598","1,811","2,255","2,371","2,988","3,157","3,054","2,453","2,320","2,837"
Revenue Growth (YoY),-3.99%,-61.66%,-13.91%,0.81%,-16.65%,-40.20%,-45.99%,-38.27%,-45.13%,-35.94%,-34.42%,-29.19%,-0.43%,26.28%,-5.28%,37.46%,-6.52%,10.85%,30.28%,11.19%,30.29%,15.04%,8.37%,-17.12%,1.01%,-14.38%,-50.38%,-22.38%,-16.60%,40.18%,89.79%,54.00%,59.14%,23.55%,86.98%,74.32%,35.43%,3.46%,-22.36%,-10.14%
Cost of Revenue,981,921,"1,044","1,003","1,060",820,904,893,852,644,760,670,966,589,657,718,865,685,780,804,807,713,808,791,845,723,366,563,626,820,681,897,"1,037","1,056","1,266","1,452","1,261","1,033","1,047","1,224"
Gross Profit,"2,052","1,671","2,539","1,733","1,468",730,"1,031",796,535,349,509,526,415,665,545,926,426,705,786,"1,024",875,886,889,724,854,646,476,613,791,"1,099",917,914,"1,218","1,315","1,722","1,705","1,793","1,420","1,273","1,613"
"Selling, General & Admin",204,142,143,139,164,147,151,119,140,98,106,106,104,95,95,111,121,110,129,143,91,87,89,90,131,102,89,84,82,94,84,76,86,110,95,109,217,136,108,115
Research & Development,458,119,460,90,171,269,90,144,378,132,199,78,"1,033",58,52,41,356,40,62,169,91,34,43,50,106,189,31,71,60,33,48,36,45,43,33,58,74,66,99,65
Other Operating Expenses,"1,002",726,785,838,875,956,"1,413",988,"2,214",868,797,811,835,737,741,"3,262","2,346",417,444,489,533,498,494,544,586,"2,687",509,518,486,396,532,349,398,337,391,525,504,491,579,499
Operating Expenses,"1,664",987,"1,388","1,067","1,210","1,372","1,654","1,251","2,732","1,098","1,102",995,"1,972",890,888,"3,414","2,823",567,635,801,715,619,626,684,823,"2,978",629,673,628,523,664,461,529,490,519,692,795,693,786,679
Operating Income,388,684,"1,151",666,258,-642,-623,-455,"-2,197",-749,-593,-469,"-1,557",-225,-343,"-2,488","-2,397",138,151,223,160,267,263,40,31,"-2,332",-153,-60,163,576,253,453,689,825,"1,203","1,013",998,727,487,934
Interest Expense / Income,97,81,85,75,82,85,86,84,86,85,85,84,84,84,82,79,80,103,98,99,99,98,97,90,95,113,119,118,118,117,118,125,121,123,121,125,124,123,122,117
Other Expense / Income,"-1,007",-22,43,-649,3,13,14,40,30,21,19,102,62,28,32,31,42,68,69,45,38,43,40,46,39,67,57,60,70,84,86,70,91,88,87,91,85,82,86,98
Pretax Income,"1,298",625,"1,023","1,240",173,-740,-723,-579,"-2,313",-855,-697,-655,"-1,703",-337,-457,"-2,598","-2,519",-33,-16,79,23,126,126,-96,-103,"-2,512",-329,-238,-25,375,49,258,477,614,995,797,789,522,279,719
Income Tax,-627,239,92,232,181,-351,-156,-300,-492,-346,-305,-316,"3,189",-13,-8,"-1,974",158,73,114,121,27,94,132,116,119,-79,-9,5,72,123,122,143,212,197,328,282,292,176,160,215
Net Income,"1,925",386,931,"1,008",-8,-389,-567,-279,"-1,821",-509,-392,-339,"-4,892",-324,-449,-624,"-2,677",-106,-130,-42,-4,32,-6,-212,-222,"-2,433",-320,-243,-97,252,-73,115,265,417,667,515,497,346,119,504
Preferred Dividends,0,0,0,0,0,0,0,0,0,6,12,12,11,12,11,11,12,11,12,11,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Net Income Common,"1,925",386,931,"1,008",-8,-389,-567,-279,"-1,821",-515,-404,-351,"-4,903",-336,-460,-635,"-2,689",-117,-142,-53,-16,28,-6,-212,-222,"-2,433",-320,-243,-97,252,-73,115,265,417,667,515,497,346,119,504
Net Income Growth,414.71%,-69.75%,-34.94%,140.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,65.48%,-,347.83%,87.55%,-17.03%,-82.16%,-2.14%
Shares Outstanding (Basic),334,323,314,305,293,284,284,284,283,300,313,313,314,314,314,315,314,310,298,294,292,297,302,303,303,304,305,305,305,306,308,308,308,309,310,308,306,305,306,306
Shares Outstanding (Diluted),334,323,314,305,293,284,284,284,283,300,313,313,314,314,314,315,314,310,298,294,292,300,302,303,303,304,305,305,305,308,308,310,310,310,311,309,308,307,308,308
Shares Change,-1.94%,-5.84%,-8.69%,-11.16%,-12.29%,-12.12%,-9.49%,-7.05%,-3.31%,5.75%,10.17%,10.48%,10.78%,4.70%,0.38%,0.42%,-,-1.40%,-5.38%,-6.42%,-6.99%,-3.17%,1.58%,2.79%,3.81%,1.43%,0.93%,0.83%,0.79%,1.25%,0.82%,1.61%,1.57%,0.84%,1.11%,-0.32%,-0.58%,-1.00%,-1.09%,-0.39%
