,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Net Income,"6,187","5,215",747,"3,907","4,982","5,721","5,191","6,654","5,099","1,380"
Depreciation & Amortization,713,693,652,795,628,630,619,694,673,718
Other Operating Activities,"9,354","7,986","13,272","7,478","5,987","7,257","5,613","4,798","7,087","11,425"
Operating Cash Flow,"16,376","14,052","14,774","12,283","11,738","13,786","11,639","12,347","13,044","13,721"
Operating Cash Flow Growth,1.52%,-14.19%,5.14%,-16.86%,-4.44%,17.45%,-15.57%,6.08%,5.65%,5.19%
Acquisitions,"-1,111","1,958",-533,"-1,348",109,-871,"-2,851","3,180",238,-914
Change in Investments,"-13,603","-12,297","-4,860","-15,182","-5,711","-16,584","-15,857","-14,321","-2,795","-9,189"
Other Investing Activities,-341,-59,-457,-346,-32,-131,139,-46,-63,-143
Investing Cash Flow,"-15,055","-10,398","-5,850","-16,876","-5,634","-17,586","-18,569","-11,187","-2,620","-10,246"
Dividends Paid,"-1,499","-1,653","-1,736","-1,717","-1,678","-1,643","-1,657","-1,647","-1,598","-1,566"
Share Issuance / Repurchase,0,"-1,930",-372,"-2,927","-3,992","-2,285","-1,151","-4,303","-3,326","-3,103"
Debt Issued / Paid,"-1,937","2,398","-1,347",-367,"-1,908",409,877,-632,878,712
Other Financing Activities,"5,692",-33,-42,"4,105","4,777","8,087","12,660","5,456","-5,902","1,017"
Financing Cash Flow,"2,256","-1,218","-3,497",-906,"-2,801","4,568","10,729","-1,126","-9,948","-2,940"
Exchange Rate Effect,-354,-492,-302,323,-183,9,163,-478,-397,-91
Net Cash Flow,"3,223","1,944","5,125","-5,176","3,120",777,"3,962",-444,79,444
Free Cash Flow,"16,376","14,052","14,774","12,283","11,738","13,786","11,639","12,347","13,044","13,721"
Free Cash Flow Growth,1.52%,-14.19%,5.14%,-16.86%,-4.44%,17.45%,-15.57%,6.08%,5.65%,5.19%
Free Cash Flow Margin,22.34%,22.91%,24.30%,19.71%,17.28%,19.80%,17.16%,17.97%,18.97%,20.51%
Free Cash Flow Per Share,14.41,12.64,13.44,11.67,11.89,14.99,12.93,14.68,16.63,18.54
