,2014-01-03,2014-04-04,2014-07-04,2014-10-03,2015-01-02,2015-04-03,2015-07-03,2015-10-02,2016-01-01,2016-04-01,2016-07-01,2016-09-30,2016-12-30,2017-03-31,2017-06-30,2017-09-29,2017-12-29,2018-03-30,2018-06-29,2018-09-28,2018-12-28,2019-03-29,2019-06-28,2019-09-27,2020-01-03,2020-04-03,2020-07-03,2020-10-02,2021-01-01,2021-04-02,2021-07-02,2021-10-01,2021-12-31,2022-04-01,2022-07-01,2022-09-30,2022-12-30,2023-03-31,2023-06-30,2023-09-29
Cash & Equivalents,147.23,148,148,148,148,116,116,116,116,216.1,216.1,216.1,216.1,358.5,358.5,358.5,358.5,172.5,172.5,172.5,172.5,189.2,189.2,189.2,189.2,237.7,237.7,237.7,237.7,325.7,325.7,325.7,325.7,271,271,271,271,"1,038",237.3,216.8
Short-Term Investments,0,0,0,0,0,0,0,0,0,111.1,111.1,111.1,111.1,178.9,178.9,178.9,178.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cash & Cash Equivalents,147.23,148,148,148,148,116,116,116,116,327.2,327.2,327.2,327.2,537.4,537.4,537.4,537.4,172.5,172.5,172.5,172.5,189.2,189.2,189.2,189.2,237.7,237.7,237.7,237.7,325.7,325.7,325.7,325.7,271,271,271,271,"1,038",237.3,216.8
Cash Growth,-6.68%,0.53%,0.53%,0.53%,0.53%,-21.62%,-21.62%,-21.62%,-21.62%,182.07%,182.07%,182.07%,182.07%,64.24%,64.24%,64.24%,64.24%,-67.90%,-67.90%,-67.90%,-67.90%,9.68%,9.68%,9.68%,9.68%,25.63%,25.63%,25.63%,25.63%,37.02%,37.02%,37.02%,37.02%,-16.79%,-16.79%,-16.79%,-16.79%,283.06%,-12.44%,-20.00%
Receivables,361.08,391.5,391.5,391.5,391.5,376.8,376.8,376.8,376.8,390.2,390.2,390.2,390.2,470.5,470.5,470.5,470.5,545.8,545.8,545.8,512.6,608.2,608.2,608.2,608.2,620.5,620.5,620.5,620.5,624.8,624.8,624.8,624.8,643.3,643.3,643.3,643.3,578.8,664.1,641.4
Inventory,254.31,278.1,278.1,278.1,278.1,261.1,261.1,261.1,261.1,218.8,218.8,218.8,218.8,264.6,264.6,264.6,264.6,298,298,298,298,312.1,312.1,312.1,312.1,301.7,301.7,301.7,301.7,363.3,363.3,363.3,363.3,402.5,402.5,402.5,402.5,409.4,371.4,257.2
Other Current Assets,74.4,85,85,85,84.7,44.5,44.5,44.5,44.5,42.5,42.5,42.5,42.5,39.2,39.2,39.2,39.2,72.8,72.8,72.8,106,102.3,102.3,102.3,102.3,121.5,121.5,121.5,121.5,136.8,136.8,136.8,136.8,201.4,201.4,201.4,201.4,212.6,189.4,575.1
Total Current Assets,837.02,902.6,902.6,902.6,902.3,798.4,798.4,798.4,798.4,978.7,978.7,978.7,978.7,"1,312","1,312","1,312","1,312","1,089","1,089","1,089","1,089","1,212","1,212","1,212","1,212","1,281","1,281","1,281","1,281","1,451","1,451","1,451","1,451","1,518","1,518","1,518","1,518","2,239","1,462","1,691"
"Property, Plant & Equipment",142.98,157.4,157.4,157.4,157.4,159.2,159.2,159.2,159.2,144.2,144.2,144.2,144.2,174,174,174,174,212.9,212.9,212.9,212.9,381.7,381.7,381.7,381.7,380.7,380.7,380.7,380.7,374.2,374.2,374.2,374.2,340.2,340.2,340.2,340.2,328.3,347.1,318.2
Goodwill and Intangibles,"2,609","2,696","2,696","2,680","2,680","2,594","2,594","2,594","2,594","2,411","2,411","2,411","2,411","2,652","2,652","2,652","2,652","4,284","4,284","4,284","4,284","4,359","4,359","4,359","4,359","4,457","4,457","4,457","4,457","4,488","4,488","4,488","4,488","4,636","4,636","4,636","4,636","4,661","6,963","6,539"
Other Long-Term Assets,111.98,118.6,118.6,118.6,115.9,129.6,129.6,129.6,129.6,140,140,140,140,178.7,178.7,178.7,178.7,190.1,190.1,190.1,190.1,687.9,687.9,687.9,687.9,758.2,758.2,758.2,758.2,786.7,786.7,786.7,786.7,774.6,774.6,774.6,774.6,784.8,783.7,782.7
Total Long-Term Assets,"2,864","2,972","2,972","2,956","2,954","2,882","2,882","2,882","2,882","2,695","2,695","2,695","2,695","3,005","3,005","3,005","3,005","4,687","4,687","4,687","4,687","5,429","5,429","5,429","5,429","5,596","5,596","5,596","5,596","5,649","5,649","5,649","5,649","5,751","5,751","5,751","5,751","5,774","8,094","7,640"
Total Assets,"3,701","3,874","3,874","3,859","3,856","3,681","3,681","3,681","3,681","3,674","3,674","3,674","3,674","4,316","4,316","4,316","4,316","5,776","5,776","5,776","5,776","6,641","6,641","6,641","6,641","6,877","6,877","6,877","6,877","7,100","7,100","7,100","7,100","7,269","7,269","7,269","7,269","8,013","9,556","9,331"
