,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,Current
Market Capitalization,"25,525","26,745","32,874","28,186","21,308","24,357","20,706","18,162","18,729","22,978","24,731","31,488","30,562","31,621","27,144","25,096","29,413","29,254","32,252","29,682","22,419","25,639","25,914","21,022","25,074","11,625","16,107","14,126","18,724","34,397","39,647","40,622","44,403","60,728","53,976","51,679","54,265","47,997","48,425","53,518","54,100"
Market Cap Growth,94.32%,74.49%,66.28%,7.75%,-16.52%,-8.93%,-37.01%,-35.56%,-12.10%,-5.66%,19.44%,73.37%,63.18%,37.61%,9.75%,-20.30%,-3.76%,-7.49%,18.82%,18.27%,-23.78%,-12.36%,-19.65%,-29.18%,11.84%,-54.66%,-37.84%,-32.80%,-25.32%,195.89%,146.15%,187.56%,137.14%,76.55%,36.14%,27.22%,22.21%,-20.96%,-10.28%,3.56%,-
Enterprise Value,"27,785","29,194","35,088","30,298","22,931","26,642","23,159","19,759","20,495","23,633","24,596","32,075","31,216","32,141","27,675","25,834","30,036","30,264","33,354","30,492","23,263","26,983","27,474","22,968","26,777","13,638","18,200","16,168","20,610","40,056","46,640","47,115","47,622","63,488","56,756","55,439","58,326","52,984","53,906","58,569","59,151"
PE Ratio,-30.46,-32.78,-28.54,-32.43,22.91,33.46,40.68,23.26,-68.60,-49.74,-48.30,-27.72,-54.97,-95.53,159.67,200.77,35.31,27.78,36.40,22.49,22.92,22.30,28.32,28.60,32.44,16.28,37.11,119.71,-93.62,-61.31,147.94,29.06,20.97,14.47,8.72,7.25,6.92,6.80,8.37,10.48,11.04
PS Ratio,6.98,6.91,9.03,6.48,4.20,4.87,4.40,3.34,4.11,5.25,5.47,9.08,9.04,7.91,5.81,5.39,5.39,4.64,4.64,3.59,2.38,2.65,2.73,2.25,2.69,1.27,1.99,1.89,2.80,5.01,4.20,3.34,3.03,3.31,2.47,2.20,2.23,2.12,2.38,2.78,2.81
PB Ratio,3.87,3.98,4.88,3.95,2.48,2.87,2.49,2.02,2.24,2.37,2.38,3.02,2.94,3.06,2.56,2.37,2.61,2.57,2.81,2.50,1.85,2.10,2.18,1.77,2.07,0.95,1.37,1.21,1.62,1.90,1.75,1.75,1.94,2.57,2.27,2.25,2.41,2.20,2.20,2.36,2.38
P/FCF Ratio,-34.97,-45.88,-70.39,-32.29,-17.61,-15.41,-12.17,-12.11,-16.46,-23.91,-26.45,-42.15,-54.19,-113.34,-69.78,-39.58,-48.38,-38.14,-70.88,-96.37,-41.44,-58.81,-47.72,-45.31,-238.80,47.06,85.68,44.42,52.74,340.57,43.62,22.87,16.02,13.47,8.87,7.34,7.42,7.06,9.80,13.32,13.46
P/OCF Ratio,11.89,11.88,13.74,12.05,9.01,12.15,12.82,13.38,14.92,18.22,18.43,22.10,20.37,18.03,14.85,13.62,14.01,12.77,11.92,9.50,6.92,7.79,8.15,6.57,8.05,3.48,5.60,5.95,9.05,21.21,14.37,9.34,7.34,7.36,5.40,4.71,4.78,4.33,5.06,6.15,6.22
Debt / Equity Ratio,0.40,0.40,0.39,0.37,0.31,0.31,0.32,0.30,0.44,0.38,0.35,0.31,0.31,0.26,0.26,0.26,0.24,0.24,0.20,0.19,0.19,0.22,0.22,0.22,0.21,0.24,0.21,0.30,0.30,0.36,0.32,0.31,0.32,0.25,0.25,0.24,0.23,0.29,0.26,0.23,0.23
Quick Ratio,0.66,0.56,0.62,0.72,1.03,0.62,0.59,1.30,1.56,1.88,2.31,2.23,1.96,2.77,1.73,1.54,1.29,1.13,0.90,1.06,1.24,0.86,0.73,0.62,0.77,0.70,0.57,1.26,1.22,0.67,0.46,0.54,1.41,1.40,1.18,0.90,0.79,0.69,0.54,0.65,0.65
