,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,Current
Market Capitalization,"84,013","81,650","89,743","91,937","104,263","93,306","107,039","90,064","96,842","92,034","100,131","102,712","101,764","103,860","115,403","141,651","154,391","150,302","147,024","143,220","138,674","118,877","107,504","111,951","130,935","112,697","144,987","154,582","189,171","191,104","198,947","190,625","239,371","286,733","270,651","237,296","285,804","281,989","237,703","263,098","313,366"
Market Cap Growth,-,26.94%,37.07%,29.64%,24.10%,14.28%,19.27%,-2.04%,-7.12%,-1.36%,-6.45%,14.04%,5.08%,12.85%,15.25%,37.91%,51.71%,44.72%,27.40%,1.11%,-10.18%,-20.91%,-26.88%,-21.83%,-5.58%,-5.20%,34.87%,38.08%,44.48%,69.57%,37.22%,23.32%,26.54%,50.04%,36.04%,24.48%,19.40%,-1.65%,-12.17%,10.87%,-
Enterprise Value,"88,841","86,956","94,238","96,406","110,866","100,655","129,883","112,942","120,106","115,347","129,974","132,072","132,183","134,563","145,435","169,892","181,970","178,115","180,390","174,943","170,923","150,793","139,348","139,705","157,739","138,601","226,379","233,691","266,748","266,857","272,485","259,097","306,225","352,635","333,622","295,023","339,846","337,360","289,952","310,554","362,614"
PE Ratio,20.35,19.72,21.52,24.77,58.77,51.38,51.36,31.97,18.83,16.81,17.51,16.90,17.10,16.46,17.45,21.31,29.08,23.56,22.80,18.93,24.38,22.18,26.11,34.39,16.61,13.36,20.84,20.94,40.98,37.04,29.86,25.30,20.74,22.98,21.42,17.70,24.15,37.18,27.37,40.39,48.49
PS Ratio,4.47,4.29,4.66,4.69,5.22,4.57,5.10,4.11,4.24,3.87,4.05,4.07,3.97,3.96,4.32,5.19,5.47,5.08,4.75,4.45,4.23,3.64,3.30,3.41,3.94,3.31,4.00,3.80,4.13,3.81,3.70,3.46,4.26,5.06,4.72,4.10,4.92,4.97,4.24,4.77,5.72
PB Ratio,18.70,17.38,17.20,19.79,59.85,67.76,19.45,18.52,24.55,19.82,17.75,15.88,21.95,20.78,19.20,21.18,30.29,42.30,-43.56,-49.03,-16.42,-15.19,-12.55,-13.61,-16.02,-15.20,9.86,10.12,14.47,13.94,15.83,14.07,15.54,17.61,18.47,14.84,16.57,21.24,18.48,21.75,26.06
P/FCF Ratio,14.55,15.81,18.62,19.31,35.50,23.99,26.55,20.22,13.83,12.16,13.11,14.77,15.51,15.83,17.35,16.75,16.37,15.11,13.58,12.01,10.84,9.02,8.42,8.66,10.25,8.32,10.27,10.09,11.27,10.74,10.16,8.79,10.89,13.01,12.18,10.83,11.79,11.99,9.59,10.64,12.74
P/OCF Ratio,13.41,14.31,16.67,17.11,29.38,20.69,23.14,18.03,12.85,11.39,12.26,13.76,14.45,14.81,16.25,15.89,15.50,14.31,12.94,11.35,10.33,8.61,8.02,8.33,9.83,7.98,9.84,9.66,10.76,10.25,9.73,8.45,10.51,12.57,11.81,10.50,11.46,11.64,9.31,10.31,12.35
Debt / Equity Ratio,3.28,3.07,2.83,3.18,8.60,11.09,5.65,6.61,8.03,6.87,6.71,5.77,7.95,7.39,6.20,5.65,7.33,10.49,-11.00,-13.87,-4.77,-4.75,-4.35,-4.67,-8.17,-9.04,5.94,5.70,6.58,6.24,6.53,5.96,4.98,4.51,4.98,4.35,3.67,4.68,4.74,5.02,5.02
Quick Ratio,2.00,2.05,2.21,2.10,1.06,1.10,1.12,1.57,1.21,1.25,1.41,1.42,1.14,1.24,0.98,1.11,0.89,0.90,0.55,0.95,0.78,0.78,0.64,0.92,2.91,2.88,0.58,0.68,0.60,0.61,0.65,0.75,0.56,0.56,0.61,0.69,0.69,0.66,0.63,0.71,0.71
