,2018-10-27,2019-01-26,2019-04-30,2019-07-27,2019-10-26,2020-01-25,2020-04-30,2020-08-01,2020-10-31,2021-01-30,2021-04-30,2021-07-31,2021-10-30,2022-01-29,2022-04-30,2022-07-30,2022-10-29,2023-01-28,2023-04-30,2023-07-29
reportedCurrency,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD
operatingCashflow,6050000,4178000,37023000,3113000,4806000,7147000,10031000,26841000,31752000,20369000,7570000,-15304000,11960000,-19832000,13558000,15887000,16045000,-23131000,2599000,-17062000
paymentsForOperatingActivities,None,None,None,1389000,1344000,1296000,400000,1410000,2727000,-1621000,4005000,1763000,5946000,2798000,3322000,3744000,4077000,4845000,8164000,4058000
proceedsFromOperatingActivities,None,1507000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
changeInOperatingLiabilities,-1335000,1782000,2146000,-9634000,5000,16275000,4661000,-22342000,6578000,3100000,21441000,-17280000,17335000,-22582000,7987000,-6196000,4355000,9473000,2271000,-18052000
changeInOperatingAssets,25478000,4687000,2104000,13298000,-5289000,-1525000,25878000,-30768000,-5074000,-2151000,32099000,-12011000,-4653000,40772000,4944000,3166000,2314000,39499000,47669000,36198000
depreciationDepletionAndAmortization,1838000,1946000,2139000,2079000,2407000,2621000,2781000,2779000,2914000,2957000,10612000,13654000,16365000,17418000,13388000,14000000,18275000,15834000,51890000,6951000
capitalExpenditures,2712000,2671000,2090000,1902000,4948000,1654000,2716000,4067000,1985000,2420000,2791000,5428000,7719000,3917000,5225000,5393000,2194000,2529000,4752000,3632000
changeInReceivables,20928000,-556000,-2183000,10736000,-2157000,-12645000,46114000,-30439000,-12676000,-4069000,30007000,-17588000,-8879000,30774000,-6949000,-8495000,-10978000,22014000,24440000,-8207000
changeInInventory,3852000,4283000,3677000,1946000,-3567000,12387000,-19621000,-5000,6249000,1325000,-1212000,6058000,4017000,11515000,7841000,11927000,11909000,15488000,22522000,40004000
profitLoss,6050000,8350000,5703000,17099000,7505000,-1028000,17494000,10043000,2072000,258000,10972000,-13918000,2556000,-35000,7212000,-8389000,-6629000,-676000,-160473000,21895000
cashflowFromInvestment,-16369000,-5963000,3794000,-33152000,-11083000,-6127000,109529000,-33474000,1530000,25744000,-372571000,-36345000,1558000,-2222000,-15279000,3787000,-369000,-2529000,-7892000,-3632000
cashflowFromFinancing,-206000,-101000,-68000,-575000,-75000,-266000,-914000,-1670000,-22000,-1669000,197521000,-9556000,-2508000,150000,-4693000,-3331000,-7576000,8505000,53236000,-6315000
proceedsFromRepaymentsOfShortTermDebt,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
paymentsForRepurchaseOfCommonStock,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
paymentsForRepurchaseOfEquity,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
paymentsForRepurchaseOfPreferredStock,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
dividendPayout,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
dividendPayoutCommonStock,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
dividendPayoutPreferredStock,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
proceedsFromIssuanceOfCommonStock,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,8326000,84545000,0
proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
proceedsFromIssuanceOfPreferredStock,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
proceedsFromRepurchaseOfEquity,4000,0,0,93000,0,0,7000,86000,0,0,1436000,119000,0,2657000,0,None,0,8512000,85955000,0
proceedsFromSaleOfTreasuryStock,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
changeInCashAndCashEquivalents,-19533000,-1886000,37023000,-32770000,-6352000,754000,53168000,35411000,-655000,None,59655000,-61316000,2556000,-35000,-7120000,16343000,8100000,-17155000,47943000,-27009000
changeInExchangeRate,None,None,None,None,None,None,None,None,None,None,None,-111000,-164000,-338000,-706000,None,None,None,None,None
netIncome,6050000,8412000,37023000,17099000,7505000,-1028000,53168000,35411000,2072000,258000,59655000,-13918000,2556000,-35000,7212000,-8389000,-6629000,-676000,-160473000,21895000
freeCashflow,3338000.0,1507000.0,34933000.0,1211000.0,-142000.0,5493000.0,7315000.0,22774000.0,29767000.0,17949000.0,4779000.0,-20732000.0,4241000.0,-23749000.0,8333000.0,10494000.0,13851000.0,-25660000.0,-2153000.0,-20694000.0
