,2014-02-27,2014-05-29,2014-08-28,2014-12-04,2015-03-05,2015-06-04,2015-09-03,2015-12-03,2016-03-03,2016-06-02,2016-09-01,2016-12-01,2017-03-02,2017-06-01,2017-08-31,2017-11-30,2018-03-01,2018-05-31,2018-08-30,2018-11-29,2019-02-28,2019-05-30,2019-08-29,2019-11-28,2020-02-27,2020-05-28,2020-09-03,2020-12-03,2021-03-04,2021-06-03,2021-09-02,2021-12-02,2022-03-03,2022-06-02,2022-09-01,2022-12-01,2023-03-02,2023-06-01,2023-08-31,2023-11-30
Net Income,731,806,"1,150","1,003",934,491,471,206,-97,-215,-170,180,894,"1,647","2,368","2,678","3,309","3,823","4,325","3,293","1,619",840,561,491,405,803,988,803,603,"1,735","2,720","2,306","2,263","2,626","1,492",-195,"-2,312","-1,896","-1,430","-1,234"
Depreciation & Amortization,517,542,553,643,641,673,710,737,774,755,714,771,"1,003","1,021","1,066","1,090","1,151","1,233","1,285","1,335","1,313","1,360","1,416","1,296","1,365","1,422","1,567","1,487","1,549","1,557","1,621","1,671","1,742","1,821","1,882","1,921","1,942","1,956","1,937","1,915"
Share-Based Compensation,27,32,34,35,49,43,41,46,55,47,43,46,55,57,57,51,52,48,47,61,57,58,67,72,85,82,89,92,97,96,93,118,129,131,136,146,157,145,148,188
Other Operating Activities,115,75,-390,-89,-373,128,-192,131,31,-198,309,141,-547,-318,-288,-183,-164,-843,-502,121,446,453,189,152,146,-284,-373,-415,808,172,-550,-157,-506,-740,267,-929,556,-181,-406,532
Operating Cash Flow,"1,390","1,455","1,347","1,592","1,251","1,335","1,030","1,120",763,389,896,"1,138","1,405","2,407","3,203","3,636","4,348","4,261","5,155","4,810","3,435","2,711","2,233","2,011","2,001","2,023","2,271","1,967","3,057","3,560","3,884","3,938","3,628","3,838","3,777",943,343,24,249,"1,401"
Operating Cash Flow Growth,494.02%,133.17%,87.87%,5.64%,-10.00%,-8.25%,-23.53%,-29.65%,-39.01%,-70.86%,-13.01%,1.61%,84.14%,518.77%,257.48%,219.51%,209.47%,77.03%,60.94%,32.29%,-21.00%,-36.38%,-56.68%,-58.19%,-41.75%,-25.38%,1.70%,-2.19%,52.77%,75.98%,71.03%,100.20%,18.68%,7.81%,-2.75%,-76.05%,-90.55%,-99.37%,-93.41%,48.57%
Capital Expenditures,-565,-566,"-1,307",-669,-853,-734,"-1,765",-990,"-1,219","-1,685","-1,923","-1,264","-1,164","-1,041","-1,265","-1,956","-2,261","-2,411","-2,251","-2,700","-2,649","-2,403","-2,028","-1,943","-2,056","-1,944","-2,280","-2,738","-3,018","-2,259","-2,015","-3,265","-2,611","-2,578","-3,613","-2,449","-2,205","-1,561","-1,461","-1,796"
Acquisitions,0,0,105,0,0,0,0,0,0,0,0,0,"-2,634",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,893,0,-5,0,0,0,0,0,0
Change in Investments,-25,5,-456,-404,"-1,275",-828,287,488,831,"1,074",454,317,-675,151,-62,453,-255,-16,-18,"-1,910",-105,98,744,744,272,-16,-585,-741,316,3,-635,-91,-28,-18,-18,272,208,216,172,175
Other Investing Activities,59,10,-40,-3,2,42,-16,-158,22,-5,67,11,24,16,49,69,107,183,140,183,262,239,184,10,74,8,127,61,146,175,116,-22,-52,16,-193,-89,82,165,459,63
Investing Cash Flow,-531,-551,"-1,698","-1,076","-2,126","-1,520","-1,494",-660,-366,-616,"-1,402",-936,"-4,449",-874,"-1,278","-1,434","-2,409","-2,244","-2,129","-4,427","-2,492","-2,066","-1,100","-1,189","-1,710","-1,952","-2,738","-3,418","-2,556","-2,081","-2,534","-2,485","-2,691","-2,585","-3,824","-2,266","-1,915","-1,180",-830,"-1,558"
Dividends Paid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-112,-112,-111,-126,-126,-126,-126,-126,-129
Share Issuance / Repurchase,49,21,17,-8,-186,13,-629,-120,-3,6,165,29,39,40,-2,"1,449",38,80,17,"-1,836",-732,-159,-2,0,0,0,-251,-57,-21,-156,-966,-259,-408,-981,-784,-425,0,0,0,0
Debt Issued / Paid,-188,"-1,147",455,-786,891,307,-238,-23,102,"1,936",79,-172,"2,577","-1,043",-609,"-2,594",-135,"-3,069","-3,387",-577,"1,672","-1,671",786,-165,-261,"1,140",-80,-84,-19,-53,-176,51,-32,-27,-24,"3,329","1,839",842,-55,-53
Other Financing Activities,-73,-23,-18,-12,-43,39,-66,3,-27,-171,-202,-69,-63,-131,-247,-137,-41,-34,37,-22,12,-17,108,-827,46,-68,149,-73,45,-19,-202,-193,86,-42,94,-146,89,-55,69,-170
Financing Cash Flow,-212,"-1,149",454,-806,662,359,-933,-140,72,"1,771",42,-212,"2,553","-1,134",-858,"-1,282",-138,"-3,023","-3,333","-2,435",952,"-1,847",892,-992,-215,"1,072",-182,-214,5,-228,"-1,344",-513,-466,"-1,161",-840,"2,632","1,802",661,-112,-352
Exchange Rate Effect,4,2,-15,-96,-4,-27,-6,-2,4,5,12,-42,9,18,3,-6,10,-8,-33,-10,9,7,20,-14,0,6,19,27,16,1,-3,-6,-10,-55,-35,-6,15,-22,-21,-1
Net Cash Flow,651,-243,88,-386,-217,147,"-1,403",318,473,"1,549",-452,-52,-482,417,"1,070",914,"1,811","-1,014",-340,"-2,062","1,904","-1,195","2,045",-184,76,"1,149",-630,"-1,638",522,"1,252",3,934,461,37,-922,"1,303",245,-517,-714,-510
Free Cash Flow,825,889,40,923,398,601,-735,130,-456,"-1,296","-1,027",-126,241,"1,366","1,938","1,680","2,087","1,850","2,904","2,110",786,308,205,68,-55,79,-9,-771,39,"1,301","1,869",673,"1,017","1,260",164,"-1,506","-1,862","-1,537","-1,212",-395
Free Cash Flow Growth,-,111.16%,-83.26%,10.14%,-51.76%,-32.40%,-,-85.92%,-,-,-,-,-,-,-,-,765.98%,35.43%,49.85%,25.60%,-62.34%,-83.35%,-92.94%,-96.78%,-,-74.35%,-,-,-,1546.84%,-,-,2507.69%,-3.15%,-91.23%,-,-,-,-,-
Free Cash Flow Margin,20.09%,22.33%,0.95%,20.18%,9.55%,15.60%,-20.42%,3.88%,-15.54%,-44.72%,-31.92%,-3.17%,5.19%,24.54%,31.57%,24.69%,28.39%,23.73%,34.41%,26.66%,13.47%,6.43%,4.21%,1.32%,-1.15%,1.45%,-0.15%,-13.36%,0.63%,17.53%,22.59%,8.76%,13.06%,14.58%,2.47%,-36.87%,-50.42%,-40.96%,-30.22%,-8.36%
Free Cash Flow Per Share,0.78,0.83,0.04,0.86,0.37,0.56,-0.69,0.13,-0.44,-1.25,-0.99,-0.12,0.22,1.24,1.75,1.48,1.80,1.60,2.51,1.86,0.71,0.28,0.19,0.06,-0.05,0.07,-0.01,-0.69,0.04,1.16,1.66,0.60,0.91,1.13,0.15,-1.38,-1.71,-1.41,-1.11,-0.36
