,2014-02-27,2014-05-29,2014-08-28,2014-12-04,2015-03-05,2015-06-04,2015-09-03,2015-12-03,2016-03-03,2016-06-02,2016-09-01,2016-12-01,2017-03-02,2017-06-01,2017-08-31,2017-11-30,2018-03-01,2018-05-31,2018-08-30,2018-11-29,2019-02-28,2019-05-30,2019-08-29,2019-11-28,2020-02-27,2020-05-28,2020-09-03,2020-12-03,2021-03-04,2021-06-03,2021-09-02,2021-12-02,2022-03-03,2022-06-02,2022-09-01,2022-12-01,2023-03-02,2023-06-01,2023-08-31,2023-11-30,Current
Market Capitalization,"25,663","30,590","35,134","38,720","31,544","29,185","17,974","16,949","12,232","13,596","17,279","19,248","27,238","34,030","35,617","48,886","55,064","66,791","61,192","43,000","45,828","36,875","49,307","53,316","56,188","51,683","51,473","77,814","94,338","91,990","83,295","92,712","99,862","84,163","63,221","60,327","61,575","75,612","76,605","83,582","87,761"
Market Cap Growth,199.89%,149.76%,149.31%,73.88%,22.92%,-4.59%,-48.84%,-56.23%,-61.22%,-53.42%,-3.87%,13.56%,122.69%,150.30%,106.13%,153.99%,102.16%,96.27%,71.81%,-12.04%,-16.77%,-44.79%,-19.42%,23.99%,22.61%,40.16%,4.39%,45.95%,67.90%,77.99%,61.82%,19.14%,5.86%,-8.51%,-24.10%,-34.93%,-38.34%,-10.16%,21.17%,38.55%,-
Enterprise Value,"27,797","32,059","37,179","40,319","33,834","31,924","21,843","20,727","15,855","18,246","22,791","24,755","35,793","41,371","41,344","51,775","56,352","67,069","59,029","41,571","44,535","35,096","47,203","51,889","54,680","50,251","50,507","77,940","94,303","90,869","81,942","90,677","97,351","81,528","61,406","60,636","63,641","79,108","80,944","88,640","92,819"
PE Ratio,9.04,8.49,11.54,10.49,8.10,8.16,6.20,8.06,11.42,37.25,-62.60,-63.73,39.53,13.34,7.00,6.44,5.51,5.49,4.33,2.92,3.51,3.66,7.81,15.19,24.46,22.87,19.16,25.95,29.51,22.28,14.21,12.59,11.07,8.49,7.28,9.75,38.22,-25.97,-13.13,-12.16,-12.16
PS Ratio,1.93,2.04,2.15,2.29,1.86,1.74,1.11,1.13,0.89,1.06,1.39,1.48,1.85,1.96,1.75,2.11,2.13,2.38,2.01,1.37,1.53,1.37,2.11,2.58,2.87,2.55,2.40,3.53,4.01,3.61,3.01,3.13,3.20,2.60,2.06,2.22,2.67,4.16,4.93,5.17,5.42
PB Ratio,2.76,3.08,3.27,3.32,2.54,2.34,1.46,1.38,1.00,1.12,1.43,1.56,1.91,2.10,1.91,2.17,2.14,2.33,1.90,1.27,1.33,1.04,1.37,1.46,1.52,1.37,1.32,1.95,2.32,2.18,1.90,2.02,2.09,1.71,1.27,1.22,1.30,1.67,1.74,1.95,2.05
P/FCF Ratio,11.05,10.96,13.55,14.46,14.02,14.88,15.14,43.02,-26.59,-5.77,-6.52,-6.63,-12.34,74.96,10.42,9.36,7.79,8.84,7.18,4.80,5.99,6.04,14.46,39.00,106.82,174.02,620.15,-102.93,-142.50,164.27,34.17,23.88,20.55,17.46,20.30,64.52,-31.67,-15.95,-12.52,-16.70,-16.70
P/OCF Ratio,6.06,6.03,6.16,6.69,5.59,5.28,3.45,3.58,2.88,4.12,5.45,6.04,7.12,5.82,4.37,4.59,4.05,4.32,3.52,2.32,2.59,2.29,3.74,5.13,6.27,6.25,6.20,9.42,10.12,8.47,6.68,6.42,6.65,5.51,4.16,4.95,6.92,14.86,49.14,41.44,43.51
Debt / Equity Ratio,0.71,0.58,0.61,0.50,0.54,0.61,0.60,0.60,0.62,0.79,0.82,0.79,0.87,0.72,0.60,0.40,0.36,0.26,0.14,0.12,0.18,0.14,0.16,0.17,0.16,0.19,0.18,0.18,0.18,0.17,0.17,0.16,0.16,0.15,0.15,0.22,0.27,0.30,0.32,0.33,0.33
Quick Ratio,1.38,1.47,1.55,1.56,1.76,1.62,1.54,1.46,1.36,1.57,1.34,1.19,1.30,1.52,1.72,1.80,2.03,2.04,2.13,2.12,1.62,1.84,1.74,1.74,1.81,1.98,1.82,1.89,1.94,2.30,2.17,2.28,2.24,2.35,1.92,2.13,2.49,2.50,2.53,2.01,2.01
Current Ratio,1.88,2.04,2.14,2.19,2.41,2.19,2.20,2.11,2.00,2.25,1.96,1.71,1.91,2.14,2.34,2.39,2.58,2.64,2.79,2.90,2.25,2.79,2.58,2.56,2.74,2.89,2.71,2.91,3.18,3.40,3.10,3.10,3.11,3.24,2.89,3.51,4.17,4.26,4.46,3.53,3.53
Interest Coverage,10.57,11.98,13.08,12.98,12.82,7.13,4.98,3.10,0.05,-0.83,-0.24,2.52,6.79,12.37,16.68,23.52,40.23,47.43,87.90,115.24,71.33,25.31,17.21,12.62,10.26,18.08,23.48,18.79,16.50,40.13,63.77,57.11,46.78,68.82,35.40,-2.67,-24.37,-13.76,-10.27,-7.80,-13.14
Return on Capital (ROIC),Upgrade,10.11%,14.21%,16.82%,19.85%,18.18%,16.15%,14.45%,10.51%,6.29%,3.23%,0.78%,1.10%,4.67%,11.26%,19.21%,26.54%,30.84%,36.14%,40.11%,39.81%,32.78%,26.13%,16.13%,9.18%,6.20%,5.06%,5.89%,6.52%,6.83%,8.45%,11.50%,13.99%,16.50%,17.69%,15.33%,10.28%,2.66%,-4.74%,-9.90%,-11.69%
Dividend Yield,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.10%,0.20%,0.40%,0.70%,0.80%,0.80%,0.70%,0.70%,0.60%,0.58%
Payout Ratio,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4.90%,5.00%,4.20%,8.40%,-63.90%,-5.40%,-6.60%,-8.80%,-10.30%,-7.30%
Buyback Yield / Dilution,-18.21%,-13.66%,-2.56%,0.08%,0.92%,1.68%,6.56%,9.21%,12.94%,11.45%,7.64%,-0.55%,-11.97%,-13.61%,-14.53%,-12.28%,-6.72%,-4.93%,-2.27%,4.16%,7.84%,8.58%,7.31%,3.83%,0.70%,-0.54%,-0.27%,-0.53%,-0.97%,-1.42%,-0.88%,0.44%,1.22%,2.10%,2.98%,3.54%,3.45%,2.41%,0.99%,-0.92%,-0.92%
