,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"212,661","212,265","225,379","222,896","196,290","275,038","296,013","330,340","344,995","357,647","370,624"
Market Cap Growth,0.78%,-0.19%,6.18%,-1.10%,-11.94%,40.12%,7.63%,11.60%,4.44%,3.67%,-
Enterprise Value,"237,392","231,007","242,629","239,351","215,726","294,843","314,552","352,040","369,274","384,008","396,446"
PE Ratio,18.27,30.17,21.45,14.54,20.13,70.58,22.72,23.09,23.40,24.41,26.38
PS Ratio,2.86,3.00,3.45,3.43,2.94,4.06,4.17,4.34,4.30,4.36,4.42
PB Ratio,3.04,3.37,3.89,4.00,3.71,5.78,6.32,7.08,7.36,7.60,7.59
P/FCF Ratio,21.03,19.52,18.59,23.79,17.60,23.12,20.66,21.20,25.43,25.94,23.16
P/OCF Ratio,15.24,14.53,14.60,17.48,13.20,18.04,17.01,17.98,20.63,21.23,19.30
EV/Sales Ratio,3.19,3.27,3.72,3.68,3.23,4.36,4.43,4.62,4.61,4.68,4.72
EV/EBITDA Ratio,12.94,17.09,13.86,11.04,13.03,31.59,16.35,16.92,17.43,17.67,17.64
EV/EBIT Ratio,15.61,22.24,16.82,12.69,15.72,45.30,19.39,19.48,20.09,20.19,20.17
EV/FCF Ratio,23.48,21.25,20.02,25.55,19.35,24.79,21.95,22.59,27.22,27.85,24.77
Debt / Equity Ratio,0.51,0.48,0.53,0.57,0.59,0.63,0.74,0.69,0.67,0.74,0.69
Debt / EBITDA Ratio,1.93,2.24,1.75,1.46,1.89,3.22,1.80,1.54,1.49,1.59,1.50
Debt / FCF Ratio,3.50,2.79,2.52,3.37,2.81,2.53,2.42,2.05,2.32,2.51,2.11
Quick Ratio,0.51,0.54,0.58,0.65,0.59,0.51,0.62,0.45,0.37,0.38,0.40
Current Ratio,0.94,1.00,1.10,0.88,0.83,0.75,0.85,0.70,0.66,0.63,0.64
Asset Turnover,0.52,0.53,0.51,0.54,0.54,0.56,0.61,0.64,0.67,0.69,0.69
Interest Coverage,21.44,16.59,24.92,40.55,27.12,12.79,34.89,36.00,41.87,25.16,21.03
Return on Equity (ROE),16.70%,10.90%,17.30%,27.50%,17.90%,7.40%,28.10%,30.00%,32.10%,32.30%,31.20%
Return on Assets (ROA),8.10%,5.30%,8.20%,12.70%,7.90%,3.30%,11.20%,12.00%,12.30%,12.30%,12.20%
Return on Capital (ROIC),10.60%,8.53%,11.51%,13.13%,11.71%,4.59%,15.91%,18.62%,18.68%,17.81%,17.79%
Earnings Yield,5.47%,3.31%,4.66%,6.88%,4.97%,1.42%,4.40%,4.33%,4.27%,4.10%,3.99%
FCF Yield,4.75%,5.12%,5.38%,4.20%,5.68%,4.32%,4.84%,4.72%,3.93%,3.85%,4.32%
Dividend Yield,3.10%,3.30%,3.10%,3.10%,3.60%,2.60%,2.50%,2.40%,2.50%,2.40%,2.39%
Payout Ratio,58.40%,103.80%,69.90%,46.50%,74.30%,199.80%,59.00%,57.00%,58.70%,60.60%,63.03%
Buyback Yield / Dilution,1.27%,-0.26%,1.89%,3.92%,1.68%,0.25%,1.30%,1.11%,2.00%,1.76%,5.01%
Total Shareholder Return,4.37%,3.04%,4.99%,7.02%,5.28%,2.85%,3.80%,3.51%,4.50%,4.16%,7.40%
