,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Current
Market Capitalization,"185,223","174,231","211,690","261,177","238,684","207,714","285,479","204,944","175,669","131,208","121,336"
Market Cap Growth,-3.26%,-5.93%,21.50%,23.38%,-8.61%,-12.98%,37.44%,-28.21%,-14.28%,-25.31%,-
Enterprise Value,"256,672","247,462","332,720","378,902","352,532","379,015","458,300","374,651","352,278","282,186","269,529"
PE Ratio,10.06,27.05,15.86,20.13,8.11,10.72,20.54,-38.17,8.84,-15.03,-9.33
PS Ratio,1.44,1.32,1.44,1.60,1.49,1.22,1.58,1.43,1.31,1.09,1.00
PB Ratio,2.04,1.94,1.73,2.12,1.69,1.13,1.55,1.27,1.06,1.35,1.17
P/FCF Ratio,13.37,17.18,12.70,15.43,13.75,9.29,9.83,7.21,6.65,10.58,6.14
P/OCF Ratio,5.32,5.56,5.90,6.79,6.28,4.76,5.87,4.75,4.19,4.10,3.26
EV/Sales Ratio,1.99,1.87,2.27,2.31,2.20,2.22,2.53,2.62,2.63,2.34,2.21
EV/EBITDA Ratio,5.13,7.75,7.16,7.55,7.76,6.25,8.48,14.28,7.04,14.56,15.29
EV/EBIT Ratio,8.10,18.10,13.60,15.55,16.75,11.75,17.75,100.74,10.94,206.88,-262.66
EV/FCF Ratio,18.53,24.41,19.97,22.39,20.30,16.96,15.79,13.17,13.34,22.76,13.63
Debt / Equity Ratio,0.82,0.91,1.03,1.00,1.17,0.96,1.00,1.11,1.18,1.59,1.50
Debt / EBITDA Ratio,1.49,2.56,2.71,2.46,3.62,2.91,3.42,6.84,3.91,7.98,8.83
Debt / FCF Ratio,5.40,8.07,7.57,7.30,9.47,7.90,6.37,6.31,7.41,12.48,7.88
Quick Ratio,0.46,0.62,0.45,0.45,0.82,0.49,0.50,0.47,0.30,0.27,0.32
Current Ratio,0.66,0.90,0.75,0.76,0.97,0.80,0.80,0.82,1.61,0.59,0.69
Asset Turnover,0.47,0.46,0.41,0.41,0.37,0.33,0.33,0.27,0.25,0.26,0.30
Interest Coverage,8.04,3.78,5.94,4.96,3.34,4.05,3.07,0.48,4.79,0.22,-0.15
Return on Equity (ROE),21.00%,7.10%,12.80%,10.50%,22.90%,11.10%,7.50%,-3.10%,12.10%,-6.90%,-11.40%
Return on Assets (ROA),6.70%,2.20%,3.70%,3.20%,6.80%,3.80%,2.50%,-1.00%,3.60%,-1.90%,-2.80%
Return on Capital (ROIC),12.31%,4.56%,6.53%,6.37%,13.07%,5.77%,6.05%,2.45%,5.64%,-1.82%,-1.12%
Earnings Yield,9.94%,3.70%,6.30%,4.97%,12.34%,9.33%,4.87%,-2.62%,11.31%,-6.65%,-9.49%
FCF Yield,7.48%,5.82%,7.87%,6.48%,7.27%,10.76%,10.17%,13.88%,15.04%,9.45%,16.29%
Dividend Yield,5.10%,5.50%,5.50%,4.50%,5.00%,7.00%,5.20%,7.20%,8.50%,7.30%,6.54%
Payout Ratio,52.60%,148.40%,79.30%,91.40%,41.10%,70.20%,107.40%,-277.30%,75.10%,-119.70%,-73.00%
Buyback Yield / Dilution,7.25%,1.54%,-18.60%,0.18%,0.03%,-18.55%,-0.37%,2.45%,-0.21%,0.20%,-0.45%
Total Shareholder Return,12.35%,7.04%,-13.10%,4.68%,5.03%,-11.55%,4.83%,9.65%,8.29%,7.50%,6.09%
